"lang"
{
"Language"	"dutch"
"dota_play_diretide_phase_2_title"	"DE BEDRIEGER ONTWAAKT"
"[english]dota_play_diretide_phase_2_title"	"THE TRICKSTER AWAKENS"
"dota_play_diretide_phase_2_descr"	"* Al die herrie heeft Roshan wakker gemaakt.\n* Hij zal een willekeurige held kiezen en deze pesten voor snoep.\n* Het is aangeraden om een snoepje in je inventaris te bewaren, want het niet voeden van\nRoshan zal dodelijk zijn."
"[english]dota_play_diretide_phase_2_descr"	"* All this ruckus has awoken Roshan from his slumber.\n* He will target a random hero and bully them for candy.\n* Keeping a piece of candy in your inventory is recommended as failure to feed Roshan will\nresult in death."
"dota_play_diretide_phase_3_title"	"SUGAR RUSH"
"[english]dota_play_diretide_phase_3_title"	"SUGAR RUSH"
"dota_play_diretide_phase_3_descr"	"* Na 16 minuten zal Roshan vol zitten en zul je geen snoep meer hebben.\n* Je moet met de vijand samenwerken en Roshan verslaan voordat hij vol zit.\n* Als je Roshan verslaat zal hij later terugkomen. Hij wordt elke keer sterker.\n* Hoe sterker Roshan wordt, hoe beter de beloningen zijn zodra de tijd verstreken is."
"[english]dota_play_diretide_phase_3_descr"	"* After 16 minutes Roshan will be stuffed and you will be left candyless.\n* You must team up with the enemy and defeat Roshan before he's had his fill.\n* Upon defeat, Roshan will revive again and again, growing stronger each time.\n* The stronger Roshan becomes, the better the rewards will be when time runs out!"
"InfuseEgg"	"Ei bezielen"
"[english]InfuseEgg"	"Infuse Egg"
"npc_dota_roshan_halloween"	"Roshan"
"[english]npc_dota_roshan_halloween"	"Roshan"
"npc_dota_goodguys_siege_diretide"	"Roshling"
"[english]npc_dota_goodguys_siege_diretide"	"Roshling"
"npc_dota_creep_goodguys_ranged_diretide"	"Diretide Witch"
"[english]npc_dota_creep_goodguys_ranged_diretide"	"Diretide Witch"
"npc_dota_creep_goodguys_melee_diretide"	"Diretide Ghoul"
"[english]npc_dota_creep_goodguys_melee_diretide"	"Diretide Ghoul"
"npc_dota_badguys_siege_diretide"	"Roshling"
"[english]npc_dota_badguys_siege_diretide"	"Roshling"
"npc_dota_creep_badguys_ranged_diretide"	"Diretide Crawler"
"[english]npc_dota_creep_badguys_ranged_diretide"	"Diretide Crawler"
"npc_dota_creep_badguys_melee_diretide"	"Diretide Zombie"
"[english]npc_dota_creep_badguys_melee_diretide"	"Diretide Zombie"
"ent_dota_dire_candybucket"	"Dire Candy Bucket"
"[english]ent_dota_dire_candybucket"	"Dire Candy Bucket"
"ent_dota_radiant_candybucket"	"Radiant Candy Bucket"
"[english]ent_dota_radiant_candybucket"	"Radiant Candy Bucket"
"DOTA_HalloweenRules0_Title"	"DIRETIDE: SNOEPCHAOS"
"[english]DOTA_HalloweenRules0_Title"	"DIRETIDE: CANDY CHAOS"
"DOTA_HalloweenRules0_Text"	"Verzamel meer snoep dan het vijandelijke team om deze prachtige prijs te winnen!"
"[english]DOTA_HalloweenRules0_Text"	"Gather more candy than the enemy team to win this fabulous prize!"
"DOTA_HalloweenRules1_Title"	"DIRETIDE: SUGAR RUSH"
"[english]DOTA_HalloweenRules1_Title"	"DIRETIDE: SUGAR RUSH"
"DOTA_HalloweenRules1_Text"	"Versla Roshan om deze prachtige prijs te winnen!"
"[english]DOTA_HalloweenRules1_Text"	"Defeat Roshan to win this fabulous prize!"
"DOTA_Tooltip_Ability_item_halloween_candy_corn"	"Greevil Taffy"
"[english]DOTA_Tooltip_Ability_item_halloween_candy_corn"	"Greevil Taffy"
"DOTA_Tooltip_ability_item_halloween_candy_corn_Description"	"Gebruik: Leg het snoep in je emmer om alle helden op de kaart goud en XP te geven of gebruik het om een razende Roshan te bevredigen. Verzamel het meeste snoep in je emmer om een prijs te winnen! Snoep dragen tast je gezondheid aan en verlaagt je maximale HP."
"[english]DOTA_Tooltip_ability_item_halloween_candy_corn_Description"	"Use: Deposit the candy in your bucket to give all heroes on the map gold and XP, or use it to satisfy a rampaging Roshan's sweet tooth. Get the highest candy in your bucket to win a prize! Carrying candy makes you less healthy, and decreases your max HP."
"DOTA_Tooltip_ability_item_halloween_candy_corn_Lore"	"Een snoepje dat er raar uitziet, gemaakt van Greevil-crème en kleverige vitaminen."
"[english]DOTA_Tooltip_ability_item_halloween_candy_corn_Lore"	"A strange looking candy, made out of Greevil cream and gummy vitamins."
"DOTA_Tooltip_modifier_item_halloween_candy_eaten"	"Greevil Treats Consumed"
"[english]DOTA_Tooltip_modifier_item_halloween_candy_eaten"	"Greevil Treats Consumed"
"DOTA_Tooltip_modifier_item_halloween_candy_eaten_Description"	"Ontvangt %dMODIFIER_PROPERTY_STATS_STRENGTH_BONUS% kracht, %dMODIFIER_PROPERTY_STATS_AGILITY_BONUS% behendigheid en %dMODIFIER_PROPERTY_STATS_INTELLECT_BONUS% intelligentie."
"[english]DOTA_Tooltip_modifier_item_halloween_candy_eaten_Description"	"Gaining %dMODIFIER_PROPERTY_STATS_STRENGTH_BONUS% Strength, %dMODIFIER_PROPERTY_STATS_AGILITY_BONUS% Agility, and %dMODIFIER_PROPERTY_STATS_INTELLECT_BONUS% Intelligence."
"DOTA_Tooltip_ability_roshan_halloween_apocalypse"	"Apocalypse"
"[english]DOTA_Tooltip_ability_roshan_halloween_apocalypse"	"Apocalypse"
"DOTA_Tooltip_ability_roshan_halloween_apocalypse_Description"	"Roshan lanceert vernietigende, brandende stralen vanuit de lucht richting alle vijandelijke helden buiten een afstand van 400, maar binnen een afstand van 1200."
"[english]DOTA_Tooltip_ability_roshan_halloween_apocalypse_Description"	"Roshan launches devastating beams of incineration from the sky at all enemy heroes outside of 400 range, but within 1200 range."
"DOTA_Tooltip_ability_roshan_halloween_apocalypse_area_of_effect"	"STRAAL:"
"[english]DOTA_Tooltip_ability_roshan_halloween_apocalypse_area_of_effect"	"RADIUS:"
"DOTA_Tooltip_ability_roshan_halloween_apocalypse_delay"	"VERTRAGING:"
"[english]DOTA_Tooltip_ability_roshan_halloween_apocalypse_delay"	"DELAY:"
"DOTA_Tooltip_ability_roshan_halloween_apocalypse_damage"	"SCHADE:"
"[english]DOTA_Tooltip_ability_roshan_halloween_apocalypse_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_roshan_halloween_wave_of_force"	"Wave of Force"
"[english]DOTA_Tooltip_ability_roshan_halloween_wave_of_force"	"Wave of Force"
"DOTA_Tooltip_ability_roshan_halloween_wave_of_force_Description"	"Na een korte vertraging ramt Roshan de grond, waarbij hij enorme schade uitdeelt in een cirkel om hem heen en alle vijand terugstoot. Hoe dichter Roshan in de buurt is van een vijand, hoe meer schade diegene ontvangt."
"[english]DOTA_Tooltip_ability_roshan_halloween_wave_of_force_Description"	"After a delay, Roshan smashes the ground, causing massive radial damage in an area around him, knocking back all enemies.  The closer to Roshan the enemy is, the more damage it takes."
"DOTA_Tooltip_ability_roshan_halloween_wave_of_force_radius"	"STRAAL:"
"[english]DOTA_Tooltip_ability_roshan_halloween_wave_of_force_radius"	"RADIUS:"
"DOTA_Tooltip_ability_roshan_halloween_toss"	"Toss"
"[english]DOTA_Tooltip_ability_roshan_halloween_toss"	"Toss"
"DOTA_Tooltip_ability_roshan_halloween_toss_Description"	"Roshan gooit een nabije vijandelijke eenheid naar een vijand die verder weg is."
"[english]DOTA_Tooltip_ability_roshan_halloween_toss_Description"	"Roshan tosses a nearby enemy unit at an enemy that is further away."
"DOTA_Tooltip_ability_roshan_halloween_shell"	"Shell"
"[english]DOTA_Tooltip_ability_roshan_halloween_shell"	"Shell"
"DOTA_Tooltip_ability_roshan_halloween_shell_Description"	"Roshan wordt immuun voor fysieke schade, maar ontvangt daarentegen extra magische schade voor een korte tijd. Wanneer Roshan Shell gebruikt, worden de afkoeltijden op alle vaardigheden en voorwerpen verwijderd."
"[english]DOTA_Tooltip_ability_roshan_halloween_shell_Description"	"Roshan becomes immune to physical damage, but takes enhanced magical damage for a brief time.  When Roshan uses Shell, all ability and item cooldowns are refreshed."
"DOTA_Tooltip_modifier_roshan_halloween_fed"	"Roshan zit vol!"
"[english]DOTA_Tooltip_modifier_roshan_halloween_fed"	"Roshan is Full!"
"DOTA_Tooltip_modifier_roshan_halloween_fed_Description"	"Roshan heeft zojuist wat snoep gegeten, je kunt hem nog niet meer geven!"
"[english]DOTA_Tooltip_modifier_roshan_halloween_fed_Description"	"Roshan just ate some candy, you can't feed him yet!"
"DOTA_Tooltip_modifier_halloween_roshan_begging"	"Geef Roshan snoep!"
"[english]DOTA_Tooltip_modifier_halloween_roshan_begging"	"Give Roshan Candy!"
"DOTA_Tooltip_modifier_halloween_roshan_begging_Description"	"Je hebt 3 seconden om Roshan snoep te geven!"
"[english]DOTA_Tooltip_modifier_halloween_roshan_begging_Description"	"You have 3 seconds to give Roshan candy!"
"DOTA_Tooltip_modifier_roshan_halloween_angry_buff"	"Roshan's Anger"
"[english]DOTA_Tooltip_modifier_roshan_halloween_angry_buff"	"Roshan's Anger"
"DOTA_Tooltip_modifier_roshan_halloween_angry_buff_Description"	"Roshans huidige woedeniveau!"
"[english]DOTA_Tooltip_modifier_roshan_halloween_angry_buff_Description"	"Roshan's current level of rage!"
"DOTA_Tooltip_modifier_roshan_halloween_candy_buff"	"Roshan's Candy"
"[english]DOTA_Tooltip_modifier_roshan_halloween_candy_buff"	"Roshan's Candy"
"DOTA_Tooltip_modifier_roshan_halloween_candy_buff_Description"	"Roshan heeft zoveel snoep gegeten!"
"[english]DOTA_Tooltip_modifier_roshan_halloween_candy_buff_Description"	"Roshan's eaten this much candy!"
"DOTA_Tooltip_modifier_roshan_halloween_shell"	"Shell"
"[english]DOTA_Tooltip_modifier_roshan_halloween_shell"	"Shell"
"DOTA_Tooltip_modifier_roshan_halloween_shell_Description"	"Roshan is immuun voor fysieke schade, maar ontvangt 400%% meer magische schade!"
"[english]DOTA_Tooltip_modifier_roshan_halloween_shell_Description"	"Roshan is immune to physical damage but taking 400%% enhanced magic damage!"
"DOTA_Tooltip_modifier_halloween_truce"	"Truce"
"[english]DOTA_Tooltip_modifier_halloween_truce"	"Truce"
"DOTA_Tooltip_modifier_halloween_truce_Description"	"Je kunt geen schade van andere spelers ontvangen!"
"[english]DOTA_Tooltip_modifier_halloween_truce_Description"	"You can't get hurt by other players!"
"DOTA_Tooltip_modifier_candy_bucket"	"Candy Collected"
"[english]DOTA_Tooltip_modifier_candy_bucket"	"Candy Collected"
"DOTA_Tooltip_Econ_halloween_unusual_power"	"Ongewone kracht"
"[english]DOTA_Tooltip_Econ_halloween_unusual_power"	"Unusual Power"
"DOTA_Tooltip_Econ_halloween_red"	"EXORT"
"[english]DOTA_Tooltip_Econ_halloween_red"	"EXORT"
"DOTA_Tooltip_Econ_halloween_yellow"	"WEX"
"[english]DOTA_Tooltip_Econ_halloween_yellow"	"WEX"
"DOTA_Tooltip_Econ_halloween_blue"	"QUAS"
"[english]DOTA_Tooltip_Econ_halloween_blue"	"QUAS"
"DOTA_Tooltip_Econ_halloween_level"	"LEVEL %s1"
"[english]DOTA_Tooltip_Econ_halloween_level"	"LEVEL %s1"
"DOTA_EggEssenceResponse"	"Waanzin! Het ei kan echt niet meer energie krijgen van dit type.\nProbeer een ander soort essence."
"[english]DOTA_EggEssenceResponse"	"Madness! The egg cannot possibly contain more energy of this type.\nTry using a different kind of essence."
"DOTA_EggEssenceResponse_Corrupted"	"Het ei is onomkeerbaar bedorven door de duisternis.\nJe kunt het niet verder doordringen."
"[english]DOTA_EggEssenceResponse_Corrupted"	"The egg has become irreversibly corrupted by darkness.\nYou cannot imbue it any further."
"Attrib_AnimationMod"	"Dit voorwerp verandert de animaties van de held."
"[english]Attrib_AnimationMod"	"This item modifies the hero's animations."
"Attrib_CustomPowershot"	"Dit wapen heeft een aangepaste Powershot-animatie."
"[english]Attrib_CustomPowershot"	"This weapon has a custom Powershot animation."
"Attrib_ItemSetAnim"	"Dit item ontgrendelt aangepaste animaties wanneer het samen met de andere delen van de set wordt gedragen."
"[english]Attrib_ItemSetAnim"	"This item unlocks custom animations when worn with other pieces of the set."
"Attrib_ItemSetAnimBonus"	"Aangepaste animatieset"
"[english]Attrib_ItemSetAnimBonus"	"Custom Animation Set"
"Attrib_DiretideTag"	"Diretide %s1"
"[english]Attrib_DiretideTag"	"Diretide %s1"
"Econ_Set_Bonus"	"Setbonus:"
"[english]Econ_Set_Bonus"	"Set Bonus:"
"DOTA_Close"	"Sluiten"
"[english]DOTA_Close"	"Close"
"DOTA_Halloween_Prizes"	"Prijzen zijn uitgedeeld aan de %s."
"[english]DOTA_Halloween_Prizes"	"Prizes have been awarded to the %s."
"EggName_Red1"	"Woest ei"
"[english]EggName_Red1"	"Ferocious Egg"
"EggName_Red2"	"Brutaal ei"
"[english]EggName_Red2"	"Brutal Egg"
"EggName_Red3"	"Meedogenloos ei"
"[english]EggName_Red3"	"Merciless Egg"
"EggName_Yellow1"	"Ongerust ei"
"[english]EggName_Yellow1"	"Anxious Egg"
"EggName_Yellow2"	"Gretig ei"
"[english]EggName_Yellow2"	"Eager Egg"
"EggName_Yellow3"	"Levendig ei"
"[english]EggName_Yellow3"	"Spirited Egg"
"EggName_Blue1"	"Koppig ei"
"[english]EggName_Blue1"	"Stubborn Egg"
"EggName_Blue2"	"Doortastend ei"
"[english]EggName_Blue2"	"Resolute Egg"
"EggName_Blue3"	"Vastberaden ei"
"[english]EggName_Blue3"	"Determined Egg"
"EggName_Green1"	"Begerig ei"
"[english]EggName_Green1"	"Covetous Egg"
"EggName_Green2"	"Hebzuchtig ei"
"[english]EggName_Green2"	"Greedy Egg"
"EggName_Orange1"	"Uitgehongerd ei"
"[english]EggName_Orange1"	"Ravenous Egg"
"EggName_Orange2"	"Vraatzuchtig ei"
"[english]EggName_Orange2"	"Voracious Egg"
"EggName_Purple1"	"Wreed ei"
"[english]EggName_Purple1"	"Cruel Egg"
"EggName_Purple2"	"Slecht ei"
"[english]EggName_Purple2"	"Wicked Egg"
"EggName_White1"	"Gezegend ei"
"[english]EggName_White1"	"Blessed Egg"
"EggName_White2"	"Serafijns ei"
"[english]EggName_White2"	"Seraphic Egg"
"EggName_Black1"	"Gevreesd ei"
"[english]EggName_Black1"	"Dreaded Egg"
"EggName_Natural"	"Doordrongen ei"
"[english]EggName_Natural"	"Imbued Egg"
"Hatch"	"Broed het ei uit"
"[english]Hatch"	"Hatch the Egg"
"sugar_rush_hof_cycle"	"CYCLUS %s1"
"[english]sugar_rush_hof_cycle"	"CYCLE %s1"
"Attrib_DiretideCycle"	"Roshan-cyclus %s1"
"[english]Attrib_DiretideCycle"	"Roshan Cycle %s1"
"DOTA_Tutorial_M1_BuyShield"	"Klik met de <font color='#006697' face='Dota Hypatia Bold'><b>rechtermuisknop</b></font> op het <font color='#006697' face='Dota Hypatia Bold'><b>Stout Shield</b></font> om 'm te kopen. Het <font color='#006697' face='Dota Hypatia Bold'><b>Stout Shield</b></font> kun je vinden onder de tab 'Bewapening'."
"[english]DOTA_Tutorial_M1_BuyShield"	"<font color='#006697' face='Dota Hypatia Bold'><b>Right click</b></font> on the <font color='#006697' face='Dota Hypatia Bold'><b>Stout Shield</b></font> to purchase it.  The <font color='#006697' face='Dota Hypatia Bold'><b>Stout Shield</b></font> can be found under the Armaments tab."
"DOTA_Tutorial_M1_InspectShield"	"Het <font color='#006697' face='Dota Hypatia Bold'><b>Stout Shield</b></font> is een passief item, dus je hoeft het niet te activeren om ervan te profiteren. <font color='#006697' face='Dota Hypatia Bold'><b>Beweeg je muis over</b></font> het schild in je inventaris om z'n bonussen te bekijken.\n\nKoop de <font color='#006697' face='Dota Hypatia Bold'><b>Healing Salve</b></font> als je klaar bent om verder te gaan. Het kan worden gevonden onder <font color='#006697' face='Dota Hypatia Bold'><b>Verbruiksartikelen</b></font>."
"[english]DOTA_Tutorial_M1_InspectShield"	"The <font color='#006697' face='Dota Hypatia Bold'><b>Stout Shield</b></font> is a passive item, so you need not activate it to gain its benefit.  <font color='#006697' face='Dota Hypatia Bold'><b>Mouse over</b></font> the shield in your inventory to view its bonuses.\n\nPurchase the <font color='#006697' face='Dota Hypatia Bold'><b>Healing Salve</b></font> when you're ready to proceed.  It can be found under the <font color='#006697' face='Dota Hypatia Bold'><b>Consumables tab</b></font>."
"DOTA_Tutorial_M1_BuyClarity"	"Koop ook een <font color='#006697' face='Dota Hypatia Bold'><b>Clarity</b></font>-drankje. Dat zal je gedurende een korte tijd toestaan om snel mana te herstellen.\n\nNet zoals bij de Healing Salve, zal het herstel stoppen als je schade oploopt voordat het z'n werk heeft gedaan."
"[english]DOTA_Tutorial_M1_BuyClarity"	"Buy a <font color='#006697' face='Dota Hypatia Bold'><b>Clarity</b></font> potion too which will allow you to regenerate mana quickly for a period of time.\n\nLike with the Healing Salve, the regeneration will stop if you take damage before its work is done."
"DOTA_Tutorial_M1_GoCreepingFollow"	"Omdat je het vroeg; ik heb verscheidene neutrale creepkampen in de bossen richting het zuiden gezien. Er staat een mooie premie op hun hoofden! Ik zal je laten zien waar je moet beginnen met zoeken."
"[english]DOTA_Tutorial_M1_GoCreepingFollow"	"Since you ask, I spotted several neutral creep camps in the woods to the south. There's a fair bounty on their heads.  I'll show you where to start looking."
"DOTA_Tutorial_M1_CreepingAllDead"	"Goed gedaan! Je hebt meer dan genoeg goud verdiend en de bedreiging verholpen. Laten we naar de verkoper teruggaan en zorgen voor dat nieuwe item."
"[english]DOTA_Tutorial_M1_CreepingAllDead"	"Well done!  You've earned gold aplenty and destroyed the threat.  Let's return to the merchant and see about that new item."
"DOTA_Tutorial_M1_BoughtGauntlets"	"Ik heb meer fraaie items voor je, ridder. Je hebt echter meer geld nodig, zoals eerder."
"[english]DOTA_Tutorial_M1_BoughtGauntlets"	"I have more fine items for you, Sir knight. But as before, you will need more gold."
"DOTA_Tutorial_M1_LastHitHowTo"	"In de strijd moet je zorgen dat je de <font color='#006697' face='Dota Hypatia Bold'><b>laatste treffer</b></font> op een creep krijgt om goud te verdienen. Als je het te vroeg of te laat doet, krijg je niets!"
"[english]DOTA_Tutorial_M1_LastHitHowTo"	"In battle, you need to strike the <font color='#006697' face='Dota Hypatia Bold'><b>Last Hit</b></font> on a creep to earn gold. Too early or too late, and you get nothing!"
"DOTA_Tutorial_M1_LastHitGold185"	"Goed gedaan, je hebt genoeg goud verdiend voor de <font color='#006697' face='Dota Hypatia Bold'><b>Circlet</b></font>. Laten we teruggaan naar de verkoper, oké?"
"[english]DOTA_Tutorial_M1_LastHitGold185"	"Well done, you've earned enough gold for the <font color='#006697' face='Dota Hypatia Bold'><b>Circlet</b></font>.  Let's return to the merchant, shall we?"
"DOTA_Tutorial_M1_LastHitCirclet"	"Welkom terug! Koop de <font color='#006697' face='Dota Hypatia Bold'><b>Circlet</b></font> om je attributen verder te boosten. Waarom neem je daar niet 'ns een kijkje? Beweeg je muis over de attributen naast je portret om de voordelen van je aankoop te bekijken."
"[english]DOTA_Tutorial_M1_LastHitCirclet"	"Welcome back!  Buy the <font color='#006697' face='Dota Hypatia Bold'><b>Circlet</b></font> to further boost your attributes. Why don't you slip into it?  Move your mouse over the attributes next to your portrait to see the benefits of your purchase."
"DOTA_Tutorial_M1_LastHitBracer"	"Je hebt natuurlijk meer nodig voordat je Razor tegemoet treedt. Ik beveel je de <font color='#006697' face='Dota Hypatia Bold'><b>Bracers</b></font> aan.\n\nBracers zijn een <font color='#006697' face='Dota Hypatia Bold'><b>geüpgraded item</b></font>, dat een of meerdere items en een <font color='#006697' face='Dota Hypatia Bold'><b>Recipe</b></font> vereist. Keer terug wanneer je 210 goud hebt verdiend en ik zal je laten zien wat je moet doen."
"[english]DOTA_Tutorial_M1_LastHitBracer"	"Surely you'll need more before you face Razor though.  I'd recommend some <font color='#006697' face='Dota Hypatia Bold'><b>Bracers</b></font>.\n\nBracers are an <font color='#006697' face='Dota Hypatia Bold'><b>Upgraded Item</b></font>, which requires one or more items and a <font color='#006697' face='Dota Hypatia Bold'><b>Recipe</b></font>.  Return when you've earned 210 gold and I'll show you what you need to do."
"DOTA_Tutorial_M1_LastHitAgain"	"Nogmaals naar de strijd, Dragon Knight!"
"[english]DOTA_Tutorial_M1_LastHitAgain"	"Once more to battle, Dragon Knight!"
"DOTA_Tutorial_M1_LastHitAttack"	"Laatste treffer! Onthoud dat je je slagen goed moet timen. Door in het midden van een slag te bewegen kun je een aanval annuleren. Het is een goede manier om de <font color='#006697' face='Dota Hypatia Bold'><b>laatste treffer</b></font> te timen."
"[english]DOTA_Tutorial_M1_LastHitAttack"	"Last hit!  Remember to time your swings! Moving in midswing to cancel an attack is a good way of timing a <font color='#006697' face='Dota Hypatia Bold'><b>Last Hit</b></font>."
"DOTA_Tutorial_M1_LastHitGold190"	"Je hebt genoeg goud verdiend om de <font color='#006697' face='Dota Hypatia Bold'><b>Bracers</b></font> te kopen! Laten we de verkoper opzoeken en je geld gebruiken."
"[english]DOTA_Tutorial_M1_LastHitGold190"	"You've earned enough gold to buy the <font color='#006697' face='Dota Hypatia Bold'><b>Bracers</b></font>!  Let us seek out the merchant and make use of your coin."
"DOTA_Tutorial_M1_LastHitRecipe"	"Ah, de ridder is teruggekeerd! Onthoud dat sommige items samen worden gevoegd als je ze combineert. In dit geval heb je de <font color='#006697' face='Dota Hypatia Bold'><b>Circlet</b></font> en <font color='#006697' face='Dota Hypatia Bold'><b>Gauntlets</b></font> die kunnen worden omgevormd tot <font color='#006697' face='Dota Hypatia Bold'><b>Bracers</b></font>.\n\nOpen de winkel en klik op <font color='#006697' face='Dota Hypatia Bold'><b>Upgrades</b></font>. Klik met de <font color='#006697' face='Dota Hypatia Bold'><b>linkermuisknop</b></font> op de <font color='#006697' face='Dota Hypatia Bold'><b>Bracers</b></font> om alle vereiste items weer te geven die nodig zijn om de bracer te maken."
"[english]DOTA_Tutorial_M1_LastHitRecipe"	"Ah, the knight returns!  Keep in mind that some items are crafted in combination. In this case, you own the <font color='#006697' face='Dota Hypatia Bold'><b>Circlet</b></font> and <font color='#006697' face='Dota Hypatia Bold'><b>Gauntlets</b></font> which can be crafted into <font color='#006697' face='Dota Hypatia Bold'><b>Bracers</b></font>.\n\nOpen the shop and click <font color='#006697' face='Dota Hypatia Bold'><b>Upgrades</b></font>.  <font color='#006697' face='Dota Hypatia Bold'><b>Left-click</b></font> on the <font color='#006697' face='Dota Hypatia Bold'><b>Bracers</b></font> to display all the required items to craft the bracer."
"DOTA_Tutorial_M1_LastHitComplete"	"Mooi! Je <font color='#006697' face='Dota Hypatia Bold'><b>Circlet</b></font> en <font color='#006697' face='Dota Hypatia Bold'><b>Gauntlets</b></font> zijn gecombineerd om de geüpgradede <font color='#006697' face='Dota Hypatia Bold'><b>Bracer</b></font> te maken, die je voorziet van betere attributen en wat ruimte in je inventaris vrij maakt."
"[english]DOTA_Tutorial_M1_LastHitComplete"	"Beautiful!  Your <font color='#006697' face='Dota Hypatia Bold'><b>Circlet</b></font> and <font color='#006697' face='Dota Hypatia Bold'><b>Gauntlets</b></font> have been combined to create the upgraded <font color='#006697' face='Dota Hypatia Bold'><b>Bracer</b></font>, which will provide greater attributes, and free up space in your inventory."
"DOTA_Tutorial_M1_UltBegin"	"Nog één ding, om Razor aan te kunnen moet je <font color='#006697' face='Dota Hypatia Bold'><b>level zes</b></font> bereiken om toegang te hebben tot je <font color='#006697' face='Dota Hypatia Bold'><b>ultieme</b></font> vaardigheid, <font color='#006697' face='Dota Hypatia Bold'><b>Elder Dragon Form</b></font>. Laten we enkele creeps vinden en je level verhogen!"
"[english]DOTA_Tutorial_M1_UltBegin"	"One more thing, you should reach <font color='#006697' face='Dota Hypatia Bold'><b>level six</b></font> to access your <font color='#006697' face='Dota Hypatia Bold'><b>Ultimate</b></font> ability, <font color='#006697' face='Dota Hypatia Bold'><b>Elder Dragon Form</b></font> to take on Razor.  Let's find some creeps and level up!"
"DOTA_Tutorial_M1_UltLevel"	"Dat zal ze leren! Ga een level omhoog en kies je ultieme vaardigheid, <font color='#006697' face='Dota Hypatia Bold'><b>Elder Dragon Form</b></font>."
"[english]DOTA_Tutorial_M1_UltLevel"	"That'll do it!  Level up and choose your Ultimate ability, <font color='#006697' face='Dota Hypatia Bold'><b>Elder Dragon Form</b></font>."
"DOTA_Tutorial_M1_RazorBegin"	"Ik voel een lading in de lucht... Razor komt eraan! Gebruik je <font color='#006697' face='Dota Hypatia Bold'><b>Elder Dragon Form</b></font> om je voor te bereiden op het gevecht!"
"[english]DOTA_Tutorial_M1_RazorBegin"	"I smell a spark in the air...Razor is coming!  Use your <font color='#006697' face='Dota Hypatia Bold'><b>Elder Dragon Form</b></font> to prepare for the fight!"
"DOTA_Quest_ClearNeutral"	"Ontruim <font face='Dota Hypatia Bold'><b>drie</b></font> neutrale creep-kampen"
"[english]DOTA_Quest_ClearNeutral"	"Clear <font face='Dota Hypatia Bold'><b>three</b></font> Neutral Creep Camps"
"DOTA_Quest_EarnMoney2"	"Verdien 165 goud en koop een <font face='Dota Hypatia Bold'><b>Circlet</b></font>"
"[english]DOTA_Quest_EarnMoney2"	"Earn 165 Gold and Buy a <font face='Dota Hypatia Bold'><b>Circlet</b></font>"
"DOTA_Quest_EarnMoney3"	"Verdien 210 goud en koop <font face='Dota Hypatia Bold'><b>Bracers</b></font>"
"[english]DOTA_Quest_EarnMoney3"	"Earn 210 Gold and Buy <font face='Dota Hypatia Bold'><b>Bracers</b></font>"
"DOTA_Quest_LevelUlt"	"Bereik <font face='Dota Hypatia Bold'><b>level zes</b></font>"
"[english]DOTA_Quest_LevelUlt"	"Reach <font face='Dota Hypatia Bold'><b>Level Six</b></font>"
"npc_dota_hero_slark_bio"	"Minder bekend onder de bewoners van de droge wereld is het bestaan van Dark Reef, een gezonken gevangenis waar de ergste van de zeegeborenen heengestuurd wordt voor hun misdaden. Het is een met vlijmscherp prikkeldraad omringd doolhof vol met bloeddorstige slithereen, verraderlijke Deep Ones, psychopathische meranths. In dit donkere labyrint, waar palingen patrouilleren en enorme anemonen bewaken, overleven alleen de gruwelijksten. In Dark Reef gegooid voor onbekende misdaden, heeft Slark een half levensduur ervaren zonder familie of vriendelijkheid, zonder iemand te vertrouwen, overlevend door een combinatie van sluipen en meedogenloosheid, gedachten en plannen altijd geheim houdend. Wanneer de beruchte Dark Reef Dozen hun noodlottige uitbraak smeedden, hielden ze hun plannen een perfect geheim door iedereen die ook maar een deel van hun plannen ontdekte te vermoorden--alsnog kreeg Slark het voor elkaar om achter hun plan te komen, en maakte een plaats voor zichzelf in de planning. Tien van de Dozen stierven tijdens de ontsnapping, en twee werden gevangen, teruggesleept naar Dark Reef, en geëxecuteerd voor het amusement van hun medegevangenen. Maar Slark, de ongezongen dertiende, gebruikte de commotie als afleiding en ontsnapte, om nooit weer gevangen te worden. Nu een heimelijke bewoner van het vleesetende struikgewas van de wortelboom die het gebied ten zuiden van Shadeshore in zijn greep houdt is Slark de enige die succesvol uit Dark Reef is ontsnapt."
