"lang"
{
"Language"	"turkish"
"[english]DOTA_Tooltip_ability_undying_tombstone_Note1"	"Zombies and Tombstone are Spell Immune."
"DOTA_Tooltip_ability_undying_tombstone_Note2"	"Hedefleri ölürse ya da görüş alanından çıkarsa, Zombi ölür."
"[english]DOTA_Tooltip_ability_undying_tombstone_Note2"	"If their initial target dies or goes out of vision, the Zombie will die."
"DOTA_Tooltip_ability_undying_flesh_golem_Note0"	"Undying kimin öldürdüğüne bakılmaksızın, etkilenen birimler menzil içinde öldüğünde iyileşir."
"[english]DOTA_Tooltip_ability_undying_flesh_golem_Note0"	"Undying is healed when affected units die in range, regardless of who killed it."
"DOTA_Tooltip_ability_undying_flesh_golem_Note1"	"Ölen illüzyonlar iyileştirmeyi tetiklemez."
"[english]DOTA_Tooltip_ability_undying_flesh_golem_Note1"	"Dying illusions don't trigger the heal."
"DOTA_Tooltip_ability_rubick_telekinesis_Note0"	"Hedef havada iken, Rubick düşmanı hedeflenen noktaya fırlatmak için ikinci bir yetenek kullanabilir."
"[english]DOTA_Tooltip_ability_rubick_telekinesis_Note0"	"While the target is in the air, Rubick may use a secondary ability to throw the enemy in a targeted direction."
"DOTA_Tooltip_ability_rubick_telekinesis_Note1"	"Birim yere düştüğünde, alana yapılan sersemletmeden etkilenmez."
"[english]DOTA_Tooltip_ability_rubick_telekinesis_Note1"	"When the unit lands, it isn't affected by the area of effect stun."
"DOTA_Tooltip_ability_rubick_telekinesis_Note2"	"Rakibi en fazla 375 birim mesafe uzağa fırlatabilirsiniz."
"[english]DOTA_Tooltip_ability_rubick_telekinesis_Note2"	"The farthest you can throw an enemy is 375."
"DOTA_Tooltip_ability_rubick_null_field_Note0"	"Diğer büyü direnç kaynakları ile çarpılarak birbirine eklenir."
"[english]DOTA_Tooltip_ability_rubick_null_field_Note0"	"Stacks multiplicatively with other spell resistance sources."
"DOTA_Tooltip_ability_rubick_spell_steal_Note0"	"Eşya yeteneklerini çalamaz."
"[english]DOTA_Tooltip_ability_rubick_spell_steal_Note0"	"Cannot steal item abilities."
"DOTA_Tooltip_ability_disruptor_glimpse_Note0"	"Seyahat süresi hedefin almış olduğu yolun uzunluğuna göre değişiklik gösterir."
"[english]DOTA_Tooltip_ability_disruptor_glimpse_Note0"	"The travel time is a function of the distance the target will travel."
"DOTA_Tooltip_ability_disruptor_kinetic_field_Note0"	"Büyü Bağışıklığına sahip birimler alandan geçebilir."
"[english]DOTA_Tooltip_ability_disruptor_kinetic_field_Note0"	"Spell Immune units can travel through the field."
"DOTA_Tooltip_ability_nyx_assassin_impale_Note0"	"Dikenler saniyede 1600 birim hızında, 700 birim menzilindedir."
"[english]DOTA_Tooltip_ability_nyx_assassin_impale_Note0"	"The spikes move at 1600 units per second, over 700 range."
"DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_Note0"	"Hasar tüm azaltmalardan sonra hesaplanır."
"[english]DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_Note0"	"The damage is calculated after all reductions."
"DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_Note1"	"Spiked Carapace yalnızca oyuncu kontrollü birimlere hasar verir."
"[english]DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_Note1"	"Spiked Carapace will only trigger on damage from other player controlled units."
"DOTA_Tooltip_ability_nyx_assassin_vendetta_Note0"	"Yok olma süresi 0 saniye."
"[english]DOTA_Tooltip_ability_nyx_assassin_vendetta_Note0"	"Has a 0 second fadetime."
"DOTA_Tooltip_ability_nyx_assassin_vendetta_Note1"	"Eğer görünmezliği bozacak bir büyü kullanılırsa ya da görünmezliğin süresi biterse, bonus hasar kaybedilir."
"[english]DOTA_Tooltip_ability_nyx_assassin_vendetta_Note1"	"If a spell is used to break the invisibility, or the invisibility expires, the bonus damage is lost."
"DOTA_Tooltip_ability_naga_siren_mirror_image_Note0"	"Naga Siren yeteneği kullanırken 0.3 saniyeliğine zarar verilemez ve bu durum ona sersemletmelerden ve verilen hasardan kaçma imkânı sağlar."
"[english]DOTA_Tooltip_ability_naga_siren_mirror_image_Note0"	"Naga Siren is invulnerable for 0.3 seconds when casting, allowing her to dodge stuns and damage."
"DOTA_Tooltip_ability_naga_siren_mirror_image_Note1"	"Kullanım ile birlikte Naga Siren'ın üzerinden çoğu etkiler kalkar."
"[english]DOTA_Tooltip_ability_naga_siren_mirror_image_Note1"	"Upon casting, most effects are removed from Naga Siren."
"DOTA_Tooltip_ability_naga_siren_ensnare_Note0"	"Büyü Bağışıklı birimler üzerine işe yarar."
"[english]DOTA_Tooltip_ability_naga_siren_ensnare_Note0"	"Works on Spell Immune units."
"DOTA_Tooltip_ability_naga_siren_rip_tide_Note0"	"Naga'nın ilüzyonları da Rip Tide kullanır fakat birden fazla alan etkisinde bulunan düşmanlar yalnızca bir kere darbe alır."
"[english]DOTA_Tooltip_ability_naga_siren_rip_tide_Note0"	"Naga's illusions will also cast Rip Tide, but enemies in multiple areas of effect will only be hit once."
"DOTA_Tooltip_ability_naga_siren_song_of_the_siren_Note0"	"Song of the Siren'ın etkisinde kalan birimlere verilemez ve birimler herhangi bir kaynaktan hasar görmezler."
"[english]DOTA_Tooltip_ability_naga_siren_song_of_the_siren_Note0"	"Units affected by Song of the Siren are invulnerable and cannot take damage from any source."
"DOTA_Tooltip_ability_naga_siren_song_of_the_siren_Note1"	"Büyü Bağışıklı birimleri etkilemez."
"[english]DOTA_Tooltip_ability_naga_siren_song_of_the_siren_Note1"	"Doesn't affect Spell Immune units."
"DOTA_Tooltip_ability_naga_siren_song_of_the_siren_Note2"	"Şarkının alanı Naga'yı takip eder dolayısıyla eğer kahraman şarkının etkisi altında olan birimlerden yeteri kadar uzaklaşırsa, etki ortadan kalkar."
"[english]DOTA_Tooltip_ability_naga_siren_song_of_the_siren_Note2"	"The area of the song follows Naga, so if she moves far enough away from affected units, they will wake up."
"DOTA_Tooltip_ability_naga_siren_song_of_the_siren_radius"	"YARIÇAP:"
"[english]DOTA_Tooltip_ability_naga_siren_song_of_the_siren_radius"	"RADIUS:"
"DOTA_Tooltip_ability_keeper_of_the_light_illuminate_Note0"	"Yönlendirme boyunca arttırılmış görüş alanı sağlar."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_illuminate_Note0"	"Gives increasing vision over the channeling time."
"DOTA_Tooltip_ability_keeper_of_the_light_illuminate_Note1"	"Mekanik birimlere hasar verir."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_illuminate_Note1"	"Damages mechanical units."
"DOTA_Tooltip_ability_keeper_of_the_light_mana_leak_Note0"	"Eğer hedef 0.1 saniyeden az bir süre içerisinde 300 birimin üzerinde seyahat ederse (Örneğin Blink yeteneği kullanarak), Mana Leak seyahat edilen mesafe kadar mana düşürmeyecektir."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_mana_leak_Note0"	"If the target travels over 300 distance in less than 0.1 second (by using blink skills, for example), Mana Leak will not decrease its mana for that distance."
"DOTA_Tooltip_ability_keeper_of_the_light_recall_Note0"	"Eğer Keeper of the Light ölürse, büyünün etkisi bozulur."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_recall_Note0"	"If Keeper of the Light dies, the spell effect is interrupted."
"DOTA_Tooltip_ability_keeper_of_the_light_recall_Note1"	"Recall yönlendirilen yetenekleri keser."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_recall_Note1"	"Recall will interrupt channeling spells."
"DOTA_Tooltip_ability_keeper_of_the_light_recall_Note2"	"Keeper'ın size bu büyüyü uygulamasını etkisiz kılabilirsiniz."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_recall_Note2"	"You can disable help to prevent Keeper from casting this spell on you."
"DOTA_Tooltip_ability_keeper_of_the_light_recall_Note3"	"Mini haritada, en yakındaki dost kahramanı seçecek şekilde kullanılabilir."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_recall_Note3"	"Can be cast through the minimap, choosing the nearest friendly hero."
"DOTA_Tooltip_ability_keeper_of_the_light_blinding_light_Note0"	"Hedeflenen noktanın ortasından 250 birim menzilinde 0.4 saniye boyunca geri tepmeye neden olur. İnişte, birimler 150 birim yarıçapındaki ağaçları yok eder."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_blinding_light_Note0"	"Causes knockback of 250 range over 0.4 seconds, centered on the middle of the target area. Upon landing, units will destroy trees in a 150 radius."
"DOTA_Tooltip_ability_keeper_of_the_light_blinding_light_Note1"	"Yönlendirmeli büyüleri durdurmaz."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_blinding_light_Note1"	"Does not interrupt channeling."
"DOTA_Tooltip_ability_keeper_of_the_light_spirit_form_illuminate_Note0"	"Yönlendirme süresi boyunca artan görüş alanı verir."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_spirit_form_illuminate_Note0"	"Gives increasing vision over the channeling time."
"DOTA_Tooltip_ability_keeper_of_the_light_spirit_form_illuminate_Note1"	"Mekanik birimlere hasar verir."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_spirit_form_illuminate_Note1"	"Damages mechanical units."
"DOTA_Tooltip_ability_wisp_tether_Note0"	"Eğer Io'a uzaklığı 700 birim ya da bundan daha uzakta olan bir birime bağlanırsanız, Io uzayacak ve kendisini bağlı birime çekecektir (300 birimlik mesafeye kadar)"
"[english]DOTA_Tooltip_ability_wisp_tether_Note0"	"If you try to tether a unit that is 700 distance or further away from Io, he will latch on and pull himself closer to the tethered unit (to a distance of 300)."
"DOTA_Tooltip_ability_wisp_tether_Note1"	"Bağlanılmış birim %50 daha hızlı iyileşir."
"[english]DOTA_Tooltip_ability_wisp_tether_Note1"	"The tethered unit will heal 50% faster."
"DOTA_Tooltip_ability_wisp_spirits_Note0"	"Min/Maks Mesafe: 100/875."
"[english]DOTA_Tooltip_ability_wisp_spirits_Note0"	"Min/Max Range: 100/875."
"DOTA_Tooltip_ability_wisp_overcharge_Note0"	"Io'nun bağlandığı birim saldırı hızı ve eksiltmeden faydalanmakla kalmaz aynı zamanda sadece Io, HP ve mana azalmasına maruz kalır."
"[english]DOTA_Tooltip_ability_wisp_overcharge_Note0"	"Io's tethered unit will also benefit from the attack speed and reduction, but only Io pays the drain in HP and mana."
"DOTA_Tooltip_ability_wisp_relocate_Note0"	"Büyü kullanı gecikmesi süresinde  düşmanların dünyası üzerinde ve küçük haritaların da hedef konumu belirleyen görsel bir imleç belirecektir."
"[english]DOTA_Tooltip_ability_wisp_relocate_Note0"	"Enemies receive a visual indicator in the world and on the minimap of the target location during the cast delay."
"DOTA_Tooltip_ability_wisp_relocate_Note1"	"Kullanım gecikmesi sırasında eğer Io engellenirse, Relocate iptal edilir."
"[english]DOTA_Tooltip_ability_wisp_relocate_Note1"	"If Io is disabled during the cast delay, Relocate is cancelled."
"DOTA_Tooltip_ability_wisp_relocate_Note2"	"Dost bir kahramana bağlanılmışsa, o kahraman da sizinle birlikte teleport olacaktır. Dost kahramanın sizinle teleport olmasını engellemek için bağlantıyı istediğiniz zaman kesebilirsiniz."
"[english]DOTA_Tooltip_ability_wisp_relocate_Note2"	"If an allied hero is Tethered, that hero will teleported along with you. You can break the tether at any time to prevent that hero from teleporting with you."
"DOTA_Tooltip_ability_slark_dark_pact_Note0"	"Yetenek kullanımından 1.5 saniye sonra, 10 takımdan oluşan pulse'lar 0.1 saniye arayla hasar verir."
"[english]DOTA_Tooltip_ability_slark_dark_pact_Note0"	"1.5 seconds after cast, a series of 10 pulses separated by 0.1 seconds deal the damage."
"DOTA_Tooltip_ability_slark_dark_pact_Note1"	"Her pulse aynı zamanda Slark'ın üzerindeki etkileri kaldırır."
"[english]DOTA_Tooltip_ability_slark_dark_pact_Note1"	"Each pulse also removes buffs from Slark."
"DOTA_Tooltip_ability_slark_dark_pact_Note2"	"Bu yetenekle kendini öldüremezsin."
"[english]DOTA_Tooltip_ability_slark_dark_pact_Note2"	"You can't kill yourself with this skill."
"DOTA_Tooltip_ability_slark_dark_pact_Note3"	"Eğer Slark ölürse vuruşlar durur."
"[english]DOTA_Tooltip_ability_slark_dark_pact_Note3"	"The pulses stop if Slark dies."
"DOTA_Tooltip_ability_slark_pounce_Note0"	"Kullanıldığında, Slark ileri 933.33 hareket hızı ile zıplar ve bir düşman kahramanı yakaladığında ya da 700 birim mesafe ilerlediğinde durur."
"[english]DOTA_Tooltip_ability_slark_pounce_Note0"	"On cast, Slark leaps forward at a speed of 933.33, stopping when he latches onto an enemy hero or has traveled 700 distance."
"DOTA_Tooltip_ability_slark_pounce_Note1"	"Büyü Bağışıklığına sahip birimler bağlanamaz."
"[english]DOTA_Tooltip_ability_slark_pounce_Note1"	"Spell Immune units cannot be leashed."
"DOTA_Tooltip_ability_slark_pounce_Note2"	"Slark'ın yere indiğiği konumdaki ağaçlar yok olacaktır."
"[english]DOTA_Tooltip_ability_slark_pounce_Note2"	"Trees will be destroyed around Slark's landing location."
"DOTA_Tooltip_ability_slark_pounce_Note3"	"Blink veya teleport bağlantıyı koparabilir."
"[english]DOTA_Tooltip_ability_slark_pounce_Note3"	"Blinking or teleporting can break the leash."
"DOTA_Tooltip_ability_slark_essence_shift_Note0"	"Özellikler 1'in altına düşmez."
"[english]DOTA_Tooltip_ability_slark_essence_shift_Note0"	"Attributes cannot be dropped below 1."
"DOTA_Tooltip_ability_slark_essence_shift_Note1"	"Essence Shift değerleri öldüğünde normale döner. Değerlerin normale dönmesi Slark ve etkilenen kahraman için ayrıdır"
"[english]DOTA_Tooltip_ability_slark_essence_shift_Note1"	"Essence Shifted stats are returned to normal on death. The stat return for Slark and for the affected hero are separate."
"DOTA_Tooltip_ability_slark_shadow_dance_Note0"	"Slark tarafsız bir birimden hasar alırsa, sağlık yenilemesi ve pasif hareket bonusları 2 saniye için kaybolur."
"[english]DOTA_Tooltip_ability_slark_shadow_dance_Note0"	"If Slark is damaged by a neutral unit, the passive movement and health regeneration bonuses are lost for 2 seconds."
"DOTA_Tooltip_ability_slark_shadow_dance_Note1"	"Pasif hareket ve sağlık yenilenmesi bonusları 0.5 saniye aktive olma ve deaktive olma gecikmesine sahiptir."
"[english]DOTA_Tooltip_ability_slark_shadow_dance_Note1"	"The passive movement and health regeneration bonuses have a 0.5 second activation and deactivation delay."
"DOTA_Tooltip_ability_medusa_split_shot_Note0"	"ikincil hedefler  birincil hedefin dışında kalan en yakındaki düşman birimleridir."
"[english]DOTA_Tooltip_ability_medusa_split_shot_Note0"	"Secondary targets will be the closest enemy units excluding the primary target."
"DOTA_Tooltip_ability_medusa_split_shot_Note1"	"Eğer Medusa'nın illüzyonları Split Shot aktif iken yaratılmışsa, onlar da bu yeteneğe sahip olacaklardır."
"[english]DOTA_Tooltip_ability_medusa_split_shot_Note1"	"If illusions of Medusa are created while Split Shot is active, they will also have this ability."
"DOTA_Tooltip_ability_medusa_mystic_snake_Note0"	"Sadece manaya sahip olan birimlerden mana çalınır ve mana çalma katsayısını arttırır."
"[english]DOTA_Tooltip_ability_medusa_mystic_snake_Note0"	"Only units with mana will steal and increment the mana steal."
"DOTA_Tooltip_ability_medusa_mystic_snake_Note1"	"Mystic Snake'ten kaçılamaz."
"[english]DOTA_Tooltip_ability_medusa_mystic_snake_Note1"	"Mystic Snake cannot be disjointed."
"DOTA_Tooltip_ability_medusa_mana_shield_Note0"	"Hasar azaltmadan önce gelen hasarı emer, yani zırh, hasarı emmek için gereken mana değerini düşürmez."
"[english]DOTA_Tooltip_ability_medusa_mana_shield_Note0"	"Absorbs damage before any damage reduction takes place, meaning that armor will not reduce the amount of mana needed to absorb damage."
"DOTA_Tooltip_ability_medusa_stone_gaze_Note0"	"Büyü Bağışıklığı olan birimleri etkiler."
"[english]DOTA_Tooltip_ability_medusa_stone_gaze_Note0"	"Affects Spell Immune units."
"DOTA_Tooltip_ability_medusa_stone_gaze_Note1"	"Medusanın yeteneği aktif olduğunda birimin nezaman Stone Gaze büyüsünün etkisi altına girdiğine bakılmaksızın birime tüm zayıflatma müddetini uygulanır."
"[english]DOTA_Tooltip_ability_medusa_stone_gaze_Note1"	"Regardless of when a unit receives the Stone Gaze buff while the ability is active on Medusa, it will still receive the full debuff duration."
"DOTA_Tooltip_ability_troll_warlord_berserkers_rage_Note0"	"Sersemletici darbe büyü bağışıklığından geçer."
"[english]DOTA_Tooltip_ability_troll_warlord_berserkers_rage_Note0"	"The bash stun goes through spell immunity."
"DOTA_Tooltip_ability_troll_warlord_berserkers_rage_Note1"	"Skull Basher ile istiflenmez."
"[english]DOTA_Tooltip_ability_troll_warlord_berserkers_rage_Note1"	"Doesn't stack with Skull Basher."
"DOTA_Tooltip_ability_troll_warlord_whirling_axes_ranged_Note0"	"Yalnızca menzilli modunda erişilebilir."
"[english]DOTA_Tooltip_ability_troll_warlord_whirling_axes_ranged_Note0"	"Only available in ranged mode."
"DOTA_Tooltip_ability_troll_warlord_whirling_axes_ranged_Note1"	"Her iki yeteneğin dolum süreleri birbirinden bağımsızdır."
"[english]DOTA_Tooltip_ability_troll_warlord_whirling_axes_ranged_Note1"	"Both abilities have independent cooldowns."
"DOTA_Tooltip_ability_troll_warlord_whirling_axes_melee_Note0"	"Yalnızca yakın dövüşçü modunda erişilebilir."
"[english]DOTA_Tooltip_ability_troll_warlord_whirling_axes_melee_Note0"	"Only available in melee mode."
"DOTA_Tooltip_ability_troll_warlord_whirling_axes_melee_Note1"	"Her iki yeteneğin dolum süreleri birbirinden bağımsızdır."
"[english]DOTA_Tooltip_ability_troll_warlord_whirling_axes_melee_Note1"	"Both abilities have independent cooldowns."
"DOTA_Tooltip_ability_troll_warlord_battle_trance_Note0"	"İllüzyonlara işlemez."
"[english]DOTA_Tooltip_ability_troll_warlord_battle_trance_Note0"	"Doesn't work on illusions."
"DOTA_Tooltip_ability_centaur_double_edge_Note0"	"Double Edge hem karakterin kendisine hem de hedefe büyü hasarı verir."
"[english]DOTA_Tooltip_ability_centaur_double_edge_Note0"	"Double Edge deals magic type damage to both the targets and himself."
"DOTA_Tooltip_ability_centaur_return_Note0"	"Return, saldırı tamamlandığında tetiklenir."
"[english]DOTA_Tooltip_ability_centaur_return_Note0"	"Return triggers when the attack hits."
"DOTA_Tooltip_ability_centaur_return_Note1"	"Return kulelere hasar verir."
"[english]DOTA_Tooltip_ability_centaur_return_Note1"	"Return deals damage to towers."
"DOTA_Tooltip_ability_centaur_stampede_Note0"	"Büyü Bağışıklığına sahip birimleri etkilemez."
"[english]DOTA_Tooltip_ability_centaur_stampede_Note0"	"Doesn't affect Spell Immune units."
"DOTA_Tooltip_ability_centaur_stampede_radius"	"ÇİĞNEME YARIÇAPI:"
"[english]DOTA_Tooltip_ability_centaur_stampede_radius"	"TRAMPLE RADIUS:"
"DOTA_Tooltip_ability_centaur_stampede_slow_duration"	"DURDURMA SÜRESİ:"
"[english]DOTA_Tooltip_ability_centaur_stampede_slow_duration"	"STOP DURATION:"
"DOTA_Tooltip_ability_magnataur_empower_Note0"	"Fazladan hasar sadece temel hasara ve  birincil özelliklere bağlıdır"
"[english]DOTA_Tooltip_ability_magnataur_empower_Note0"	"The bonus damage is based only on base damage and damage from primary attributes."
"DOTA_Tooltip_ability_magnataur_empower_Note1"	"Saçma hasarı zırh değeri tarafından değil zırh türü tarafından azaltılır."
"[english]DOTA_Tooltip_ability_magnataur_empower_Note1"	"Cleave damage is reduced by armor type but not by armor value."
"DOTA_Tooltip_ability_magnataur_empower_Note2"	"Saçma hasarı büyü bağışıklığından geçer."
"[english]DOTA_Tooltip_ability_magnataur_empower_Note2"	"Cleave damage goes through spell immunity."
"DOTA_Tooltip_ability_magnataur_empower_Note3"	"Menzilli birimler saçma hasarı veremez."
"[english]DOTA_Tooltip_ability_magnataur_empower_Note3"	"Ranged units cannot Cleave."
"DOTA_Tooltip_ability_magnataur_skewer_Note0"	"Büyü Bağışıklığına sahip birimleri etkilemez."
"[english]DOTA_Tooltip_ability_magnataur_skewer_Note0"	"Doesn't affect Spell Immune units."
"DOTA_Tooltip_ability_magnataur_reverse_polarity_Note0"	"Engelleme ve çekme büyü bağışıklığından geçer."
"[english]DOTA_Tooltip_ability_magnataur_reverse_polarity_Note0"	"Disable and pull work through spell immunity."
"DOTA_Tooltip_ability_shredder_chakram_Note0"	"Chakram eğer Timbersaw'ın manası biterse ya da 2000 birim mesafe uzaklaşırsa, kahramana geri döner."
"[english]DOTA_Tooltip_ability_shredder_chakram_Note0"	"The Chakram will return if Timbersaw runs out of mana or moves over 2000 distance away."
"npc_dota_hero_bristleback_bio"	"Hiçbir kavgaya sırt çevirmeyen, Rigwarl tanıyabileceğiniz en kavgacı ve huysuz kazıyıcıdır. Sarhoş kalabalıklar tarafından vaftiz edilmiş Bristleback'in yetenekleri, en sonunda fedai arayan bir bar sahibinin gözüne ilişinceye kadar Slom ve Elze arasındaki tüm yol tavernalarında kavga etmiştir. Birazcık biraya, borçları toplamak, suküneti sağlamak ve ara sıra bir iki bacak (yada talihsiz bir ağcıl olması durumunda 5 bacak) kırma görevlerini yerine getirir. Bir eğlence gecesinin ardından sonunda kenine layik bir rakip ile karşılaşır. Kuzeyin yabanlarından gelmiş borçları birikmiş sarhoş bir herif tarafından “Sivri dişleriniz benim asabımı bozdu bayım!” sözünü duyar. Akabinde olacak savaş asırların savaşıdır. Birkaç savaşçı atlar, kırılmadık sandalye kalmaz en sonunda imkansız gerçekleşir: borç ödenmemiştir. Takip eden haftalarda, Bristleback'in yaraları iyileşir dikenleri yeniden çıkar fakat bir fedai'nin kıraln gururu kolay kolay iyileşmez. Borcu kendi cebinden öder ve öcünü almak üzere kuzeylinin peşine düşer. Ve daha önce yapmadığı bir şeyi yapar: kendini gerçekten eğitir ve daha önce kendisi hakkında farkına varmadığı bazı şeylerin farkına varır. Dikenlerini kastığında yüzünde bir gülümseme oluşur. Savaşta sırtını dönmek gerçekten de esas şey olabilir."
"[english]npc_dota_hero_bristleback_bio"	"Never one to turn his back on a fight, Rigwarl was known for battling the biggest, meanest scrappers he could get his hands on. Christened Bristleback by the drunken crowds, he waded into backroom brawls in every road tavern between Slom and Elze, until his exploits finally caught the eye of a barkeep in need of an enforcer. For a bit of brew, Bristleback was hired to collect tabs, keep the peace, and break the occasional leg or two (or five, in the case of one unfortunate web-hund).
After indulging in a night of merriment during which bodily harm was meted out in equal parts upon both delinquent patrons and his own liver, Bristleback finally met his match. \"Your tusks offend me, sir,\" he was heard to drunkenly slur to one particularly large fellow from the northern wastes whose bill had come due. What followed was a fight for the ages. A dozen fighters jumped in. No stool was left unbroken, and in the end, the impossible happened: the tab went unpaid. Over the weeks that followed, Bristleback's wounds healed, and his quills grew back; but an enforcer's honor can be a prickly thing. He paid the tab from his own coin, vowing to track down this northerner and extract redemption. And then he did something he'd never done before: he actually trained, and in so doing made a startling discovery about himself. A smile peeled back from his teeth as he flexed his quills. Turning his back to a fight might be just the thing."
"DOTA_Tooltip_ability_tusk_ice_shards_Note0"	"Aşılamaz bir bariyer yaratır."
"[english]DOTA_Tooltip_ability_tusk_ice_shards_Note0"	"Creates an impassable barrier."
"DOTA_Tooltip_ability_tusk_snowball_Note0"	"Kar topu ağaçları yok eder."
"[english]DOTA_Tooltip_ability_tusk_snowball_Note0"	"The snowball destroys trees."
"DOTA_Tooltip_ability_tusk_snowball_Note2"	"İllüzyonları taşımaz fakat Meepo klonları ve Tusk tarafından kontrol edilen diğer birimleri taşır."
"[english]DOTA_Tooltip_ability_tusk_snowball_Note2"	"Doesn't carry illusions, but will carry Meepo clones and other units that Tusk controls."
"DOTA_Tooltip_ability_tusk_frozen_sigil_Note0"	"Eğer emir verilmezse, Sigil Tusk'ı takip eder."
"[english]DOTA_Tooltip_ability_tusk_frozen_sigil_Note0"	"If no order is given, the Sigil will follow Tusk."
"DOTA_Tooltip_ability_tusk_frozen_sigil_Note1"	"Sigil engelsiz hareket kabiliyetine sahiptir, 310 hareket hızında uçar, patlatılması için 3/3/4/4 kahraman saldırısı ve 12/12/16/16 yaratık saldırısı gereklidir, 400/400 görüş sağlar ve 90/100/110/120 altın ödülü verir."
"[english]DOTA_Tooltip_ability_tusk_frozen_sigil_Note1"	"The Sigil has unobstructed movement, has a 310 movement speed, requires 3/3/4/4 hero attacks to destroy and 12/12/16/16 creep attacks to destroy, provides 400/400 vision, and gives a 90/100/110/120 gold bounty."
"DOTA_Tooltip_ability_tusk_walrus_punch_Note0"	"Walrus Punch ıskalayamaz."
"[english]DOTA_Tooltip_ability_tusk_walrus_punch_Note0"	"Walrus Punch cannot miss."
"DOTA_Tooltip_ability_tusk_walrus_punch_Note1"	"Büyü Bağışıklığına sahip birimler üzerinde işe yarar."
"[english]DOTA_Tooltip_ability_tusk_walrus_punch_Note1"	"Works fully on Spell Immune units."
"npc_dota_hero_skywrath_mage_bio"	"Dehşetli Kartal Yuvası'nın meclisinde iyi bir konuma sahip olan büyücü Dragonus sıkıntılı bir hayat yaşamaktadır. Dikenli Yuva'da oturan her kim ise ona hizmet etmeye doğuştan yeminli olan Dragonus, şu anki Skywrath kraliçesinden tüm kalbiyle nefret etmektedir. Genç bir soylu olarak, en yaşlı Skywrath prensesi ve Yuva'nın sıradaki varisi Shendelzare ile yakın arkadaştı. Dragonus onu içtenlikle ve sarsılmaz bir şekilde seviyordu; fakat eğitimi devam ettikçe aklı büyüyü öğrenmeye ve Skywrath büyücülüğünde ustalaşmaya kaydı. Ruhani varlıkları o kadar saplantı haline getirmişti ki, sarayda Shendelzare'e karşı yapılan ihanet planlarının ipuçlarını göremedi ve onları engelleme şansını kaybetti. Meclis hızlı ve vahşi bir darbe ile sarsıldığında çalışmalarından uyandı ve en eski ve yakın arkadaşını kaybettiğini farketti. Dikenli Yuva artık Shendelzare'in acımasız kız kardeşine aitti ve Dragonus'un yapabileceği hiçbir şey yoktu. Skywrath Büyücüsü'nün sihri ancak Skywrath çocuklarını korumaya yemin edenlerde çalışırdı ve Yuva'ya karşı yapacağı bir hareket onu çaresiz bırakacaktı. Bir gün gerçek aşkını olması gerektiği yere geri döndüreceğine inanarak görevine devam etti. Bu arada sırrı yalnızca Shendelzare'i saf intikam enerjisiyle dolu sakat bir fiziksel varlığa döndüren tanrıça Scree'auk tarafından biliniyordu. Sevgili kraliçesini Dehşetli Kartal Yuvası'na geri döndürme hayali kurarken, daha da umutsuzca bir şekilde Shendelzare'in fiziksel biçimini tamamen iyileştirmeyi hayal ediyordu. Soylu ve iyi kalpli olan bu yaratığa meclisteki rolünün neden olduğu iki yüzlülük eziyet ederken; asıl işkence, Vengeful Spirit'in ona duymak zorunda olduğu nefretin düşüncesiydi."
"[english]npc_dota_hero_skywrath_mage_bio"	"A highly placed mage in the court of the Ghastly Eyrie, Dragonus lives a troubled existence. Sworn by birth to protect whoever sits within the Nest of Thorns, he hates the current Skywrath queen with all his soul. As a youth, high-born, he was a friend and companion to the eldest Skywrath princess, Shendelzare, first in line for the Nest. He had loved her warmly and unshakably, but as his studies took hold, his mind turned to arcane learning and the mastery of Skywrath sorcery.
		Obsessed with matters aetherial, he missed the mundane signs of courtly treachery that hinted at a plot against Shendelzare, and lost his chance to foil it. When the court was shaken by a swift and violent coup, he emerged from his studies to discover his oldest and dearest friend had been lost to him. The Nest of Thorns now belonged to Shendelzare's ruthless younger sister, and Dragonus could do nothing. The magic of the Skywrath Mage serves only the sworn protector of the Skywrath scion, so to act against the Nest would render him helpless. He clings to his post, believing it to be the best hope of one day restoring his true love to her rightful place. Meanwhile, his secret is known only to the goddess Scree'auk, whose magic it was transformed Shendelzare from a crippled physical creature into an embodiment of pure vengeful energy.
		While he dreams of restoring his beloved queen to the Ghastly Eyrie, he dreams even more desperately of restoring Shendelzare herself to a fully healed physical form. The duplicity of his role at court tortures him, for he is a noble and good-hearted creature; but the worst torture of all is imagining the hatred that Vengeful Spirit must hold in her heart for him."
