"dota"
{
"DOTA_Accept"	"Принять"
"dota_settings_selecthero"	"Выбрать героя"
"dota_settings_selectall"	"Выбрать всех юнитов"
"dota_settings_selectallothers"	"Выбрать всех прочих юнитов"
"dota_settings_selectcourier"	"Выбрать курьера"
"dota_settings_courierdeliver"	"Курьер — доставить предметы"
"dota_settings_courierhaste"	"Курьер — ускорение"
"dota_settings_useactionitem"	"Предмет действия"
"dota_settings_herotaunt"	"Насмешка"
"dota_settings_items"	"Предметы"
"dota_settings_openshop"	"Открыть лавку"
"dota_settings_purchasequickbuy"	"Быстрая покупка"
"dota_settings_purchasesticky"	"Купить закрепленный предмет"
"dota_settings_grabstashitems"	"Забрать предметы из тайника"
"dota_settings_camera"	"Камера"
"dota_settings_cameraactions"	"Действия камеры"
"dota_settings_cameraup"	"Сдвинуть камеру вперед"
"dota_settings_cameradown"	"Сдвинуть камеру назад"
"dota_settings_cameraleft"	"Сдвинуть камеру налево"
"dota_settings_cameraright"	"Сдвинуть камеру направо"
"dota_settings_cameragrip"	"Захват камеры"
"dota_settings_recentevent"	"Показать последнее событие"
"dota_settings_inspectheroinworld"	"Подробный просмотр"
"dota_settings_chat"	"Чат"
"dota_settings_phrases"	"Фразы"
"dota_settings_chatwheel_page"	"Колесо чата"
"dota_settings_chatteam"	"Командный чат"
"dota_settings_chatglobal"	"Общий чат"
"dota_settings_chatvoice_party"	"Голос (группе)"
"dota_settings_chatvoice_team"	"Голос (команде)"
"dota_settings_chatwheel_show"	"Колесо чата"
"dota_settings_playeractions"	"Действия игрока"
"dota_settings_activateglyph"	"Укрепить строения"
"dota_settings_scoreboardtoggle"	"Таблица счета"
"dota_settings_pause"	"Пауза"
"dota_settings_screenshot"	"Скриншот"
"dota_settings_console"	"Консоль"
"dota_settings_controlgroups"	"Подконтрольные группы"
"dota_settings_controlgroupsadditional"	"Доп. контрольные группы"
"dota_settings_controlgroupcycle"	"Переключение между юнитами"
"dota_settings_group1"	"1-я группа"
"dota_settings_group2"	"2-я группа"
"dota_settings_group3"	"3-я группа"
"dota_settings_group4"	"4-я группа"
"dota_settings_group5"	"5-я группа"
"dota_settings_group6"	"6-я группа"
"dota_settings_group7"	"7-я группа"
"dota_settings_group8"	"8-я группа"
"dota_settings_group9"	"9-я группа"
"dota_settings_group10"	"10-я группа"
"dota_settings_advancedpanel_goto"	"Дополнительные"
"dota_settings_standardpanel_goto"	"Стандартные"
"dota_settings_spectatorandreplay"	"Режим наблюдения"
"dota_settings_spectatorandreplay_pt2"	"Режим наблюдения"
"dota_settings_spectatorcameraup"	"Зритель - камера вперед"
"dota_settings_spectatorcameradown"	"Зритель - камера назад"
"dota_settings_spectatorcameraleft"	"Зритель - камера налево"
"dota_settings_spectatorcameraright"	"Зритель - камера направо"
"dota_settings_spectatorcameragrip"	"Зритель - захват камеры"
"dota_settings_spectatorpause"	"Зритель - пауза"
"dota_settings_spectatorchat"	"Чат зрителей"
"dota_settings_spectatorscoreboard"	"Зритель - таблица счета"
"dota_settings_spectatorbroadcastermenu"	"Открыть меню комментатора"
"dota_settings_spectatorincreasereplayspeed"	"Увеличить скорость показа"
"dota_settings_spectatordecreasereplayspeed"	"Уменьшить скорость показа"
"dota_settings_spectatorstatsitem"	"Зритель - предметы игроков"
"dota_settings_spectatorstatsgold"	"Зритель - разница в золоте"
"dota_settings_spectatorstatsxp"	"Зритель - разница в опыте"
"dota_settings_spectatorstatsfantasy"	"Зритель - фэнтези-статистика"
"dota_settings_spectatorfowboth"	"Зритель - туман войны обеих команд"
"dota_settings_spectatorfowradient"	"Зритель - туман войны сил Света"
"dota_settings_spectatorfowdire"	"Зритель - туман войны сил Тьмы"
"dota_settings_statsdropdown"	"Панель статистики"
"dota_settings_spectatordropdown_sort"	"Поменять сортировку"
"dota_settings_spectatordropdown_close"	"Очистить категорию"
"dota_settings_spectatordropdown_kda"	"Убийства / Смерти / Помощь"
"dota_settings_spectatordropdown_lasthits_denies"	"Добито/Отнято"
"dota_settings_spectatordropdown_level"	"Уровень героев"
"dota_settings_spectatordropdown_xp_per_min"	"Опыт в минуту"
"dota_settings_spectatordropdown_gold"	"Текущее золото"
"dota_settings_spectatordropdown_totalgold"	"Общая ценность"
"dota_settings_spectatordropdown_gold_per_min"	"Золото в минуту"
"dota_settings_spectatordropdown_buyback"	"Состояние выкупа"
"dota_settings_spectatordropdown_fantasy"	"Фэнтези-очки"
"dota_settings_coaching"	"Тренировка"
"dota_settings_spectatorcoach_viewtoggle"	"Смотреть от лица ученика"
"dota_settings_keyboardtemplate"	"Выберите раскладку клавиатуры"
"dota_settings_or"	"Или"
"dota_settings_cancel"	"Отмена"
"dota_settings_apply"	"Применить"
"dota_settings_game"	"Игра"
"dota_settings_autoattack"	"Автоатака"
"dota_settings_attackafterspell"	"Автоатака после применения способности"
"dota_settings_autopurchase"	"Автозакупка предметов"
"dota_settings_autoselect"	"Автовыбор призванных существ"
"dota_settings_doubletapself"	"Применение на себя двойным нажатием"
"dota_settings_unifiedorders"	"Приказ всем юнитам"
"dota_settings_teleportrequireshalt"	"Остановка телепортации клавишей"
"dota_settings_herofinder"	"Подсветка героя клавишей Alt"
"dota_settings_alwaysshownames"	"Показывать имена игроков над их здоровьем"
"dota_settings_showhitpoints"	"Отображать здоровье числом"
"dota_settings_forceshophotkeys"	"Покупка горячими клавишами"
"dota_settings_usebroadcastermenu"	"Использовать статистику комментатора"
"dota_settings_colorblind"	"Режим цветовой слепоты"
"dota_settings_reducedflash"	"Слабые вспышки"
"dota_settings_minimap"	"Мини-карта"
"dota_settings_minimapsimplecolors"	"Простые цвета на мини-карте"
"dota_settings_minimaphidebackground"	"Скрыть фон мини-карты"
"dota_settings_minimapshowheroicon"	"Иконки героев на мини-карте"
"dota_settings_minimapalwaysshowname"	"Всегда отображать имена и иконки на мини-карте"
"dota_settings_minimapflip"	"Мини-карта справа"
"dota_settings_cameradecel"	"Замедление камеры"
"dota_settings_cameraspeed"	"Скорость камеры"
"dota_settings_camerareversegrip"	"Инвертировать движение камеры"
"dota_settings_cameraedgepan"	"Прокрутка по краю экрана"
"dota_settings_camerascreenshake"	"Дрожание экрана"
"dota_settings_cameraresetonspawn"	"Камера на герое при возрождении"
"dota_settings_cameradeadcolorshift"	"Изменение цвета камеры при смерти"
"dota_settings_profile"	"Профиль"
"dota_settings_hideprofile"	"Скрыть профили Dota 2 и Steam"
"dota_settings_exposematchdata"	"Общедоступная история матчей"
"dota_settings_ignorenonfriendparties"	"Блокировать приглашения в группы не от друзей"
"dota_settings_ignorenonfriendguilds"	"Блокировать приглашения в гильдии не от друзей"
"dota_settings_allowtradeinvitesheader"	"Предлагать обмен могут:"
"dota_settings_trade_guildandfriends"	"Друзья и согильдийцы"
"dota_settings_trade_friends"	"Только друзья"
"dota_settings_trade_anyone"	"Все"
"dota_settings_network"	"Соединение"
"dota_settings_networkquality"	"Качество соединения"
"dota_settings_networkquality_low"	"Низкое"
"dota_settings_networkquality_high"	"Высокое"
"dota_settings_usenativeresolution"	"Использовать разрешение экрана"
"dota_settings_customresolution"	"Расширенные настройки"
"dota_settings_resolution"	"Разрешение"
"dota_settings_rendering"	"Обработка"
"dota_settings_aspectratio"	"Соотношение сторон"
"dota_settings_aspectratio43"	"4:3"
"dota_settings_aspectratio169"	"16:9"
"dota_settings_aspectratio1610"	"16:10"
"dota_settings_resolution_size"	"Размер"
"dota_settings_resolution_display_mode"	"Режим отображения"
"dota_settings_fullscreen"	"На весь экран"
"dota_settings_window"	"В окне"
"dota_settings_borderless"	"В окне без рамки"
"dota_settings_videodefaults"	"Видео по умолчанию"
"dota_settings_basicvideosettings"	"Использовать простые настройки"
"dota_settings_fastestvideo"	"Скорость"
"dota_settings_appearancevideo"	"Внешний вид"
"dota_settings_advancedvideosettings"	"Использовать дополнительные настройки"
"dota_settings_antialiasing"	"Сглаживание"
"dota_settings_specular"	"Отражения"
"dota_settings_bloom"	"Свечение"
"dota_settings_waterquality"	"Высокое качество воды"
"dota_settings_fog"	"Атмосферный туман"
"dota_settings_animateportrait"	"Анимированные портреты"
"dota_settings_additivelight"	"Доп. обработка света"
"dota_settings_worldlight"	"Освещение мира"
"dota_settings_ambientocclusion"	"Глобальное затенение"
"dota_settings_ambientcreatures"	"Фауна"
"dota_settings_normal_maps"	"Рельефное текстурирование"
"dota_settings_vsync"	"Вертикальная синхронизация"
"dota_settings_renderquality"	"Качество обработки экрана"
"dota_settings_shadowquality"	"Подробные тени"
"dota_settings_shadowquality_low"	"Низкое"
"dota_settings_shadowquality_med"	"Среднее"
"dota_settings_shadowquality_high"	"Высокое"
"dota_settings_texturequality"	"Качество текстур"
"dota_settings_texturequality_low"	"Низкое"
"dota_settings_texturequality_med"	"Среднее"
"dota_settings_texturequality_high"	"Высокое"
"dota_settings_mastervolume"	"Общая громкость"
"dota_settings_gamevolume"	"Громкость игры"
"dota_settings_musicvolume"	"Громкость музыки"
"dota_settings_voicevolume"	"Громкость голоса"
"dota_settings_gamevoicevolume"	"Громкость речи юнитов"
"dota_settings_openmic"	"Отметьте «Без нажатия», чтобы общаться с членами группы"
"dota_settings_openmicthreshold"	"Нижний предел громкости"
"dota_settings_audiodefaults"	"Звук по умолчанию"
"dota_settings_defaultaudio"	"По умолчанию"
"dota_settings_sounddevice"	"Звуковое устройство:"
"dota_settings_speakerconfig"	"Настройка колонок:"
"dota_settings_headphones"	"Наушники"
"dota_settings_2speakers"	"2 динамика"
"dota_settings_4speakers"	"4 динамика"
"dota_settings_5speakers"	"Динамики 5.1"
"dota_settings_7speakers"	"Динамики 7.1"
"dota_settings_captions"	"Субтитры"
"dota_settings_playsoundinbackground"	"Звук при свернутой игре"
"dota_settings_chatsounds"	"Звук сообщений в чате"
"dota_settings_mutecobroadcasters"	"Заглушить сокомментаторов"
"dota_settings_highqualityaudio"	"Звук высокого качества"
"dota_settings_enhancestereo"	"Улучшенное стерео"
"dota_settings_unitspeeh"	"Речь юнитов"
"dota_settings_unitspeech_off"	"Нет"
"dota_settings_unitspeech_events"	"События"
"dota_settings_unitspeech_all"	"Все"
"OS_Default_Device"	"Устройство по умолчанию"
"DOTA_Keybind_ARROW"	"Стрелочки (по умолчанию)"
"DOTA_Keybind_WASD"	"WASD"
"DOTA_Keybind_MMO"	"MMO"
"DOTA_Keybind_LEGACY"	"Классические"
"DOTA_Keybind_LOL"	"League of Legends"
"DOTA_Keybind_HON"	"Heroes of Newerth
"
"DOTA_Keybind_SMITE"	"Smite"
"DOTA_Hotkeys_Tooltip_LearnAbility"	"Войти в режим изучения способностей, если у вас есть не потраченные очки навыков."
"DOTA_Hotkeys_Tooltip_LearnStats"	"Добавить по два очка ко всем характеристикам, если у вас есть не потраченные очки навыков."
"DOTA_Hotkeys_Tooltip_HeroAttack"	"Двигаться к указанному месту, но атаковать врага при его появлении/атаковать союзника, если его можно добить."
"DOTA_Hotkeys_Tooltip_HeroMove"	"Двигаться к указанному месту или следовать за юнитом, не атакуя его."
"DOTA_Hotkeys_Tooltip_HeroStop"	"Прервать текущее действие."
"DOTA_Hotkeys_Tooltip_HeroHold"	"Прервать текущее действие и стоять на одном месте."
"DOTA_Hotkeys_Tooltip_HeroSelect"	"Выбрать героя."
"DOTA_Hotkeys_Tooltip_SelectAll"	"Выбрать всех подконтрольных юнитов."
"DOTA_Hotkeys_Tooltip_SelectAllOthers"	"Выбрать всех подконтрольных юнитов (герой не будет выбран)."
"DOTA_Hotkeys_Tooltip_CourierSelect"	"Выбрать курьера."
"DOTA_Hotkeys_Tooltip_CourierDeliver"	"Приказать курьеру доставить вам предметы из тайника."
"DOTA_Hotkeys_Tooltip_CourierHaste"	"Ускорить курьера (если возможно)."
"DOTA_Hotkeys_Tooltip_UseActionItem"	"Использовать предмет действия."
"DOTA_Hotkeys_Tooltip_HeroTaunt"	"Использовать насмешку героя. Для этого ее необходимо надеть."
"DOTA_Hotkeys_Tooltip_ShopToggle"	"Открыть панель лавки."
"DOTA_Hotkeys_Tooltip_PurchaseQuickbuy"	"Приобрести следующий предмет из быстрой покупки (если хватает золота)."
"DOTA_Hotkeys_Tooltip_PurchaseSticky"	"Приобрести закрепленный предмет (если хватает золота)."
"DOTA_Hotkeys_Tooltip_GrabStashItems"	"Передать все предметы из тайника герою."
"DOTA_Hotkeys_Tooltip_RecentEvent"	"Передвинуть камеру на место недавнего игрового события."
"DOTA_Hotkeys_Tooltip_InspectHeroInWorld"	"Посмотреть на юнита вблизи."
"DOTA_Hotkeys_Tooltip_ChatTeam"	"Отправить сообщение всем в вашей команде."
"DOTA_Hotkeys_Tooltip_ChatGlobal"	"Отправить сообщение всем в текущей игре (для сообщения команде нужно будет зажать клавишу SHIFT)."
"DOTA_Hotkeys_Tooltip_ChatVoiceParty"	"Общайтесь со всеми членами группы, используя микрофон. Отметьте «Без нажатия», чтобы общаться и в главном меню."
"DOTA_Hotkeys_Tooltip_ChatVoiceTeam"	"Общайтесь с остальными членами команды, используя микрофон."
"DOTA_Hotkeys_Tooltip_ChatWheel"	"Открыть колесо чата, позволяющее легко общаться с помощью набора частых фраз."
"DOTA_Hotkeys_Tooltip_CameraGrip"	"Для перемещения камеры нужно зажать эту клавишу или среднюю кнопку мыши."
"DOTA_Hotkeys_Tooltip_ActivateGlyph"	"Укрепить союзные строения и сделать их неуязвимыми на 5 секунд."
"DOTA_Hotkeys_Tooltip_ScoreboardToggle"	"Открыть внутриигровую таблицу результатов."
"DOTA_Hotkeys_Tooltip_Pause"	"Приостановить или возобновить игру."
"DOTA_Hotkeys_Tooltip_ScreenshotSettings"	"Сделать скриншот происходящего в игре."
"DOTA_Hotkeys_Tooltip_Console"	"Открыть консоль (только для опытных пользователей)."
"DOTA_Hotkeys_Tooltip_ControlGroupCycle"	"Переключиться на следующего юнита выбранной группы."
"DOTA_Hotkeys_Tooltip_Group"	"Выбрать установленную группу юнитов. Чтобы запомнить подконтрольную группу, выберите нужных юнитов и нажмите CTRL и одну из горячих клавиш групп."
"DOTA_Hotkeys_Tooltip_Legacy"	"Использовать все горячие клавиши из Dota 1. Клавиши способностей каждого героя будут разными."
"DOTA_Hotkeys_Tooltip_Quickcast"	"Быстрое применение способности сработает на области под курсором мыши по нажатии соответствующей клавиши."
"DOTA_Hotkeys_Tooltip_Autocast"	"Автоматическое применение способности, когда она будет готова. Действует не на все способности."
"DOTA_Hotkeys_Tooltip_Cast"	"Горячие клавиши для использования способностей героя."
"DOTA_Hotkeys_Tooltip_ItemCast"	"Горячие клавиши для использования предметов в инвентаре."
"DOTA_Hotkeys_Tooltip_ItemQuickcast"	"Быстрое применение предмета сработает на области под курсором мыши по нажатии соответствующей клавиши."
"DOTA_Settings_Tooltip_Autoattack"	"Автоматически подходить к ближайшим врагам и атаковать их."
"DOTA_Settings_Tooltip_AutoattackAfterSpell"	"Если опция отключена, после использования заклинания герой будет оставаться на месте, ожидая следующего приказа."
"DOTA_Settings_Tooltip_AutoPurchase"	"Приобрести следующий предмет из списка рекомендуемого сразу, как только у вас появится нужное количество золота для покупки."
"DOTA_Settings_Tooltip_AutoSelectSummons"	"Когда герой призовет новых юнитов, они сразу же будут выделены."
"DOTA_Settings_Tooltip_DoubleTap"	"Двойное нажатие по способности или предмету либо назначенной им клавише позволит применить их на себя, если возможно."
"DOTA_Settings_Tooltip_UnifiedOrders"	"При нажатой клавише Ctrl приказ будет отдан всем юнитам под вашим контролем."
"DOTA_Settings_Tooltip_TeleportStop"	"Отдав приказ во время телепортации, вы ее не отмените. Действует только на Town Portal Scroll или Boots of Travel."
"DOTA_Settings_Tooltip_BroadcasterStats"	"При просмотре игры будет показана выбранная комментатором статистика."
"DOTA_Settings_Tooltip_Deceleration"	"Скорость, с которой камера приходит в состояние покоя после движения. Большее число соответствует более быстрой остановке."
"DOTA_Settings_Tooltip_Screenshake"	"Некоторые заклинания и оглушения трясут камеру."
"DOTA_Settings_Tooltip_CameraRespawn"	"Возвращает камеру на вашего героя после того, как он возродится."
"DOTA_Settings_Tooltip_HideProfile"	"Ваш профиль Dota 2 не будет доступен никому. Ваш профиль Steam не будет доступен из Dota 2."
"DOTA_Settings_Tooltip_ShareMatchData"	"Предоставляет данные матчей из ваших публичных игр сторонним лицам."
"DOTA_Settings_Tooltip_NetworkQuality"	"Если у вас медленное интернет-соединение, выберите «НИЗКИЙ» — это может улучшить производительность сети."
"DOTA_Settings_Tooltip_MinimapSimple"	"Цвета на мини-карте определяются командой, а не игроком."
"DOTA_Settings_Tooltip_MinimapDrawHeroes"	"Если зажать клавишу Alt, вместо имени героя на мини-карте будет показана его иконка."
"DOTA_Settings_Tooltip_MinimapNamesIcon"	"Всегда показывать иконку или имя героя на мини-карте, при зажатой клавише Alt будут отображаться крестики и круги."
"DOTA_Settings_Tooltip_ShopHotkeys"	"Когда магазин открыт, его горячие клавиши заменят другие функции этих клавиш."
"DOTA_Settings_LegacyKeysActive"	"Включены классические клавиши из первой Dota. Чтобы изменить настройки клавиш, выключите классические настройки."
"DOTA_create_bot_practice_desc"	"Сыграйте против искусственного интеллекта. Вы можете использовать поиск игры, чтобы в вашей команде были люди, или заполнить пустые места ботами."
"DOTA_Lobby_BotDifficulty"	"Сложность ботов"
"DOTA_Lobby_BotDifficulty_no_bot"	"Без ботов"
"DOTA_Lobby_BotDifficulty_passive"	"Пассивный"
"DOTA_Lobby_BotDifficulty_easy"	"Легкий"
"DOTA_Lobby_BotDifficulty_medium"	"Средний"
"DOTA_Lobby_BotDifficulty_hard"	"Сложный"
"DOTA_Lobby_BotDifficulty_unfair"	"Нечестный"
"DOTA_Lobby_BotTeam"	"Выбрать команду"
"DOTA_create_bot_practice_solo"	"Одиночная"
"DOTA_create_bot_practice_solo_desc"	"Локальная тренировка против ботов. Она не использует подбор игр, и вы сможете покинуть ее в любое время."
"DOTA_create_bot_practice_coop"	"Совместная"
"DOTA_create_bot_practice_coop_desc"	"Играйте против ботов с живыми игроками. <font color='#dd6666'>ВНИМАНИЕ:</font> покинув эту игру, вы понесете наказание."
"DOTA_Lobby_BotDifficulty_bot_passive"	"Пассивный бот"
"DOTA_Lobby_BotDifficulty_bot_easy"	"Легкий бот"
"DOTA_Lobby_BotDifficulty_bot_medium"	"Средний бот"
"DOTA_Lobby_BotDifficulty_bot_hard"	"Сложный бот"
"DOTA_Lobby_BotDifficulty_bot_unfair"	"Нечестный бот"
"dota_lobby_title"	"{s:lobby_name}"
"dota_lobby_title_local_game"	"Локальное лобби"
"dota_lobby_title_default"	"Лобби"
"lobby_row_player_name"	"{s:player_name}"
"dota_lobby_row_game_name"	"{s:game_name}"
"dota_lobby_row_slots"	"{s:slots}"
"dota_lobby_row_game_mode"	"{s:game_mode}"
"dota_lobby_row_join"	"Занять"
"dota_lobby_row_leave"	"Покинуть"
"dota_lobby_coaches_title"	"Тренеры"
"dota_lobby_browser_all_game_modes"	"Все режимы игры"
"dota_lobby_browser_title"	"Поиск лобби"
"dota_lobby_browser_num_available"	"(доступно: {d:lobbies_available})"
"dota_lobby_browser_no_lobbies"	"Лобби отсутствуют"
"dota_lobby_browser_no_matching_lobbies"	"Не найдено лобби по вашему запросу"
"dota_lobby_browser_updating"	"Обновление списка лобби…"
"dota_lobby_browser_search_placeholder"	"Поиск лобби"
"dota_lobby_browser_game_mode"	"Режим игры"
"dota_lobby_browser_refresh"	"Обновить"
"dota_lobby_browser_filter_title"	"Сортировка лобби"
"dota_lobby_submit_filter"	"Принять"
"dota_popup_lobby_password_title"	"Введите пароль"
"DOTA_AttackCapability_Melee"	"Ближний бой"
"DOTA_AttackCapability_Ranged"	"Дальний бой"
"DOTA_Item_OnMarket"	"Торговая площадка"
"DOTA_Items_DefaultSet"	"Стандартный набор"
"DOTA_Items_SetEquipped_Label"	"Надето"
"DOTA_EquippedItem_Label"	"Надето"
"DOTA_PreviewingItem_Label"	"Предпросмотр"
"DOTA_EquippedItem_Rarity"	"{s:equipped_econ_set_rarity}"
"DOTA_EquippedItem_SetName"	"{s:equipped_econ_set_name}"
"DOTA_EquippedItem_DefaultSet"	"Стандартный набор"
"DOTA_EquippedItem_PartialSet"	"Частичный набор"
"DOTA_EquippedItem_Style"	"Стилей: {i:equipped_econ_set_style_count}"
"DOTA_EquippedItem_Button_Details"	"{s:equipped_details_button_text}"
"DOTA_EquippedItem_Customize"	"Переодеть"
"DOTA_EquippedItem_CustomSet"	"Свой набор"
"DOTA_EquippedItem_Equip"	"Надеть"
"DOTA_EquippedItem_Unpack_And_Equip"	"Распаковать и надеть"
"DOTA_EquippedItem_Details"	"Подробнее о {s:equipped_econ_set_type_name}"
"DOTA_EquippedItem_Purchase_Button"	"Купить"
"DOTA_EquippedItem_Marketplace_Button"	"Торговая площадка"
"DOTA_EquippedItem_BundleName"	"В комплекте «{s:equipped_econ_set_bundle}»"
"DOTA_EquippedItem_FilterText"	"Предпросмотр"
"DOTA_EquippedItem_SaleAmount"	"-{i:equipped_econ_set_sale_amount}%"
"DOTA_EquippedItem_RegularSetPrice"	"{s:equipped_econ_regular_set_price}"
"DOTA_EquippedItem_SetPrice"	"{s:equipped_econ_set_price}"
"DOTA_EquippedItem_TreasurePrice"	"{s:equipped_econ_treasure_price}"
"DOTA_HeroDemo_Button"	"Демо: {s:econ_item_category_name}"
"DOTA_HeroDemo_Button_Tooltip"	"Запустить демо-режим, позволяющий опробовать способности и предметы героя."
"DOTA_HeroDemo_Button_Return"	"Вернуться к демо"
"DOTA_HeroDemo_Button_Return_Tooltip"	"Вернуться в демо-режим и загрузить выбранного героя или предметы."
"DOTA_HeroDemo_Button_DBQuit"	"Закрыть демо"
"DOTA_EquippedItem_Bundle"	"Комплект"
"DOTA_EquippedItem_ItemSet"	"Набор"
"DOTA_EquippedItem_Item"	"Предмет"
"DOTA_EconItemSet_Name"	"{s:econ_set_name}"
"DOTA_EconItemSet_Rarity"	"{s:econ_set_rarity}"
"DOTA_EconItemSet_Status"	"{s:econ_set_status}"
"DOTA_EconItemSet_Price"	"{s:econ_set_price}"
"DOTA_EconItemSet_SaleAmount"	"-{i:econ_sale_amount}%"
"DOTA_EconItemSet_DeveloperOnly"	"Приватный"
"DOTA_EconItemSet_Tooltip_InBundle"	"Входит в комплект предметов"
"DOTA_EconItemSet_Tooltip_PartialSet"	"Содержит только часть полного набора предметов"
"DOTA_EconItemSet_Tooltip_MultipleStyles"	"Несколько стилей"
"DOTA_HeroRole_Carry"	"Carry"
"DOTA_HeroRole_Support"	"Support"
"DOTA_HeroRole_Nuker"	"Nuker"
"DOTA_HeroRole_Disabler"	"Disabler"
"DOTA_HeroRole_Jungler"	"Jungler"
"DOTA_HeroRole_Durable"	"Durable"
"DOTA_HeroRole_Escape"	"Escape"
"DOTA_HeroRole_LaneSupport"	"Lane Support"
"DOTA_HeroRole_Pusher"	"Pusher"
"DOTA_HeroRole_Initiator"	"Initiator"
"DOTA_HeroRole_Description_Carry"	"Становятся мощными к поздним стадиям игры, если получат значительное преимущество в золоте."
"DOTA_HeroRole_Description_Support"	"Могут не уделять много внимания получению золота и предметов. Помогают команде своими способностями."
"DOTA_HeroRole_Description_Nuker"	"Могут быстро убивать вражеских героев мощными заклинаниями с короткой перезарядкой."
"DOTA_HeroRole_Description_Disabler"	"Выводят врагов из строя хотя бы одним из своих заклинаний."
"DOTA_HeroRole_Description_Jungler"	"Эффективно получают золото и опыт, убивая нейтральных крипов в лесу в ранней стадии игры."
"DOTA_HeroRole_Description_Durable"	"Способны держаться дольше в командных сражениях."
"DOTA_HeroRole_Description_Escape"	"Способны легко избежать смерти."
"DOTA_HeroRole_Description_LaneSupport"	"Могут защищать важных героев на линии в ранней стадии игры, помогая тем зарабатывать золото."
"DOTA_HeroRole_Description_Pusher"	"Могут быстро осаждать и уничтожать башни и казармы на всех стадиях игры."
"DOTA_HeroRole_Description_Initiator"	"Отлично начинают сражения между командами."
"DOTA_HeroGrid_OptionCategory_Role"	"Роли:"
"DOTA_HeroGrid_OptionCategory_Attributes"	"Характеристики:"
"DOTA_HeroGrid_OptionCategory_AttackType"	"Тип атаки:"
"DOTA_HeroLoadout_PreviousHeroName"	"{s:previous_hero_name}"
"DOTA_HeroLoadout_NextHeroName"	"{s:next_hero_name}"
"DOTA_HeroLoadout_CurrentHeroName"	"{s:hero_name}"
"DOTA_HeroLoadout_AttackType"	"{s:hero_attack_type}"
"DOTA_HeroLoadout_HeroFilterName"	"Герой"
"DOTA_HeroLoadout_Search"	"Искать предметы для {s:hero_name}"
"DOTA_HeroCustomize_Title"	"Переодеть героя"
"DOTA_HeroCustomize_OwnedItems"	"Ваши предметы"
"DOTA_HeroCustomize_Slot"	"Слот"
"DOTA_HeroCustomize_SlotName"	"{s:slot_name}"
"DOTA_HeroCustomize_SlotEquippedItemName"	"{s:equipped_item_name}"
"DOTA_HeroCustomize_DefaultItemName"	"Стандартный предмет"
"DOTA_HeroCustomize_PreviewItemName"	"{s:preview_item_name}"
"DOTA_HeroCustomize_PreviewStyle"	"{s:preview_style_name}"
"DOTA_HeroCustomize_PreviewItemSlot"	"{s:preview_item_slot}"
"DOTA_HeroCustomize_Rarity"	"{s:preview_item_rarity}"
"DOTA_HeroCustomize_StyleLocked"	"Требуется надеть"
"DOTA_UIEconItem_StyleIndex"	"{i:style_index}"
"dota_ready_up_num_accepted"	"Готово: {i:num_accepted}/{i:total_players}"
"returning_top_of_queue"	"Возврат к подбору игры с высоким приоритетом…"
"returning_to_lobby"	"Возврат в лобби для поиска игроков…"
"GC_reconnecting"	"Восстановление соединения с сетью Dota 2…"
"GC_nosteam"	"Нет соединения со Steam"
"GC_searching"	"Поиск сети Dota 2…"
"GC_noconnection"	"Отсутствует соединение с сетью Dota 2."
"GC_connecting"	"Подключение к сети Dota 2…"
"GC_connected"	"Соединение с сетью Dota 2 установлено."
"GC_down"	"Сеть Dota 2 в данный момент недоступна."
"GC_Network_Full"	"На данный момент сеть Dota 2 заполнена."
"GC_Queue_Position"	"Система поиска игр заполнена. Позиция в очереди: {i:gc_queue_position}"
"GC_Queue_Wait_Time"	"Система поиска игр заполнена. Позиция в очереди: {i:gc_queue_position}, приблизительное время ожидания: {s:gc_queue_wait_time}"
"GC_Wait_Time"	"Среднее время ожидания: %s1"
"GC_Wait_Time_Unknown"	"Неизвестно"
"GC_suspended"	"Аккаунт заблокирован, так как система Valve Anti-Cheat зафиксировала сторонние программы, используемые вместе с игрой."
"dota_practice_vs_bots"	"Тренировка с ботами"
"dota_practice_vs_bots_desc"	"Тренировка против ботов. Она не использует подбор игр, и вы сможете покинуть ее в любое время."
"dota_practice_vs_bots_difficulty"	"Уровень сложности ботов"
"dota_practice_vs_bots_team"	"За кого вы хотите играть?"
"DOTA_practice_vs_bots_team_radiant"	"Свет"
"DOTA_practice_vs_bots_team_dire"	"Тьма"
"DOTA_practice_vs_bots_team_random"	"Случайно"
"DOTA_EmoticonUpsell"	"Смайлики можно получить за покупку некоторых предметов или билетов на турниры."
"DOTA_CurrentTime"	"{t:t:current_time}"
"DOTA_MonthlyPlayers"	"{s:users_last_month}"
"DOTA_MonthlyPlayersLabel"	"Уникальных игроков за последний месяц"
"DOTA_CurrentPlayers"	"{s:current_users}"
"DOTA_CurrentPlayersLabel"	"В игре"
"DOTA_Search_NoResults"	"Нет результатов"
"DOTA_Search_ItemShortDescription"	"{s:item_slot}, <span class=\"ItemRarityColor\">{s:item_rarity}</span>"
"join_error_already_in_game"	"Невозможно присоединиться к закрытому лобби, так как вы уже в игре."
"join_error_invalid_lobby"	"Указанное лобби больше не существует."
"join_error_incorrect_password"	"Неверный пароль."
"join_error_access_denied"	"Доступ закрыт."
"join_error_generic"	"
"
"join_error_in_team_party"	"Невозможно войти в тренировочное лобби. Чтобы сделать это, распустите группу вашей команды."
"join_error_lobby_full"	"Лобби заполнено."
