"dota"
{
"DOTA_Accept"	"Accepteren"
"dota_leaver_consequence_NotDecrementLowPriGamesRemaining"	"De match zal voor jou niet als voltooid worden beschouwd."
"dota_reconnect_popup_title"	"Opnieuw verbinden?"
"dota_matchmaking_region_ping"	"{s:region_ping}"
"dota_matchmaking_region_offline"	"Offline voor onderhoud"
"DOTA_VAC_Verification_Header"	"Valve Anti-Cheat (VAC)"
"DOTA_VAC_Verification_Header_Solo"	"Kan niet meedoen aan matchmaking omdat er een probleem is met je computer dat het VAC-systeem blokkeert. Zorg ervoor dat je geen programma's gebruikt die VAC belemmeren en bevestig dat Steam juist is geïnstalleerd."
"DOTA_VAC_Verification_Header_Party"	"Kan niet meedoen aan matchmaking omdat er een probleem is met de computer dat het VAC-systeem van een of meer van je groepsleden blokkeert. Zorg ervoor dat je groepsleden geen programma's gebruiken die VAC belemmeren en bevestig dat ze Steam juist hebben geïnstalleerd."
"DOTA_VAC_Verification_Button1"	"Meer informatie"
"DOTA_VAC_Verification_Button2"	"Sluiten"
"dota_matchmaking_regions_button"	"{s:regions_selected}"
"dota_region_automatic"	"Regio: Automatisch"
"dota_regions_selected"	"Regio's:"
"dota_lobby_region_invalid"	"Geen"
"dota_play_no_language_selected"	"TAAL SELECTEREN"
"dota_play_language"	"{s:match_language}"
"dota_play_language_many"	"TALEN: {i:match_language_count}"
"dota_ready_fail"	"GEREED MAKEN MISLUKT"
"dota_ready_fail_desc"	"Je spel was gereed, maar je hebt niet geantwoord en bent verwijderd uit de matchmakinglijst."
"dota_chatwheel_label_Ok"	"Oké"
"dota_chatwheel_label_Care"	"Voorzichtig"
"dota_chatwheel_label_GetBack"	"Kom terug"
"dota_chatwheel_label_NeedWards"	"Wards nodig"
"dota_chatwheel_label_Stun"	"Verlammen"
"dota_chatwheel_label_Help"	"Help"
"dota_chatwheel_label_Push"	"Push"
"dota_chatwheel_label_GoodJob"	"Goed gespeeld"
"dota_chatwheel_label_Missing"	"Vermist"
"dota_chatwheel_label_Missing_Top"	"Boven vermist"
"dota_chatwheel_label_Missing_Mid"	"Midden vermist"
"dota_chatwheel_label_Missing_Bottom"	"Onder vermist"
"dota_chatwheel_label_Go"	"Gaan!"
"dota_chatwheel_label_Initiate"	"Initialiseren!"
"dota_chatwheel_label_Follow"	"Volg me"
"dota_chatwheel_label_Group_Up"	"Groeperen"
"dota_chatwheel_label_Spread_Out"	"Verspreiden"
"dota_chatwheel_label_Split_Farm"	"Opsplitsen en farmen"
"dota_chatwheel_label_Attack"	"Nu aanvallen!"
"dota_chatwheel_label_BRB"	"Ben zo terug"
"dota_chatwheel_label_Dive"	"Duiken!"
"dota_chatwheel_label_OMW"	"Ben onderweg"
"dota_chatwheel_label_Get_Ready"	"Maak je klaar"
"dota_chatwheel_label_Bait"	"Lokaas"
"dota_chatwheel_label_Heal"	"Genees"
"dota_chatwheel_label_Mana"	"Mana"
"dota_chatwheel_label_OOM"	"Geen mana meer"
"dota_chatwheel_label_Skill_Cooldown"	"Afkoeltijd"
"dota_chatwheel_label_Ulti_Ready"	"Ultimate is gereed"
"dota_chatwheel_label_Enemy_Returned"	"Vijand is terug"
"dota_chatwheel_label_All_Missing"	"Iedereen is vermist"
"dota_chatwheel_label_Enemy_Incoming"	"Pas op!"
"dota_chatwheel_label_Invis_Enemy"	"Onzichtbare vijand"
"dota_chatwheel_label_Enemy_Had_Rune"	"De vijand heeft een rune"
"dota_chatwheel_label_Split_Push"	"Opsplitsen en pushen"
"dota_chatwheel_label_Coming_To_Gank"	"Ik kom ganken"
"dota_chatwheel_label_Request_Gank"	"Kom ganken"
"dota_chatwheel_label_Fight_Under_Tower"	"Onder de toren"
"dota_chatwheel_label_Deny_Tower"	"Toren afwijzen"
"dota_chatwheel_label_Buy_Courier"	"Koop een koerier"
"dota_chatwheel_label_Upgrade_Courier"	"Upgrade de koerier"
"dota_chatwheel_label_Need_Detection"	"We hebben detectie nodig"
"dota_chatwheel_label_They_Have_Detection"	"Ze hebben detectie"
"dota_chatwheel_label_Buy_TP"	"Koop een TP"
"dota_chatwheel_label_Reuse_Courier"	"Hergebruik de koerier"
"dota_chatwheel_label_Deward"	"Dewarden"
"dota_chatwheel_label_Building_Mek"	"Ik maak een Mekansm"
"dota_chatwheel_label_Building_Pipe"	"Ik maak een Pipe"
"dota_chatwheel_label_Stack_And_Pull"	"Stacken en pullen"
"dota_chatwheel_label_Pull"	"Creeps pullen"
"dota_chatwheel_label_Pulling"	"Ik pull de creeps"
"dota_chatwheel_label_Stack"	"Stack neutrals"
"dota_chatwheel_label_Jungling"	"Junglen"
"dota_chatwheel_label_Roshan"	"Roshan"
"dota_chatwheel_label_Affirmative"	"Ja"
"dota_chatwheel_label_Wait"	"Wacht"
"dota_chatwheel_label_Pause"	"Pauzeren"
"dota_chatwheel_label_Current_Time"	"Huidige tijd"
"dota_chatwheel_label_Check_Runes"	"Runes controleren"
"dota_chatwheel_label_Smoke_Gank"	"Ganken met Smoke!"
"dota_chatwheel_label_GLHF"	"Veel succes"
"dota_chatwheel_label_Nice"	"Mooi"
"dota_chatwheel_label_Thanks"	"Bedankt"
"dota_chatwheel_label_Sorry"	"Sorry"
"dota_chatwheel_label_No_Give_Up"	"Geef niet op"
"dota_chatwheel_label_Just_Happened"	"Dat gebeurde gewoon"
"dota_chatwheel_label_Game_Is_Hard"	"Dit spel is moeilijk"
"dota_chatwheel_label_New_Meta"	"Nieuwe meta"
"dota_chatwheel_label_My_Bad"	"Mijn fout"
"dota_chatwheel_label_Regret"	"Spijt"
"dota_chatwheel_label_Relax"	"Ontspan je"
"dota_chatwheel_label_GG"	"GG"
"dota_chatwheel_label_GGWP"	"GGWP"
"dota_chatwheel_label_All_GG"	"(Iedereen) GG"
"dota_chatwheel_label_All_GGWP"	"(Iedereen) GGWP"
"dota_chatwheel_label_What_To_Buy"	"Wat te kopen?"
"dota_chatwheel_label_Im_Retreating"	"Ik trek me terug"
"dota_chatwheel_label_Space_Created"	"Ruimte gemaakt"
"dota_chatwheel_label_Whoops"	"Oeps"
"dota_chatwheel_label_Tower_then_Back"	"Toren, dan terug"
"dota_chatwheel_label_Barracks_then_Back"	"Barakken, dan terug"
"dota_chatwheel_label_Ward_Bottom_Rune"	"Ward rune onder"
"dota_chatwheel_label_Ward_Top_Rune"	"Ward rune boven"
"dota_chatwheel_label_Zeus_Ult"	"Zeus Ult"
"dota_chatwheel_header_positioning"	"Positionering"
"dota_chatwheel_header_status"	"Status"
"dota_chatwheel_header_enemy"	"Vijand"
"dota_chatwheel_header_lane"	"Pad"
"dota_chatwheel_header_items"	"Items"
"dota_chatwheel_header_neutrals"	"Neutrals"
"dota_chatwheel_header_misc"	"Diversen"
"dota_chatwheel_header_flavor"	"Smaak"
"dota_chatwheel_message_Ok"	"Oké. "
"dota_chatwheel_message_Care"	"Voorzichtig!"
"dota_chatwheel_message_GetBack"	"Terug!"
"dota_chatwheel_message_NeedWards"	"We hebben wards nodig."
"dota_chatwheel_message_Stun"	"Verlam nu!"
"dota_chatwheel_message_Help"	"Help!"
"dota_chatwheel_message_Push"	"Nu pushen"
"dota_chatwheel_message_GoodJob"	"Goed gespeeld!"
"dota_chatwheel_message_Missing"	"Vermist!"
"dota_chatwheel_message_Missing_Top"	"Niks boven!"
"dota_chatwheel_message_Missing_Mid"	"Niks midden!"
"dota_chatwheel_message_Missing_Bottom"	"Niks beneden!"
"dota_chatwheel_message_Go"	"Ga!"
"dota_chatwheel_message_Initiate"	"Initialiseren!"
"dota_chatwheel_message_Follow"	"Volg mij"
"dota_chatwheel_message_Group_Up"	"Groeperen"
"dota_chatwheel_message_Spread_Out"	"Verspreiden"
"dota_chatwheel_message_Split_Farm"	"Opsplitsen en farmen"
"dota_chatwheel_message_Attack"	"Nu aanvallen!"
"dota_chatwheel_message_BRB"	"Ben zo terug"
"dota_chatwheel_message_Dive"	"Duiken!"
"dota_chatwheel_message_OMW"	"Ik ben onderweg"
"dota_chatwheel_message_Get_Ready"	"Maak je klaar"
"dota_chatwheel_message_Bait"	"Lokaas"
"dota_chatwheel_message_Heal"	"Genees"
"dota_chatwheel_message_Mana"	"Mana"
"dota_chatwheel_message_OOM"	"Ik heb geen mana meer"
"dota_chatwheel_message_Skill_Cooldown"	"Mijn vaardigheden zijn aan het afkoelen"
"dota_chatwheel_message_Ulti_Ready"	"Ultimate is gereed"
"dota_chatwheel_message_Enemy_Returned"	"Vijand is terug"
"dota_chatwheel_message_All_Missing"	"Alle vijandelijke helden zijn vermist!"
"dota_chatwheel_message_Enemy_Incoming"	"De vijand komt eraan!"
"dota_chatwheel_message_Invis_Enemy"	"Onzichtbare vijand dichtbij!"
"dota_chatwheel_message_Enemy_Had_Rune"	"Vijand heeft rune"
"dota_chatwheel_message_Split_Push"	"Splitpushen"
"dota_chatwheel_message_Coming_To_Gank"	"Ik kom ganken"
"dota_chatwheel_message_Request_Gank"	"Kom ganken"
"dota_chatwheel_message_Fight_Under_Tower"	"Vecht bij de toren"
"dota_chatwheel_message_Deny_Tower"	"Wijs de toren af!"
"dota_chatwheel_message_Buy_Courier"	"Koop alsjeblieft een koerier"
"dota_chatwheel_message_Upgrade_Courier"	"Kan iemand de koerier upgraden?"
"dota_chatwheel_message_Need_Detection"	"We hebben detectie nodig"
"dota_chatwheel_message_They_Have_Detection"	"Ze hebben detectie"
"dota_chatwheel_message_Buy_TP"	"Koop een Teleport Scroll"
"dota_chatwheel_message_Reuse_Courier"	"Gebruik de koerier opnieuw"
"dota_chatwheel_message_Deward"	"Deward alsjeblieft"
"dota_chatwheel_message_Building_Mek"	"Ik maak een Mekansm"
"dota_chatwheel_message_Building_Pipe"	"Ik maak een Pipe"
"dota_chatwheel_message_Pull"	"Pull creeps alsjeblieft"
"dota_chatwheel_message_Pulling"	"Ik pull creeps"
"dota_chatwheel_message_Stack"	"Neutrals stacken"
"dota_chatwheel_message_Jungling"	"Junglen"
"dota_chatwheel_message_Roshan"	"Roshan"
"dota_chatwheel_message_Affirmative"	"Ja"
"dota_chatwheel_message_Wait"	"Wacht"
"dota_chatwheel_message_Pause"	"Pauze graag!"
"dota_chatwheel_message_Current_Time"	"Huidige speeltijd"
"dota_chatwheel_message_Check_Runes"	"Runes controleren a.u.b."
"dota_chatwheel_message_Smoke_Gank"	"Laten we ganken met smoke!"
"dota_chatwheel_message_GLHF"	"Veel succes en veel plezier"
"dota_chatwheel_message_Nice"	"Mooi"
"dota_chatwheel_message_Thanks"	"Bedankt!"
"dota_chatwheel_message_Sorry"	"Sorry"
"dota_chatwheel_message_No_Give_Up"	"Geef niet op!"
"dota_chatwheel_message_Just_Happened"	"Dat gebeurde gewoon"
"dota_chatwheel_message_Game_Is_Hard"	"Dit spel is moeilijk"
"dota_chatwheel_message_New_Meta"	"Nieuwe meta"
"dota_chatwheel_message_My_Bad"	"Mijn fout"
"dota_chatwheel_message_Regret"	"Ik had meteen spijt van mijn beslissing"
"dota_chatwheel_message_Relax"	"Ontspan je, je doet het goed"
"dota_chatwheel_message_MissingHero"	"%s1 is vermist!"
"dota_chatwheel_message_ReturnedHero"	"%s1 is teruggekeerd!"
"dota_chatwheel_message_GG"	"Goed spel"
"dota_chatwheel_message_GGWP"	"Goed spel, goed gespeeld"
"dota_chatwheel_message_All_GG"	"Goed spel"
"dota_chatwheel_message_All_GGWP"	"Goed spel, goed gespeeld"
"dota_chatwheel_message_What_To_Buy"	"Wat moet ik kopen?"
"dota_chatwheel_message_Im_Retreating"	"Ik trek me terug"
"dota_chatwheel_message_Space_Created"	"Ruimte gemaakt"
"dota_chatwheel_message_Whoops"	"Oeps"
"dota_chatwheel_message_Tower_then_Back"	"Vernietig de toren, val daarna terug"
"dota_chatwheel_message_Barracks_then_Back"	"Vernietig de barakken, val daarna terug"
"dota_chatwheel_message_Ward_Bottom_Rune"	"Ward de onderste rune"
"dota_chatwheel_message_Ward_Top_Rune"	"Ward de bovenste rune"
"dota_chatwheel_message_Zeus_Ult"	"Zeus, gebruik je ultimate!"
"dota_settings_hotkeys"	"Sneltoetsen"
"dota_settings_options"	"Opties"
"dota_settings_audio"	"Geluid"
"dota_settings_voice"	"Spraak"
"dota_settings_voice_level"	"Huidig opnameniveau"
"dota_settings_volume"	"Volume"
"dota_settings_video"	"Beeld"
"dota_settings_resetkeys"	"Sneltoetsen resetten..."
"dota_settings_legacykeys"	"Klassieke toetsen gebruiken"
"dota_settings_abilities"	"Vaardigheden"
"dota_settings_abilities_hero"	"Held"
"dota_settings_abilities_neutrals"	"Neutrals"
"dota_settings_abilities_courier"	"Koerier"
"dota_settings_abilities_primary1"	"1"
"dota_settings_abilities_primary2"	"2"
"dota_settings_abilities_primary3"	"3"
"dota_settings_abilities_secondary1"	"4"
"dota_settings_abilities_secondary2"	"5"
"dota_settings_abilities_neutral1"	"1"
"dota_settings_abilities_neutral2"	"2"
"dota_settings_abilities_neutral3"	"3"
"dota_settings_abilities_neutral4"	"4"
"dota_settings_abilities_courier1"	"1"
"dota_settings_abilities_courier2"	"2"
"dota_settings_abilities_courier3"	"3"
"dota_settings_abilities_courier4"	"4"
"dota_settings_abilities_courier5"	"5"
"dota_settings_abilities_courier6"	"6"
"dota_settings_abilities_ultimate"	"U"
"dota_settings_cast"	"Gebruiken"
"dota_settings_autocast"	"Autom. gebruiken"
"dota_settings_quickcast"	"Snel gebruiken"
"dota_settings_mirror"	"Sneltoetsen van heldpaneel overnemen"
"dota_settings_abilitylearn"	"Vaardigheid leren"
"dota_settings_upgradestats"	"Statistieken upgraden"
"dota_settings_unitactions"	"Eenheidacties"
"dota_settings_attack"	"Aanvallen / Aanval forceren"
"dota_settings_move"	"Bewegen"
"dota_settings_stop"	"Stoppen"
"dota_settings_holdposition"	"Positie vasthouden"
"dota_settings_selecthero"	"Held selecteren"
"dota_settings_selectall"	"Alle eenheden selecteren"
"dota_settings_selectallothers"	"Alle andere eenheden selecteren"
"dota_settings_selectcourier"	"Koerier selecteren"
"dota_settings_courierdeliver"	"Koerier: voorwerpen bezorgen"
"dota_settings_courierhaste"	"Koerier: snelheidsboost"
"dota_settings_useactionitem"	"Actievoorwerp"
"dota_settings_herotaunt"	"Bespottingsvoorwerp"
"dota_settings_items"	"Items"
"dota_settings_openshop"	"Winkel openen"
"dota_settings_purchasequickbuy"	"Snelkopen aanschaffen"
"dota_settings_purchasesticky"	"Vastplakker aanschaffen"
"dota_settings_grabstashitems"	"Voorwerpen uit voorraad ontvangen"
"dota_settings_camera"	"Camera"
"dota_settings_cameraactions"	"Camera-acties"
"dota_settings_cameraup"	"Camera naar voren"
"dota_settings_cameradown"	"Camera naar achteren"
"dota_settings_cameraleft"	"Camera naar links"
"dota_settings_cameraright"	"Camera naar rechts"
"dota_settings_cameragrip"	"Camera verslepen"
"dota_settings_recentevent"	"Recente gebeurtenis weergeven"
"dota_settings_inspectheroinworld"	"Showcasevisie"
"dota_settings_chat"	"Chat"
"dota_settings_phrases"	"Zinnen"
"dota_settings_chatwheel_page"	"Chatwiel"
"dota_settings_chatteam"	"Teamchat"
"dota_settings_chatglobal"	"Openbare chat"
"dota_settings_chatvoice_party"	"Stem (groep)"
"dota_settings_chatvoice_team"	"Stem (team)"
"dota_settings_chatwheel_show"	"Chatwiel"
"dota_settings_playeractions"	"Speleracties"
"dota_settings_activateglyph"	"Glyph activeren"
"dota_settings_scoreboardtoggle"	"Scorebord"
"dota_settings_pause"	"Pauze"
"dota_settings_screenshot"	"Screenshot"
"dota_settings_console"	"Console"
"dota_settings_group1"	"Groep 1"
"dota_settings_group2"	"Groep 2"
"dota_settings_group3"	"Groep 3"
"dota_settings_group4"	"Groep 4"
"dota_settings_group5"	"Groep 5"
"dota_settings_group6"	"Groep 6"
"dota_settings_group7"	"Groep 7"
"dota_settings_group8"	"Groep 8"
"dota_settings_group9"	"Groep 9"
"dota_settings_group10"	"Groep 10"
"dota_settings_advancedpanel_goto"	"Geavanceerd"
"dota_settings_standardpanel_goto"	"Standaard"
"dota_settings_spectatorcameraup"	"Toeschouwer: Camera naar voren"
"dota_settings_spectatorcameradown"	"Toeschouwer: Camera naar achteren"
"dota_settings_spectatorcameraleft"	"Toeschouwer: Camera naar links"
"dota_settings_spectatorcameraright"	"Toeschouwer: Camera naar rechts"
"dota_settings_spectatorcameragrip"	"Toeschouwer: Camera verslepen"
"dota_settings_spectatorpause"	"Toeschouwer: Pauzeren"
"dota_settings_spectatorchat"	"Toeschouwer: Chatten"
"dota_settings_spectatorscoreboard"	"Toeschouwer: Scorebord"
"dota_settings_spectatorstatsharvest"	"Toeschouwer: Farmstatistieken"
"dota_settings_spectatorstatsitem"	"Toeschouwer: Voorwerpstatistieken"
"dota_settings_spectatorstatsgold"	"Toeschouwer: Goudgrafiek"
"dota_settings_spectatorstatsxp"	"Toeschouwer: XP-grafiek"
"dota_settings_spectatorstatsfantasy"	"Toeschouwer: Fantasystatistieken"
"dota_settings_spectatorfowboth"	"Toeschouwer: FOW beide teams"
"dota_settings_spectatorfowradient"	"Toeschouwer: FOW Radiant"
"dota_settings_spectatorfowdire"	"Toeschouwer: FOW Dire"
"dota_settings_statsdropdown"	"Statistiekmenu"
"dota_settings_spectatordropdown_sort"	"Sortering wijzigen"
"dota_settings_spectatordropdown_close"	"Categorie wissen"
"dota_settings_spectatordropdown_kda"	"Gedood/doodgegaan/assists"
"dota_settings_spectatordropdown_lasthits_denies"	"Laatste treffers/afwijzingen"
"dota_settings_spectatordropdown_level"	"Heldlevel"
"dota_settings_spectatordropdown_xp_per_min"	"XP per minuut"
"dota_settings_spectatordropdown_gold"	"Huidig goud"
"dota_settings_spectatordropdown_totalgold"	"Nettowaarde"
"dota_settings_spectatordropdown_gold_per_min"	"Goud per minuut"
"dota_settings_spectatordropdown_buyback"	"Terugkoopstatus"
"dota_settings_spectatordropdown_fantasy"	"Fantasyscores"
"dota_settings_coaching"	"Coachen"
"dota_settings_spectatorcoach_viewtoggle"	"Coach: Studentperspectief in-/uitschakelen"
"dota_settings_keyboardtemplate"	"Kies een toetsenbordsjabloon"
"dota_settings_or"	"Of"
"dota_settings_cancel"	"Annuleren"
"dota_settings_apply"	"Toepassen"
"dota_settings_game"	"Spel"
"dota_settings_autoattack"	"Automatisch aanvallen"
"dota_settings_attackafterspell"	"Autom. aanvallen na spreuk"
"dota_settings_autopurchase"	"Automatisch kopen"
"dota_settings_autoselect"	"Opgeroepen eenh. autom. select."
"dota_settings_unifiedorders"	"Verenigde eenheidsorders"
"dota_settings_herofinder"	"ALT vasthouden markeert held"
"dota_settings_alwaysshownames"	"Spelersnamen boven gezondheidsbalk weergeven"
"dota_settings_forceshophotkeys"	"Altijd sneltoetsen bij winkel"
"dota_settings_usebroadcastermenu"	"Uitzendersstatistieken gebruiken"
"dota_settings_colorblind"	"Kleurenblindmodus"
"dota_settings_reducedflash"	"Verminderde flitsen"
"dota_settings_minimap"	"Minikaart"
"dota_settings_minimapsimplecolors"	"Eenvoudige kleuren gebruiken op minikaart"
"dota_settings_minimaphidebackground"	"Achtergrond minikaart verbergen"
"dota_settings_minimapshowheroicon"	"Heldpict. op minikaart"
"dota_settings_minimapalwaysshowname"	"Namen/pict. altijd op minikaart"
"dota_settings_minimapflip"	"Minikaart rechts"
"dota_settings_cameradecel"	"Cameravertraging"
"dota_settings_cameraspeed"	"Camerasnelheid"
"dota_settings_camerareversegrip"	"Camera omgekeerde grip"
"dota_settings_cameraedgepan"	"Randen scrollen"
"dota_settings_camerascreenshake"	"Scherm schudden inschakelen"
"dota_settings_cameraresetonspawn"	"Camera verplaatsen bij respawn"
"dota_settings_cameradeadcolorshift"	"Kleurovergang van camera bij dood"
"dota_settings_profile"	"Profiel"
"dota_settings_hideprofile"	"Dota- en Steam-profiel verbergen"
"dota_settings_exposematchdata"	"Openbare spelgegevens vrijgeven"
"dota_settings_ignorenonfriendparties"	"Alleen groepsuitnodigingen van vrienden toestaan"
"dota_settings_ignorenonfriendguilds"	"Alleen guilduitnodigingen van vrienden toestaan"
"dota_settings_allowtradeinvitesheader"	"Ruiluitnodigingen van:"
"dota_settings_trade_guildandfriends"	"Guildgenoten en vrienden"
"dota_settings_trade_friends"	"Alleen vrienden"
"dota_settings_trade_anyone"	"Iedereen"
"dota_settings_network"	"Netwerk"
"dota_settings_networkquality"	"Netwerkkwaliteit"
"dota_settings_networkquality_low"	"Laag"
"dota_settings_networkquality_high"	"Hoog"
"dota_settings_usenativeresolution"	"Huidige resolutie van mijn monitor gebruiken"
"dota_settings_customresolution"	"Geavanceerde instellingen gebruiken"
"dota_settings_resolution"	"Resolutie"
"dota_settings_rendering"	"Rendering"
"dota_settings_aspectratio"	"Beeldverhouding"
"dota_settings_aspectratio43"	"4:3"
"dota_settings_aspectratio169"	"16:9"
"dota_settings_aspectratio1610"	"16:10"
"dota_settings_resolution_size"	"Formaat"
"dota_settings_resolution_display_mode"	"Weergavemodus"
"dota_settings_fullscreen"	"Exclusief volledig scherm"
"dota_settings_window"	"In venster"
"dota_settings_borderless"	"In venster (geen rand)"
"dota_settings_videodefaults"	"Standaardinstellingen herstellen"
"dota_settings_basicvideosettings"	"Basisinstellingen gebruiken"
"dota_settings_fastestvideo"	"Snelst"
"dota_settings_appearancevideo"	"Mooist"
"dota_settings_advancedvideosettings"	"Geavanceerde instellingen gebruiken"
"dota_settings_antialiasing"	"Anti-aliasing"
"dota_settings_specular"	"Specular"
"dota_settings_bloom"	"Specular en lichtverspreiding"
"dota_settings_waterquality"	"Hoge kwaliteit water"
"dota_settings_fog"	"Atmosferische mist"
"dota_settings_animateportrait"	"Portret animeren"
"dota_settings_additivelight"	"Extra belichtingsronde"
"dota_settings_worldlight"	"Wereldbelichting"
"dota_settings_ambientcreatures"	"Sfeerschepsels"
"dota_settings_normal_maps"	"Normaalmaps"
"dota_settings_vsync"	"Verticale synchronisatie"
"dota_settings_renderquality"	"Renderkwaliteit spelscherm"
"dota_settings_shadowquality"	"Schaduwkwaliteit"
"dota_settings_shadowquality_low"	"Laag"
"dota_settings_shadowquality_med"	"Gemiddeld"
"dota_settings_shadowquality_high"	"Hoog"
"dota_settings_texturequality"	"Texturekwaliteit"
"dota_settings_texturequality_low"	"Laag"
"dota_settings_texturequality_med"	"Gemiddeld"
"dota_settings_texturequality_high"	"Hoog"
"dota_settings_mastervolume"	"Hoofdvolume"
"dota_settings_gamevolume"	"Spelgeluiden"
"dota_settings_musicvolume"	"Muziek"
"dota_settings_voicevolume"	"Spraak"
"dota_settings_gamevoicevolume"	"Spraak eenheden"
"dota_settings_openmic"	"Open mic. met groepsgenoten inschakelen"
"dota_settings_openmicthreshold"	"Geluidsdrempel open mic."
"dota_settings_audiodefaults"	"Standaardwaarden audio"
"dota_settings_defaultaudio"	"Standaard"
"dota_settings_sounddevice"	"Geluidsapparaat:"
"dota_settings_speakerconfig"	"Luidsprekerconfiguratie:"
"dota_settings_headphones"	"Koptelefoon"
"dota_settings_2speakers"	"2 luidsprekers"
"dota_settings_4speakers"	"4 luidsprekers"
"dota_settings_5speakers"	"5.1-luidsprekeropstelling"
"dota_settings_7speakers"	"7.1-luidsprekeropstelling"
"dota_settings_captions"	"Ondertiteling gebruiken"
"dota_settings_playsoundinbackground"	"Geluid afspelen op bureaublad"
"dota_settings_chatsounds"	"Geluid chatbericht"
"dota_settings_mutecobroadcasters"	"Medeuitzenders dempen"
"dota_settings_highqualityaudio"	"Hoge audiokwaliteit"
"dota_settings_enhancestereo"	"Verbeterde stereo"
"dota_settings_unitspeeh"	"Spraak eenheden"
"dota_settings_unitspeech_off"	"Uit"
"dota_settings_unitspeech_events"	"Gebeurtenissen"
"dota_settings_unitspeech_all"	"Alles"
"OS_Default_Device"	"Standaardapparaat"
"DOTA_Keybind_ARROW"	"Pijltjes (standaard)"
"DOTA_Keybind_WASD"	"WASD"
"DOTA_Keybind_MMO"	"MMO"
"DOTA_Keybind_LEGACY"	"Klassieke toetsen"
"DOTA_Keybind_LOL"	"League of Legends"
"DOTA_Keybind_HON"	"Heroes of Newerth"
"DOTA_Keybind_SMITE"	"Smite"
"DOTA_Hotkeys_Tooltip_LearnStats"	"Twee punten toevoegen aan elk van je stats wanneer je vaardigheidspunten te besteden hebt."
"DOTA_Hotkeys_Tooltip_HeroMove"	"Beweeg naar een locatie of volg een eenheid zonder het aan te vallen."
"DOTA_Hotkeys_Tooltip_HeroStop"	"Onderbreek je huidige actie."
"DOTA_Hotkeys_Tooltip_HeroHold"	"Onderbreek je huidige actie en behoud je positie."
"DOTA_Hotkeys_Tooltip_HeroSelect"	"Kies je held."
"DOTA_Hotkeys_Tooltip_SelectAll"	"Selecteer alle eenheden onder je controle."
"DOTA_Hotkeys_Tooltip_SelectAllOthers"	"Selecteer alle eenheden onder je controle. (je held zal niet geselecteerd worden)"
"DOTA_Hotkeys_Tooltip_CourierSelect"	"Kies de koerier."
"DOTA_Hotkeys_Tooltip_CourierDeliver"	"Laat de koerier de voorwerpen van je voorraad aan jou leveren."
"DOTA_Hotkeys_Tooltip_CourierHaste"	"Activeer een snelheidsboost op je koerier wanneer er een beschikbaar is."
"DOTA_Hotkeys_Tooltip_UseActionItem"	"Gebruikt actievoorwerp."
"DOTA_Hotkeys_Tooltip_HeroTaunt"	"Gebruik je heldbespotting. Beschikbaar als een draagbaar item."
"DOTA_Hotkeys_Tooltip_ShopToggle"	"Opent het winkelpaneel."
"DOTA_Hotkeys_Tooltip_PurchaseQuickbuy"	"Koop het volgende item in je snelkopengebied als je het kan betalen."
"DOTA_Hotkeys_Tooltip_PurchaseSticky"	"Koop het item in je vastplakkergebied als je het kunt betalen."
"DOTA_Hotkeys_Tooltip_GrabStashItems"	"Verplaats alle items van je voorraad naar je held."
"DOTA_Hotkeys_Tooltip_RecentEvent"	"Verplaats de camera naar de meest recent gebeurtenis in de wereld."
"DOTA_Hotkeys_Tooltip_InspectHeroInWorld"	"Bekijk een eenheid van dichtbij."
"DOTA_Hotkeys_Tooltip_ChatTeam"	"Stuur een bericht naar iedereen in je team."
"DOTA_Hotkeys_Tooltip_ChatGlobal"	"Stuur een bericht naar iedereen in je huidige spel. (Voegt de SHIFT-optie toe aan de sneltoets voor teamchat.)"
"DOTA_Hotkeys_Tooltip_ChatWheel"	"Opent het chatwiel voor een vlotte communicatie met veelgebruikte zinnen."
"DOTA_Hotkeys_Tooltip_CameraGrip"	"Houd ingedrukt en sleep over de wereld om de camera te bewegen. Ook gebonden aan de middelste muisknop."
"DOTA_Hotkeys_Tooltip_ActivateGlyph"	"Activeert de Glyph of Fortification om de gebouwen van je team voor 5 seconden onkwetsbaar te maken."
"DOTA_Hotkeys_Tooltip_ScoreboardToggle"	"Open het in-game scorebord."
"DOTA_Hotkeys_Tooltip_Pause"	"Pauzeer en hervat een lopende wedstrijd."
"DOTA_Hotkeys_Tooltip_ScreenshotSettings"	"Maak een screenshot van het huidige spelaanzicht."
"DOTA_Hotkeys_Tooltip_Console"	"Open de console. (Alleen voor geavanceerde gebruikers)"
"DOTA_Hotkeys_Tooltip_Group"	"Selecteer een vooraf ingestelde bedieningsgroep van eenheden. Selecteer de gewenste eenheden en houd CTRL + een van deze sneltoetsen ingedrukt om een bedieningsgroep vast te leggen."
"DOTA_Hotkeys_Tooltip_Legacy"	"Gebruik alle sneltoetsen geassocieerd met Dota 1. Vaardigheidssneltoetsen zullen variëren per held."
"DOTA_Hotkeys_Tooltip_Cast"	"Sneltoetsen om een vaardigheid te gebruiken."
"DOTA_Hotkeys_Tooltip_ItemCast"	"Sneltoetsen om een voorwerp in je inventaris te gebruiken."
"DOTA_Settings_Tooltip_Autoattack"	"Beweeg automatisch naar en val nabije vijanden aan."
