"dota"
{
"DOTA_Accept"	"ยอมรับ"
"dota_profile_oi_preview"	"นี่คือตัวอย่างชื่อของคุณที่จะแสดงบนกระดานผู้นำและในเกมลีก:"
"dota_profile_oi_preview_warning"	"ข้อมูลนี้สามารถแก้ไขได้ครั้งเดียวในทุก ๆ สองสัปดาห์เท่านั้น ดังนั้นโปรดตรวจสอบให้แน่ใจว่ามันถูกต้องแล้ว ก่อนที่จะอัปเดต!"
"dota_profile_oi_submit_info"	"ส่ง"
"dota_profile_oi_submit_pending"	"กำลังส่ง..."
"dota_profile_oi_submit_success"	"สำเร็จ!"
"dota_profile_oi_submit_failure"	"ล้มเหลว - โปรดลองอีกครั้ง"
"dota_role_core"	"Core"
"dota_role_support"	"Support"
"Compendium_GenerateFail"	"ล้มเหลวในการสร้างไฟล์ทรัพยากร '{s:s1}'"
"Compendium_PreparePublish"	"กำลังเตรียมการเผยแพร่"
"Compendium_PublishError"	"ล้มเหลวในการคัดลอก '{s:s1}' ไปยังไดเรกทอรี Compendium ที่ '{s:s2}'"
"Compendium_PublishFinishedTitle"	"เผยแพร่สำเร็จ"
"DOTA_Treasure"	"สมบัติ"
"DOTA_Blog"	"มาใหม่ใน Dota 2"
"DOTA_SortBy"	"จัดเรียงตาม"
"DOTA_SortOption_Newest"	"ใหม่สุด"
"DOTA_SortOption_Owned"	"ที่ครอบครอง"
"DOTA_SortOption_Price"	"ราคา"
"DOTA_SortOption_Alphabetical"	"ตัวอักษร"
"Action_Use"	"ใช้"
"DOTA_BadgeLevel"	"{d:badge_level}"
"DOTA_AHC_CurrentHero"	"ฮีโร่ปัจจุบัน"
"DOTA_AHC_CurrentHeroName"	"{s:current_hero_name}"
"DOTA_AHC_InProgress"	"กำลังดำเนินการ"
"DOTA_AHC_CurrentHeroAttempts"	"เล่น {s:current_hero_attempts} ครั้ง"
"DOTA_AHC_CurrentHeroAverage"	"ค่าเฉลี่ยทั่วโลก"
"DOTA_AHC_CurrentHeroAverageAttempts"	"เล่น {s:current_hero_average_attempts} ครั้ง"
"DOTA_AHC_NextHero"	"ฮีโร่ถัดไป"
"DOTA_AHC_NextHeroName"	"{s:next_hero_name}"
"DOTA_AHC_ChallengeProgress"	"ความคืบหน้าการท้าทาย ({d:challenge_progress_percent}%)"
"DOTA_AHC_HeroesCompleted"	"ฮีโร่ที่เสร็จสมบูรณ์"
"DOTA_AHC_HeroesCompletedValue"	"{d:heroes_completed} / {d:heroes_total}"
"DOTA_AHC_TotalAttempts"	"จำนวนครั้งทั้งหมด"
"DOTA_AHC_TotalAttemptsValue"	"{d:challenge_total_attempts} เกม"
"DOTA_AHC_EquivalentWorldAverage"	"ค่าเฉลี่ยทั่วโลกเทียบเท่า"
"DOTA_AHC_EquivalentWorldAverageValue"	"{d:challenge_average_total_attempts} เกม"
"DOTA_AHC_LifetimeStats"	"สถิติการท้าทายตลอดกาล"
"DOTA_AHC_FullChallengesCompleted"	"สำเร็จการท้าทายครบถ้วน"
"DOTA_AHC_FullChallengesCompletedValue"	"{d:full_challenges_completed}"
"DOTA_AHC_BestFullChallenge"	"การท้าทายครบถ้วนดีที่สุด"
"DOTA_AHC_BestFullChallengeValueNone"	"ไม่มี"
"DOTA_AHC_BestFullChallengeValue"	"{d:best_full_challenge} เกม"
"DOTA_AHC_FullChallengeAverage"	"ค่าเฉลี่ยการท้าทายครบถ้วนทั่วโลก"
"DOTA_AHC_FullChallengeAverageValue"	"{s:full_challenge_average} เกม"
"DOTA_AHC_ChallengeReward"	"รางวัลการท้าทาย"
"DOTA_AHC_ChallengeTrophyName"	"{s:challenge_trophy_name}"
"DOTA_AHC_ChallengeTrophyLevel"	"ระดับ {d:challenge_trophy_level}"
"DOTA_Trophies_ViewEarned"	"สำเร็จแล้ว"
"DOTA_Party_Add_Friends"	"เพิ่มเพื่อนเพื่อสร้างปาร์ตี้"
"DOTA_ItemSet_Count_text"	"{d:item_current_group} / {d:item_group_count}"
"DOTA_Custom_Game_Map_AnyNumbered"	"อะไรก็ได้ ({d:map_choices})"
"dota_settings_enable_console"	"เปิดการใช้งานคอนโซล"
"dota_settings_enable_console_tooltip"	"หากคุณมีตัวเลือกการเริ่มเช่น -dev หรือ -console ซึ่งเปิดการใช้งานคอนโซล มันจะถูกเรียกใช้งานทับการตั้งค่านี้"
"dota_settings_binding_options"	"ตัวเลือกการกำหนดปุ่ม"
"dota_settings_allow_gui_key_to_bind"	"อนุญาตให้ปุ่ม Windows / Command ถูกกำหนดได้"
"DOTA_HeroLoadout_Loadout"	"ชุดปรับแต่ง"
"DOTA_HeroLoadout_About"	"เกี่ยวกับ"
"DOTA_HeroLoadout_Guides"	"คู่มือ"
"DOTA_HeroLoadout_Roles"	"ตำแหน่ง"
"DOTA_HeroLoadout_Biography"	"ชีวประวัติ"
"DOTA_Feed_Say_Something"	"บอกบางอย่างบนฟีดของคุณ..."
"DOTA_Armory_ClearFilter"	"ล้างตัวกรอง"
"DOTA_Armory_ContextMenu_Tags"	"แท็ก..."
"DOTA_Armory_ContextMenu_EffigyPose"	"ท่าทาง..."
"DOTA_Armory_ContextMenu_EffigyReforge"	"หลอมสร้างใหม่..."
"DOTA_EffigyEditor_CreateEffigy"	"สร้างรูปสลัก"
"DOTA_EffigyEditor_PoseEffigy"	"ท่าทางรูปสลัก"
"DOTA_EffigyEditor_ReforgeEffigy"	"หลอมสร้างรูปสลักใหม่"
"DOTA_EffigyEditor_Model"	"ฮีโร่"
"DOTA_EffigyEditor_Loadout"	"ไปยังหน้าชุดปรับแต่ง"
"DOTA_EffigyEditor_Inscription"	"คำจารึก:"
"DOTA_EffigyEditor_Animation"	"แอนิเมชัน:"
"DOTA_EffigyEditor_Frame"	"เลือกเฟรม:"
"DOTA_EffigyEditor"	"เครื่องมือแก้ไขรูปสลัก"
"DOTA_EffigyEditor_ConfirmCreate"	"การสร้างรูปสลักฮีโร่จะใช้ก้อนสำหรับแกะสลัก หลังจากการสร้าง มันจะสามารถปรับเปลี่ยนได้โดยการใช้ตัวหลอมสร้างรูปสลักใหม่เท่านั้น คุณแน่ใจหรือไม่ว่าต้องการดำเนินการต่อ?"
"DOTA_EffigyEditor_ConfirmReforge"	"การหลอมสร้างรูปสลักฮีโร่ใหม่จะใช้ตัวหลอมสร้างรูปสลักใหม่ คุณแน่ใจหรือไม่ว่าต้องการดำเนินการต่อ?"
"DOTA_EffigyEditor_Error"	"ล้มเหลวในการสร้างรูปสลักฮีโร่"
"DOTA_EffigyEditor_ErrorReforge"	"ล้มเหลวในการหลอมสร้างรูปสลักฮีโร่"
"DOTA_EffigyEditor_ErrorPose"	"ล้มเหลวในการโพสท่ารูปสลักฮีโร่แห่งเกียรติยศ"
"DOTA_EffigyEditor_Success"	"รูปสลักฮีโร่ของคุณได้ถูกสร้างอย่างเสร็จสมบูรณ์แล้ว"
"DOTA_EffigyEditor_SuccessReforge"	"รูปสลักฮีโร่ของคุณได้ถูกหลอมสร้างใหม่อย่างเสร็จสมบูรณ์แล้ว"
"DOTA_EffigyEditor_SuccessPose"	"รูปสลักฮีโร่ของคุณได้โพสท่าอย่างเสร็จสมบูรณ์แล้ว"
"dota_profile_content_tab_all_hero_challenge"	"การท้าทายฮีโร่ทุกตัว"
"DOTA_tooltip_econ_item_delete_restriction"	"ลบไม่ได้"
"DOTA_tooltip_econ_item_modifiers"	"ตัวเปลี่ยนแปลง"
"DOTA_tooltip_econ_item_modifier_animation"	"แอนิเมชัน"
"DOTA_tooltip_econ_item_modifier_announcer"	"เสียงผู้ประกาศ"
"DOTA_tooltip_econ_item_modifier_HUD"	"HUD"
"DOTA_tooltip_econ_item_modifier_health_bar"	"แถบพลังชีวิต"
"DOTA_tooltip_econ_item_modifier_ability_name"	"ชื่อสกิล"
"DOTA_tooltip_econ_item_modifier_loading_screen"	"หน้าจอโหลด"
"DOTA_tooltip_econ_item_modifier_cursor_pack"	"แพ็คเคอร์เซอร์"
"DOTA_tooltip_econ_item_modifier_portrait"	"ภาพฮีโร่"
"DOTA_tooltip_econ_item_modifier_ambient_effects"	"เอฟเฟกต์แสง"
"DOTA_tooltip_econ_item_modifier_kill_effects"	"เอฟเฟกต์การสังหาร"
"DOTA_tooltip_econ_item_modifier_spell_effects"	"เอฟเฟกต์กำหนดเอง"
"DOTA_tooltip_econ_item_modifier_model"	"โมเดล"
"DOTA_tooltip_econ_item_modifier_scale"	"ขนาด"
"DOTA_tooltip_econ_item_modifier_wearable"	"สวมใส่ได้"
"DOTA_tooltip_econ_item_modifier_courier"	"Courier"
"DOTA_tooltip_econ_item_modifier_flying_courier"	"Courier บิน"
"DOTA_tooltip_econ_item_modifier_pet"	"สัตว์เลี้ยง"
"DOTA_tooltip_econ_item_modifier_weather"	"สภาพอากาศ"
"DOTA_tooltip_econ_item_modifier_sound"	"เสียง"
"DOTA_tooltip_econ_item_modifier_soundscape"	"เสียงสภาพแวดล้อม"
"DOTA_tooltip_econ_item_modifier_voice"	"เสียงพากย์"
"DOTA_tooltip_econ_item_modifier_icon"	"ไอคอน"
"DOTA_econ_item_details_style_label"	"รูปแบบ:"
"DOTA_econ_item_details_gift_label"	"ของขวัญจาก:"
"Compendium_Downloading"	"กำลังดาวน์โหลด Compendium..."
"Compendium_DLFailed"	"การดาวน์โหลดล้มเหลว"
"Compendium_DLFailed_Desc"	"ไม่สามารถดาวน์โหลด Compendium\n\nโปรดลองใหม่อีกครั้งในภายหลัง"
"Compendium_Error"	"ข้อผิดพลาด Compendium"
"Compendium_Error_Desc"	"มีปัญหาเกิดขึ้นกับ Compendium เรากำลังแก้ไขอยู่ในขณะนี้\n\nโปรดลองใหม่อีกครั้งในภายหลัง"
"Compendium_Retry"	"ลองใหม่"
"Compendium_preview_mode"	"โหมดดูตัวอย่างเท่านั้น"
"Compendium_preview_click"	"คลิกเพื่อดูข้อมูลเพิ่มเติม"
"Compendium_level"	"ระดับ"
"Compendium_to_next_level"	"สู่ระดับถัดไป"
"Compendium_LevelupPts_Singular"	"1 แต้ม"
"Compendium_LevelupPts_Plural"	"{d:next_comp_level} แต้ม"
"DOTA_GlobalItems_MegaKill"	"แพ็คเสียงสังหาร"
"DOTA_Treasure_BonusReward"	"รางวัลพิเศษ"
"DOTA_OpenTreasureTooltip_ExtraItems"	"... และอีก {d:extra_items_count} รายการ!"
"DOTA_AASystem_Green"	"รวมเวลาสะสมออนไลน์ในเกม: {s:playtime} ขณะนี้คุณกำลังเล่นในช่วงที่ยังปลอดภัยต่อสุขภาพ ขอให้เล่นเกมให้สนุก!"
"DOTA_AASystem_Yellow"	"รวมเวลาสะสมออนไลน์ในเกม: {s:playtime} ขณะนี้คุณได้เล่นเลยช่วงเวลาที่ปลอดภัยต่อสุขภาพแล้ว กรุณาไปพักผ่อนได้แล้ว!"
"DOTA_AASystem_Red"	"รวมเวลาสะสมออนไลน์ในเกม: {s:playtime} ขณะนี้คุณได้เล่นเลยช่วงเวลาที่ปลอดภัยต่อสุขภาพแล้ว ขอแนะนำให้คุณออกจากเกมแล้วไปพักผ่อนซะเถอะ!"
"DOTA_AntiAddiction_Initial_With_ID_18Plus"	"ออนไลน์ครั้งล่าสุด: %s1\nไอพีแอดเดรสล่าสุด: %s2"
"DOTA_AntiAddiction_Initial_With_ID_Under_18"	"คุณมีอายุต่ำกว่า 18 ปี ระบบป้องกันการเสพติดกำลังทำงาน\nออนไลน์ครั้งล่าสุด: %s1\nไอพีแอดเดรสล่าสุด: %s2"
"DOTA_AntiAddiction_Initial_No_ID"	"บัญชีของคุณยังไม่ได้ลงทะเบียน\nออนไลน์ครั้งล่าสุด: %s1\nไอพีแอดเดรสล่าสุด: %s2"
"DOTA_AntiAddiction_Blocked_Time_Exceeded"	"เกินเวลาที่อนุญาตของระบบป้องกันการเสพติด เกมกำลังปิดตัวลง"
"DOTA_AntiAddiction_Initial_No_ID_Popup"	"บัญชีของคุณไม่ได้ลงทะเบียนอย่างสมบูรณ์ คุณต้องการที่จะกรอกข้อมูลของคุณในขณะนี้หรือไม่?"
"DOTA_AntiAddiction_CompleteInfoNow"	"กรอกข้อมูล"
"DOTA_AntiAddiction_CompleteInfoNotNow"	"ไม่ใช่ตอนนี้"
"DOTA_AntiAddiction_Initial_DateFormat"	"%s1ปี%s2เดือน%s3วัน %s4:%s5:%s6"
"DOTA_AntiAddiction_Label_Green"	"เวลาเล่นเกม: {s:playtime} ( พอดีต่อสุขภาพ )"
"DOTA_AntiAddiction_Label_Yellow"	"เวลาเล่นเกม: {s:playtime} ( เสียสุขภาพ )"
"DOTA_AntiAddiction_Label_Red"	"เวลาเล่นเกม: {s:playtime} ( นานเกินไป )"
"DOTA_Workshop_Browse"	"เปิดหา"
"DOTA_Workshop_TextureName_color"	"สี"
"DOTA_Workshop_MaterialName_NormalTexture"	"นอร์มอลแมพ"
"DOTA_Workshop_Model"	"โมเดล"
"DOTA_Workshop_Animations"	"แอนิเมชัน"
"DOTA_Workshop_Misc"	"เบ็ดเตล็ด"
"DOTA_Workshop_SubmissionType_Ward"	"Ward"
"DOTA_Workshop_ImportP4"	"นำเข้า (P4)"
"DOTA_Workshop_ImportNoP4"	"นำเข้า (ไม่มี P4)"
"DOTA_Workshop_SaveSettings"	"บันทึกการตั้งค่า"
"DOTA_Workshop_LoadSettings"	"โหลดการตั้งค่า"
"DOTA_Workshop_Ready"	"พร้อม"
"DOTA_Workshop_Optional"	"ตัวเลือก"
"DOTA_Workshop_Required"	"จำเป็น"
"DOTA_Workshop_NotRequired_Geometry"	"(จำนวนสามเหลี่ยมสูงสุด: %s1)"
"DOTA_Workshop_NotRequired_Texture"	"(พื้นผิวจะถูกปรับขนาดเป็น: %s1)"
"DOTA_Workshop_ItemName"	"ชื่อไอเท็ม"
"DOTA_Workshop_UnknownLOD"	"ไฟล์รูปทรงที่ไม่ทราบ"
"DOTA_Workshop_LOD0Title"	"รูปทรงภาพย่อ"
"DOTA_Workshop_LOD1Title"	"รูปทรงในเกม"
"DOTA_Workshop_Texture_Title"	"ไฟล์พื้นผิว"
"DOTA_Workshop_Texturing"	"ช่วยเหลือการทำพื้นผิว"
"DOTA_Workshop_Modelling"	"ช่วยเหลือการทำโมเดล"
"DOTA_Workshop_Animation"	"วิธีใช้แอนิเมชัน"
"DOTA_Workshop_AbilityIconsHelp"	"วิธีใช้ไอคอนสกิล"
"DOTA_Workshop_DisableNICE"	"ปิดการใช้งานการกรองพื้นผิว"
"DOTA_Workshop_Reimport"	"อัปเดต"
"DOTA_Workshop_Models_Title"	"โมเดล"
"DOTA_Workshop_Materials_Title"	"วัตถุ"
"DOTA_Workshop_Attachments_Title"	"จุดเชื่อมต่อ"
"DOTA_Workshop_Marketing_Title"	"การตลาด"
"DOTA_Workshop_Marketing_Desc"	"ไฟล์ .PSD ที่บรรจุภาพการตลาดที่เลือกสรรแล้วใช้เพื่อส่งเสริมผลงานนำเสนอของคุณ คลิกลิงก์คู่มือการทำการตลาดเพื่อดูสิ่งที่ต้องการและรูปแบบที่แนะนำสำหรับไฟล์ .PSD ของคุณ"
"DOTA_Workshop_Marketing_Help"	"ช่วยเหลือเกี่ยวกับการตลาด"
"DOTA_Workshop_Particles_Title"	"อนุภาค"
"DOTA_Workshop_Images_Title"	"ภาพ"
"DOTA_Workshop_AbilityIcons_Title"	"ไอคอนสกิล"
"DOTA_Workshop_HudSkin_Help"	"ช่วยเหลือเกี่ยวกับสกิน HUD"
"DOTA_Workshop_CursorPack_Desc"	"ชุดไฟล์ .BMP ที่ใช้แทนเคอร์เซอร์หลายรูปแบบสำหรับในหน้าอินเตอร์เฟส นอกจากนั้นต้องมีไฟล์ดิบ .PNG ของเคอร์เซอร์ดังกล่าว เปิดหา icon.png ที่จะเป็นไอคอนในช่องคลังแสงของคุณ และเราจะหาไฟล์อื่นให้"
"DOTA_Workshop_CursorPack_Help"	"ช่วยเหลือเกี่ยวกับแพ็คเคอร์เซอร์"
"DOTA_Workshop_ImportLoadingScreen"	"นำเข้าหน้าจอโหลด"
"DOTA_Workshop_LoadingScreen_Intro"	"รูปภาพที่จะถูกนำไปแทนภาพหน้าจอโหลดเริ่มต้นของ Dota 2"
"DOTA_Workshop_LoadingScreen_Desc"	"เปิดหา loadingscreen.png"
"DOTA_UI_LoadScreen_16_9"	"อัตราส่วนภาพ 16:9"
"DOTA_UI_LoadScreen_16_10"	"อัตราส่วนภาพ 16:10"
"DOTA_UI_LoadScreen_4_3"	"อัตราส่วนภาพ 4:3"
"DOTA_Workshop_ImportChatEmoticon"	"นำเข้าอีโมติคอนแชท"
"DOTA_Workshop_ChatEmoticon_Intro"	"อีโมติคอนแชทที่เคลื่อนไหวได้"
"DOTA_Workshop_ChatEmoticon_Help"	"ช่วยเหลือเกี่ยวกับอีโมติคอนแชท"
"DOTA_Workshop_ChatEmoticon_Title"	"ไฟล์ภาพต้นฉบับ"
"DOTA_Workshop_ChatEmoticon_ItemName"	"คีย์เวิร์ดอีโมติคอน"
"DOTA_Workshop_ChatEmoticon_ItemName_Desc"	"เสนอคีย์เวิร์ดอีโมติคอนแชท"
"DOTA_Workshop_ChatEmoticon_AnimationSpeed"	"เวลาเฟรม"
"DOTA_Workshop_ChatEmoticon_AnimationSpeed_Desc"	"เวลาเฟรม ในมิลลิวินาที อีโมติคอนส่วนมากใช้ 100 มิลลิวินาทีต่อเฟรม"
"DOTA_Workshop_ChatEmoticon_DefaultFrame"	"เฟรมเริ่มต้น"
"DOTA_Workshop_ChatEmoticon_Preview_Title"	"แสดงตัวอย่างอีโมติคอนแชท"
"DOTA_Workshop_ImportChatEmoticon_Preview"	"แสดงตัวอย่าง"
"DOTA_Workshop_File_ChatEmoticon"	"ภาพต้นฉบับ (ไฟล์ .png)"
"DOTA_Workshop_Attachments_Desc"	"จุดเชื่อมต่อที่ถูกผูกติดกับโมเดล เป็นจุดที่เกมจะสามารถจะนำมาสร้างเอฟเฟกต์บางอย่างได้ ซึ่งแต่ละจุดจะมีค่าตำแหน่งและองศามุมซึ่งเกิดจากกระดูกในโมเดลของคุณ สำหรับการเรียกใช้จุดที่ผูกติดแต่ละครั้งจะต้องระบุชื่อของกระดูก เมื่อเราได้สร้างโมเดลที่คุณนำเข้าขึ้นมา ตัวอย่างจะแสดงจุดเชื่อมต่อเพื่อให้คุณสามารถตรวจสอบตำแหน่งได้"
"DOTA_Workshop_Attachments_UIBlock"	"จุดเชื่อมต่อ %s1"
"DOTA_Workshop_Attachment_AttackPoint"	"ชื่อของกระดูกส่วนจุดโจมตี"
"DOTA_Workshop_Attachment_Mouth"	"ชื่อของกระดูกส่วนปาก"
"DOTA_Workshop_Animation_Title"	"แอนิเมชัน"
"DOTA_Workshop_Animation_Desc"	"แอนิเมชันเป็นไฟล์ .DMX .SMD หรือ .FBX แต่ละไฟล์บรรจุแอนิเมชันเดี่ยวสำหรับโมเดลของคุณ"
"DOTA_Workshop_Animation_UIBlock"	"แอนิเมชัน %s1"
"DOTA_Workshop_Preview_Anim"	"แอนิเมชัน:"
"DOTA_Workshop_Error_TooManyBones"	"%1 มีกระดูกมากกว่าที่ได้รับอนุญาต\nโมเดลไม่สามารถมีกระดูกมากกว่า 52 ชิ้นได้"
"DOTA_Workshop_OutOfBudget"	"%1 มีจำนวนสามเหลี่ยมเกินที่จำกัดไว้:\n %2 มีสามเหลี่ยม %3 ชิ้น ซึ่งจำนวนจำกัดอนุญาตให้ใช้ไม่เกิน %4 ชิ้น เท่านั้น"
"DOTA_Workshop_LOD1Title_Ward"	"รูปทรงในเกม"
"DOTA_Workshop_Animation_Spawn"	"เกิด"
"DOTA_Workshop_Animation_Idle"	"หยุดนิ่ง"
"DOTA_Workshop_Animation_IdleAlt"	"ท่านิ่งเฉยอีกแบบ"
"DOTA_Workshop_Animation_IdleRare"	"หยุดนิ่งแบบพิเศษ"
"DOTA_Workshop_Animation_Run"	"วิ่ง"
"DOTA_Workshop_Animation_RunAlt"	"ท่าวิ่งอีกแบบ"
"DOTA_Workshop_Animation_RunRare"	"วิ่งแบบพิเศษ"
"DOTA_Workshop_Animation_RunHaste"	"วิ่งความเร็ว Haste"
"DOTA_Workshop_Animation_RunInjured"	"วิ่งขณะบาดเจ็บ"
"DOTA_Workshop_Animation_Die"	"ตาย"
"DOTA_Workshop_Animation_Die2"	"การตายอีกแบบ"
"DOTA_Workshop_Animation_Attack"	"โจมตี"
"DOTA_Workshop_Animation_Attack_Desc"	"แอนิเมชันการโจมตีต้องสอดคล้องกับจังหวะเวลาแอนิเมชันดั้งเดิมของยูนิตนั้น"
"DOTA_Workshop_Animation_AttackB"	"การโจมตีอีกแบบ"
"DOTA_Workshop_Animation_Flail_Desc"	"การเคลื่อนไหววนซ้ำที่จะถูกใช้เมื่อยูนิตไม่สามารถควบคุมได้และกำลังเคลื่อนไหว (เช่นระหว่างถูก Cyclone, Black Hole, หรือถูกโยนขึ้นไปในอากาศ)"
"DOTA_Workshop_Animation_BackLeftAttack"	"โจมตีด้านซ้ายหลัง"
"DOTA_Workshop_LD_Trueform_Ability1_Desc"	"ความยาว 40 เฟรม ยูนิตอัญเชิญเริ่มในเฟรมที่ 15"
"DOTA_Workshop_LD_Trueform_Ability2_Desc"	"ความยาว 30 เฟรม ยูนิตอัญเชิญเริ่มในเฟรมที่ 0"
"DOTA_Workshop_LD_Trueform_Ability4_Desc"	"ความยาว 40 เฟรม ยูนิตอัญเชิญเริ่มในเฟรมที่ 15"
"DOTA_Workshop_AmbientLight"	"แสงล้อมรอบ"
"DOTA_Workshop_EditAttachments"	"แก้ไขจุดเชื่อมต่อ"
"DOTA_Workshop_GameDay"	"กลางวัน"
"DOTA_Workshop_GameNight"	"กลางคืน"
"DOTA_Workshop_Next"	"ถัดไป"
"DOTA_Workshop_PickType"	"เลือกชนิด"
"DOTA_Workshop_Prev"	"ก่อนหน้า"
"DOTA_Workshop_Preview"	"ดูตัวอย่าง"
"DOTA_Workshop_PreviewInGame"	"ดูตัวอย่างในเกม"
"DOTA_Workshop_Submit"	"เสนอ"
"DOTA_Workshop_Texture"	"พื้นผิว"
"DOTA_Workshop_LoadSession"	"โหลดเซสซัน"
"DOTA_Workshop_SaveSession"	"บันทึกเซสซัน"
"DOTA_Filter_Field_Category"	"แท็ก"
"DOTA_Armory_Tags_Popup_Title"	"กำหนดแท็ก"
"DOTA_Armory_Attributes"	"คุณสมบัติ"
"DOTA_Event_Level"	"ระดับ"
"DOTA_Skip"	"ข้าม"
"DOTA_Done"	"เสร็จสิ้น"
"DOTA_TryAgain"	"ลองอีกครั้ง"
"DOTA_Treasure_OpenAnother"	"เปิดชิ้นอื่น"
"DOTA_Treasure_OpenTreasure"	"เปิดสมบัติ"
"DOTA_Treasure_OpenNoDupe"	"แต่ละครั้งที่คุณเปิดสมบัติจะบรรจุไอเท็ม {d:items_per_treasure} ชิ้นจากที่แสดงทั้งหมด คุณจะไม่ได้รับชิ้นเดิมซ้ำอีกจนกว่าคุณจะได้ทุกชิ้นครบ และหากคุณโชคดี คุณอาจจะได้รับไอเท็มหายากหนึ่งชิ้นด้วย"
"DOTA_Treasure_OpenDupe"	"แต่ละครั้งที่คุณเปิดสมบัติจะบรรจุไอเท็ม {d:items_per_treasure} ชิ้นจากที่แสดงทั้งหมด คุณจะอาจได้รับชิ้นเดิมซ้ำอีก และหากคุณโชคดี คุณอาจจะได้รับไอเท็มหายากหนึ่งชิ้นด้วย"
"DOTA_Treasure_OpenFailed_NoItem"	"ไม่พบสมบัติที่สามารถเปิดได้ในช่องเก็บของของคุณ"
"DOTA_Treasure_OpenFailed_NoItemsReceived"	"ไม่สามารถแสดงรายชื่อของไอเท็มที่จะได้รับจากสมบัติได้"
"DOTA_Treasure_OpenSuccess"	"ยินดีด้วย! คุณได้รับ:"
"dota_settings_force_right_click_attack"	"บังคับคลิกขวาโจมตี"
"DOTA_Settings_Tooltip_Force_Right_Click_Attack"	"การคลิกขวาบนยูนิตฝ่ายเดียวกันจะทำให้ฮีโร่ของคุณพยายามที่จะโจมตียูนิตตัวนั้น"
"DOTA_Effigy_AcceptCustomize"	"ยอมรับการปรับแต่งรูปสลัก"
"DOTA_Effigy_CancelCustomize"	"ยกเลิกการปรับแต่งรูปสลัก"
"DOTA_Custom_Game_Created_By"	"สร้างโดย <b>{g:dota_persona:author}</b>"
"DOTA_Custom_Game_Dedicated_Servers"	"มีเซิร์ฟเวอร์เฉพาะ"
"DOTA_Custom_Game_Dedicated_Servers_I"	"เซิร์ฟเวอร์นี้มีการรองรับเซิร์ฟเวอร์เฉพาะ เกมที่ถูกเล่นจะถูกโฮสต์โดย Valve บนเซิร์ฟเวอร์เฉพาะ"
"dota_settings_rangefinder"	"แสดงเส้นบอกระยะสกิลขณะกดร่าย"
"DOTA_View_Details"	"ดูรายละเอียด"
"DOTA_TabName_Featured"	"โดดเด่น"
"DOTA_TabName_Heroes"	"ฮีโร่"
"DOTA_Friends_ID"	"ไอดีเพื่อน:"
"DOTA_Profile_Edit"	"แก้ไขโปรไฟล์"
"DOTA_Profile_LifetimeStats"	"สถิติตลอดกาล"
"DOTA_Profile_ViewSteamProfile"	"ดูโปรไฟล์ Steam"
"DOTA_Profile_SendMessage"	"ส่งข้อความ"
"DOTA_Trophies_ViewAvailable"	"สามารถรับได้"
"DOTA_TrophyXPProgress"	"{d:trophy_xp} / {d:total_trophy_xp}<span class=\"TrophyPointTextSmall\">TP</span>"
"DOTA_TrophyDetails_XP"	"{d:trophy_details_xp}<span class=\"TrophyPointTitleSmall\">TP</span>"
"DOTA_TrophyDetails_PointsPerLevel"	"ได้รับ {d:trophy_points_per_level} แต้มถ้วยรางวัล ในแต่ละครั้งที่ระดับถ้วยนี้เพิ่มขึ้น"
"DOTA_Trophy_Upgraded"	"ถ้วยรางวัลอัปเกรดแล้ว"
"DOTA_Trophy_Achieved"	"ได้รับถ้วยรางวัลแล้ว"
"DOTA_TrophyPlusProfileXP"	"+{d:trophy_xp} แต้มถ้วยรางวัล"
"DOTA_ProfileBadge_Upgraded"	"เหรียญตราโปรไฟล์อัปเกรดแล้ว"
"DOTA_Lobby_Settings_Tournament_None"	"ไม่มี"
"DOTA_Lobby_Settings_Tournament"	"ลีก"
"DOTA_WatchReplaysConextMenu_Watch"	"เข้าชม"
"DOTA_WatchReplaysConextMenu_DownloadWatch"	"ดาวน์โหลดและเข้าชมเดี๋ยวนี้"
"DOTA_WatchReplaysConextMenu_DownloadWatchLater"	"ดาวน์โหลดและเข้าชมภายหลัง"
"DOTA_WatchReplaysConextMenu_WatchLater"	"เข้าชมภายหลัง"
"DOTA_WatchReplaysConextMenu_WatchLaterClear"	"ล้างจากรายการเข้าชมภายหลัง"
"DOTA_WatchReplays_Game1"	"เกมที่ 1"
"DOTA_WatchReplays_Game2"	"เกมที่ 2"
"DOTA_WatchReplays_Game3"	"เกมที่ 3"
"DOTA_WatchReplays_Game4"	"เกมที่ 4"
"DOTA_WatchReplays_Game5"	"เกมที่ 5"
"DOTA_WatchReplayError"	"ข้อผิดพลาดในการเข้าชมรีเพลย์"
"DOTA_WatchReplayError_Incompatible"	"รีเพลย์นี้ไม่รองรับการทำงานกับ Dota เวอร์ชันนี้"
"DOTA_WatchReplayError_DoesNotExist"	"แมตช์นี้ไม่มีอยู่"
"DOTA_WatchTournaments_PrizePoolLabel"	"	"
"DOTA_WatchTournaments_PrizePoolTicketPrice"	"ซื้อตั๋ว {g:dota_item_price:ticket_itemdef}"
"DOTA_WatchTournaments_PrizePoolActivate"	"เปิดใช้ตั๋ว"
"DOTA_WatchTournaments_LiveGames"	"- มีเกมถ่ายทอดสด"
"DOTA_WatchTournaments_View"	"ดู"
"DOTA_WatchTournaments_Region_NA"	"อเมริกาเหนือ"
"DOTA_WatchTournaments_Region_SA"	"อเมริกาใต้"
