"dota"
{
"DOTA_Accept"	"Akceptuj"
"dota_settings_audiodefaults"	"Zmień na domyślne"
"dota_settings_defaultaudio"	"Domyślne"
"dota_settings_sounddevice"	"Urz. dźwiękowe:"
"dota_settings_speakerconfig"	"Konfiguracja głośników:"
"dota_settings_headphones"	"Słuchawki"
"dota_settings_2speakers"	"2 głośniki"
"dota_settings_4speakers"	"4 głośniki"
"dota_settings_5speakers"	"Głośniki 5.1"
"dota_settings_7speakers"	"Głośniki 7.1"
"dota_settings_captions"	"Napisy"
"dota_settings_playsoundinbackground"	"Odtwarzaj dźwięk na pulpicie"
"dota_settings_chatsounds"	"Dźwięk wiadomości czatu"
"dota_settings_mutecobroadcasters"	"Wycisz współkomentatorów"
"dota_settings_highqualityaudio"	"Wysoka jakość dźwięku"
"dota_settings_enhancestereo"	"Rozszerzone stereo"
"dota_settings_unitspeeh"	"Mowa jednostek"
"dota_settings_unitspeech_off"	"Wył."
"dota_settings_unitspeech_events"	"Zdarzenia"
"dota_settings_unitspeech_all"	"Wszystkie"
"OS_Default_Device"	"Urządzenie domyślne"
"DOTA_Keybind_ARROW"	"Strzałki (domyślnie)"
"DOTA_Keybind_WASD"	"WASD"
"DOTA_Keybind_MMO"	"MMO"
"DOTA_Keybind_LEGACY"	"Klasyczne"
"DOTA_Keybind_LOL"	"League of Legends"
"DOTA_Keybind_HON"	"Heroes of Newerth"
"DOTA_Keybind_SMITE"	"Smite"
"DOTA_Hotkeys_Tooltip_LearnAbility"	"Wejdź w tryb nauki umiejętności, jeśli masz punkty umiejętności do wykorzystania."
"DOTA_Hotkeys_Tooltip_LearnStats"	"Dodaje po 2 punkty do każdej z twoich statystyk, jeśli masz punkt umiejętności do wykorzystania."
"DOTA_Hotkeys_Tooltip_HeroAttack"	"Rusz się do wskazanej lokacji, jednocześnie atakując napotkane wrogie jednostki / Zaatakuj sojuszniczą jednostkę, jeśli można ją dobić."
"DOTA_Hotkeys_Tooltip_HeroMove"	"Rusz się do wskazanej lokacji lub podążaj za jednostką bez atakowania jej."
"DOTA_Hotkeys_Tooltip_HeroStop"	"Przerwij twoje obecne działanie."
"DOTA_Hotkeys_Tooltip_HeroHold"	"Przerwij twoje obecne działanie i utrzymaj pozycję."
"DOTA_Hotkeys_Tooltip_HeroSelect"	"Wybierz bohatera."
"DOTA_Hotkeys_Tooltip_SelectAll"	"Wybierz wszystkie jednostki pod twoją kontrolą."
"DOTA_Hotkeys_Tooltip_SelectAllOthers"	"Wybierz wszystkie inne jednostki pod twoją kontrolą (twój bohater nie zostanie wybrany)."
"DOTA_Hotkeys_Tooltip_CourierSelect"	"Wybierz kuriera."
"DOTA_Hotkeys_Tooltip_CourierDeliver"	"Rozkazuje kurierowi dostarczenie przedmiotów ze schowka do ciebie."
"DOTA_Hotkeys_Tooltip_CourierHaste"	"Aktywuje przyśpieszenie dla kuriera, jeśli jest dostępne."
"DOTA_Hotkeys_Tooltip_UseActionItem"	"Użyj przedmiotu działania."
"DOTA_Hotkeys_Tooltip_HeroTaunt"	"Użyj drwiny swojego bohatera. Dostępne jako przedmiot do założenia."
"DOTA_Hotkeys_Tooltip_ShopToggle"	"Otwórz panel sklepu."
"DOTA_Hotkeys_Tooltip_PurchaseQuickbuy"	"Kup następny przedmiot z okienka szybkiego zakupu, jeśli cię na to stać."
"DOTA_Hotkeys_Tooltip_PurchaseSticky"	"Kup zakotwiczony przedmiot, jeśli cię na niego stać."
"DOTA_Hotkeys_Tooltip_GrabStashItems"	"Przenieś wszystkie przedmioty ze schowka do swojego bohatera."
"DOTA_Hotkeys_Tooltip_RecentEvent"	"Przesuwa kamerę do najnowszych wydarzeń na mapie."
"DOTA_Hotkeys_Tooltip_InspectHeroInWorld"	"Zobacz jednostkę ze zbliżonej perspektywy."
"DOTA_Hotkeys_Tooltip_ChatTeam"	"Wyślij wiadomość do wszystkich w twojej drużynie."
"DOTA_Hotkeys_Tooltip_ChatGlobal"	"Wyślij wiadomość do wszystkich w obecnej grze (doda klawisz Shift do obecnego skrótu klawiszowego czatu drużynowego)."
"DOTA_Hotkeys_Tooltip_ChatVoiceParty"	"Użyj swojego mikrofonu, żeby komunikować się z zespołem. Jeśli ustawiony jest otwarty mikrofon, można go tez używać z menu głównego."
"DOTA_Hotkeys_Tooltip_ChatVoiceTeam"	"Użyj swojego mikrofonu, żeby komunikować się z drużyną."
"DOTA_Hotkeys_Tooltip_ChatWheel"	"Otwiera koło czatu dla łatwego przekazania często używanych zwrotów."
"DOTA_Hotkeys_Tooltip_CameraGrip"	"Przytrzymaj i przeciągnij po świecie, aby ruszyć kamerą. Przypisane również do środkowego przycisku myszy."
"DOTA_Hotkeys_Tooltip_ActivateGlyph"	"Aktywuje Glif Fortyfikacji, żeby sprawić, że budynki twojej drużyny staną się niezniszczalne na 5 sekund."
"DOTA_Hotkeys_Tooltip_ScoreboardToggle"	"Otwórz tabelę wyników w grze."
"DOTA_Hotkeys_Tooltip_Pause"	"Zatrzymaj i wznów grę w trakcie."
"DOTA_Hotkeys_Tooltip_ScreenshotSettings"	"Zrób zrzut ekranu obecnego widoku w grze."
"DOTA_Hotkeys_Tooltip_Console"	"Otwórz konsolę (tylko dla zaawansowanych użytkowników)."
"DOTA_Hotkeys_Tooltip_ControlGroupCycle"	"Przewijaj pomiędzy kolejnymi jednostkami w zaznaczonej grupie."
"DOTA_Hotkeys_Tooltip_Group"	"Zaznacz wcześniej ustaloną grupę kontroli jednostek. Aby zdefiniować grupę kontrolną, zaznacz odpowiednie jednostki i, przytrzymując klawisz Ctrl, naciśnij jeden z tych klawiszy kontroli grupy."
"DOTA_Hotkeys_Tooltip_Legacy"	"Użyj wszystkich skrótów klawiszowych tak jak w Dota 1. Klawisze dla umiejętności będą się różniły pomiędzy bohaterami."
"DOTA_Hotkeys_Tooltip_Quickcast"	"Szybkie użycie umiejętności uruchomi ją natychmiast po naciśnięciu klawisza w miejscu położenia kursora myszy."
"DOTA_Hotkeys_Tooltip_Autocast"	"Zaznacz, żeby automatycznie używać zdolności, gdy jest gotowa. Dostępne tylko dla niektórych umiejętności."
"DOTA_Hotkeys_Tooltip_Cast"	"Skróty klawiszowe do używania umiejętności bohatera."
"DOTA_Hotkeys_Tooltip_ItemCast"	"Skróty klawiszowe do używania przedmiotów w ekwipunku."
"DOTA_Hotkeys_Tooltip_ItemQuickcast"	"Szybkie użycie przedmiotu uruchomi go natychmiast po naciśnięciu skrótu klawiszowego w miejscu obecnego położenia kursora myszy."
"DOTA_Settings_Tooltip_Autoattack"	"Automatycznie poruszaj się i atakuj pobliskich wrogów."
"DOTA_Settings_Tooltip_AutoattackAfterSpell"	"Odznaczenie tej opcji spowoduje, że bohater po rzucenia zaklęcia będzie stał w miejscu i czekał na kolejny rozkaz."
"DOTA_Settings_Tooltip_AutoPurchase"	"Kup następny przedmiot w liście sugerowanych przedmiotów, jeśli stać cię na niego."
"DOTA_Settings_Tooltip_AutoSelectSummons"	"Kiedy przywołujesz nowe jednostki bohaterem, zostają one dodane do twojej grupy."
"DOTA_Settings_Tooltip_DoubleTap"	"Podwójne kliknięcie na umiejętność albo przedmiot (albo dwukrotne naciśnięcie skrótu klawiszowego) spowoduje użycie na sobie, jeśli to możliwe."
"DOTA_Settings_Tooltip_UnifiedOrders"	"Trzymanie Ctrl podczas wydawania rozkazów spowoduje wykonanie ich przez wszystkie twoje jednostki."
"DOTA_Settings_Tooltip_TeleportStop"	"Wydanie polecenia ruchu lub rzucenie zaklęcia nie przerwie teleportacji w trakcie trwania. Tyczy się tylko Teleport Scrollów i Boots of Travel."
"DOTA_Settings_Tooltip_BroadcasterStats"	"Podczas oglądania gry pokazuje rozwinięcie okna statystyk, którego używa komentator."
"DOTA_Settings_Tooltip_Deceleration"	"Prędkość, z jaką kamera zatrzymuje się po ruchu. Większa wartość oznacza szybsze zatrzymanie."
"DOTA_Settings_Tooltip_Screenshake"	"Niektóre zaklęcia i ogłuszenia potrząsają kamerą."
"DOTA_Settings_Tooltip_CameraRespawn"	"Wycentruj kamerę na swoim bohaterze zaraz po jego odrodzeniu."
"DOTA_Settings_Tooltip_HideProfile"	"Twój profil Dota 2 nie będzie dostępy dla kogokolwiek. Twój profil Steam nie będzie dostępny z poziomu gry."
"DOTA_Settings_Tooltip_ShareMatchData"	"Udostępnia dane meczu z twoich publicznych gier osobom trzecim."
"DOTA_Settings_Tooltip_NetworkQuality"	"Jeżeli posiadasz niskiej jakości połączenie internetowe, ustaw tę opcję na „NISKA”, aby zwiększyć wydajność twojej sieci."
"DOTA_Settings_Tooltip_MinimapSimple"	"Kolory minimapy są uwarunkowane od drużyny, a nie od pojedynczego gracza."
"DOTA_Settings_Tooltip_MinimapDrawHeroes"	"Trzymając klawisz Alt, użyj na minimapie ikony bohatera zamiast jego imienia."
"DOTA_Settings_Tooltip_MinimapNamesIcon"	"Zawsze wyświetlaj ikonę bohatera lub imię bohatera na minimapie, przytrzymanie Alt chwilowo wyświetli X i O."
"DOTA_Settings_Tooltip_ShopHotkeys"	"Skróty klawiszowe ze sklepu zastąpią te przypisane do innych działań, gdy okno sklepu jest otwarte."
"DOTA_Settings_LegacyKeysActive"	"Obecnie włączone jest klasyczne ułożenie klawiszy z Dota 1. Aby dostosować swoje skróty klawiszowe, musisz najpierw wyłączyć klasyczne ułożenie klawiatury."
"DOTA_create_bot_practice_desc"	"Wyszukaj graczy w sieci i zagraj z nimi grę przeciwko botom."
"DOTA_Lobby_BotDifficulty"	"Trudność botów"
"DOTA_Lobby_BotDifficulty_no_bot"	"Brak botów"
"DOTA_Lobby_BotDifficulty_passive"	"Pasywne"
"DOTA_Lobby_BotDifficulty_easy"	"Łatwe"
"DOTA_Lobby_BotDifficulty_medium"	"Średnie"
"DOTA_Lobby_BotDifficulty_hard"	"Trudne"
"DOTA_Lobby_BotDifficulty_unfair"	"Nieuczciwe"
"DOTA_Lobby_BotTeam"	"Wybierz drużynę"
"DOTA_create_bot_practice_solo"	"Solo"
"DOTA_create_bot_practice_solo_desc"	"Zagram samemu przeciwko botom w grze lokalnej. Możesz bez problemu opuścić grę w dowolnym momencie."
"DOTA_create_bot_practice_coop"	"Kooperacja"
"DOTA_create_bot_practice_coop_desc"	"Wyszukaj graczy w sieci i zagraj z nimi przeciwko botom. <font color='#dd6666'>UWAGA:</font> Porzucenie tej gry z botami poskutkuje karą."
"DOTA_Lobby_BotDifficulty_bot_passive"	"Pasywny bot"
"DOTA_Lobby_BotDifficulty_bot_easy"	"Łatwy bot"
"DOTA_Lobby_BotDifficulty_bot_medium"	"Średni bot"
"DOTA_Lobby_BotDifficulty_bot_hard"	"Trudny bot"
"DOTA_Lobby_BotDifficulty_bot_unfair"	"Nieuczciwy bot"
"dota_lobby_title"	"{s:lobby_name}"
"dota_lobby_title_local_game"	"Lokalna poczekalnia"
"dota_lobby_title_default"	"Poczekalnia"
"lobby_row_player_name"	"{s:player_name}"
"dota_lobby_row_game_name"	"{s:game_name}"
"dota_lobby_row_slots"	"{s:slots}"
"dota_lobby_row_game_mode"	"{s:game_mode}"
"dota_lobby_row_join"	"Dołącz"
"dota_lobby_row_leave"	"Wyjdź"
"dota_lobby_coaches_title"	"Trenerzy"
"dota_lobby_browser_all_game_modes"	"Wszystkie tryby gry"
"dota_lobby_browser_title"	"Przeglądaj poczekalnie Dota"
"dota_lobby_browser_num_available"	"(Dostępne {d:lobbies_available})"
"dota_lobby_browser_no_lobbies"	"Nie znaleziono poczekalni"
"dota_lobby_browser_no_matching_lobbies"	"Nie znaleziono poczekalni spełniających podane kryteria"
"dota_lobby_browser_updating"	"Aktualizacja listy poczekalni..."
"dota_lobby_browser_search_placeholder"	"Szukaj poczekalni"
"dota_lobby_browser_game_mode"	"Tryb gry"
"dota_lobby_browser_refresh"	"Odśwież"
"dota_lobby_browser_filter_title"	"Filtruj poczekalnie"
"dota_lobby_submit_filter"	"Wyślij"
"dota_popup_lobby_password_title"	"Wprowadź hasło do poczekalni"
"DOTA_AttackCapability_Melee"	"Wręcz"
"DOTA_AttackCapability_Ranged"	"Zasięgowy"
"DOTA_Item_OnMarket"	"Rynek"
"DOTA_Items_DefaultSet"	"Domyślny zestaw"
"DOTA_Items_SetEquipped_Label"	"Założone"
"DOTA_EquippedItem_Label"	"Założone"
"DOTA_PreviewingItem_Label"	"Podgląd"
"DOTA_EquippedItem_Rarity"	"{s:equipped_econ_set_rarity}"
"DOTA_EquippedItem_SetName"	"{s:equipped_econ_set_name}"
"DOTA_EquippedItem_DefaultSet"	"Domyślny zestaw"
"DOTA_EquippedItem_PartialSet"	"Częściowy zestaw"
"DOTA_EquippedItem_Style"	"Style: {i:equipped_econ_set_style_count}"
"DOTA_EquippedItem_Button_Details"	"{s:equipped_details_button_text}"
"DOTA_EquippedItem_Customize"	"Dostosuj"
"DOTA_EquippedItem_CustomSet"	"Niestandardowy zestaw"
"DOTA_EquippedItem_Equip"	"Załóż"
"DOTA_EquippedItem_Unpack_And_Equip"	"Odpakuj i załóż"
"DOTA_EquippedItem_Details"	"{s:equipped_econ_set_type_name} - szczegóły"
"DOTA_EquippedItem_Purchase_Button"	"Kup"
"DOTA_EquippedItem_Marketplace_Button"	"Rynek"
"DOTA_EquippedItem_BundleName"	"W pakiecie „{s:equipped_econ_set_bundle}”"
"DOTA_EquippedItem_FilterText"	"Podgląd"
"DOTA_EquippedItem_SaleAmount"	"-{i:equipped_econ_set_sale_amount}%"
"DOTA_EquippedItem_RegularSetPrice"	"{s:equipped_econ_regular_set_price}"
"DOTA_EquippedItem_SetPrice"	"{s:equipped_econ_set_price}"
"DOTA_EquippedItem_TreasurePrice"	"{s:equipped_econ_treasure_price}"
"DOTA_HeroDemo_Button"	"Przetestuj: {s:econ_item_category_name}"
"DOTA_HeroDemo_Button_Tooltip"	"Uruchamia mapę testową, by móc przetestować ten zestaw przedmiotów lub umiejętności bohatera."
"DOTA_HeroDemo_Button_Return"	"Wróć do testu"
"DOTA_HeroDemo_Button_Return_Tooltip"	"Wróć do trybu testu i załaduj wybranego bohatera lub zestawy przedmiotów."
"DOTA_HeroDemo_Button_DBQuit"	"Opuść test"
"DOTA_EquippedItem_Bundle"	"Pakiet"
"DOTA_EquippedItem_ItemSet"	"Zestaw"
"DOTA_EquippedItem_Item"	"Przedmiot"
"DOTA_EconItemSet_Name"	"{s:econ_set_name}"
"DOTA_EconItemSet_Rarity"	"{s:econ_set_rarity}"
"DOTA_EconItemSet_Status"	"{s:econ_set_status}"
"DOTA_EconItemSet_Price"	"{s:econ_set_price}"
"DOTA_EconItemSet_SaleAmount"	"-{i:econ_sale_amount}%"
"DOTA_EconItemSet_DeveloperOnly"	"Niepubliczny"
"DOTA_EconItemSet_Tooltip_InBundle"	"Ten zestaw znajduje się w pakiecie"
"DOTA_EconItemSet_Tooltip_PartialSet"	"Zawiera tylko część pełnego zestawu przedmiotów"
"DOTA_EconItemSet_Tooltip_MultipleStyles"	"Posiada wiele stylów."
"DOTA_HeroRole_Carry"	"Carry"
"DOTA_HeroRole_Support"	"Support"
"DOTA_HeroRole_Nuker"	"Nuker"
"DOTA_HeroRole_Disabler"	"Disabler"
"DOTA_HeroRole_Jungler"	"Jungler"
"DOTA_HeroRole_Durable"	"Durable"
"DOTA_HeroRole_Escape"	"Escape"
"DOTA_HeroRole_LaneSupport"	"Lane Support"
"DOTA_HeroRole_Pusher"	"Pusher"
"DOTA_HeroRole_Initiator"	"Initiator"
"DOTA_HeroRole_Description_Carry"	"Postać stanie się bardziej przydatna w późniejszych fazach gry pod warunkiem, że zdobędzie sporą przewagę w ilości zarobionego złota."
"DOTA_HeroRole_Description_Support"	"Może skupić się bardziej na korzystaniu z umiejętności w celu osiągnięcia przewagi dla drużyny, niż na gromadzeniu złota i przedmiotów."
"DOTA_HeroRole_Description_Nuker"	"Potrafi szybko zabijać wrogich bohaterów, używając zaklęć zadających wysokie obrażenia i mających niski czas odnowienia."
"DOTA_HeroRole_Description_Disabler"	"Ma przynajmniej jedno zaklęcie wyłączające z walki."
"DOTA_HeroRole_Description_Jungler"	"Może efektywnie farmować neutralne creepy w dżungli na początku gry."
"DOTA_HeroRole_Description_Durable"	"Może dłużej wytrzymać w potyczkach drużynowych."
"DOTA_HeroRole_Description_Escape"	"Posiada umiejętność szybkiego uniknięcia śmierci."
"DOTA_HeroRole_Description_LaneSupport"	"Pomocna podczas wczesnej gry jako ochrona dla carry z twojej drużyny oraz pozwalająca im efektywnie farmować."
"DOTA_HeroRole_Description_Pusher"	"Pozwala na szybkie oblężenie i zniszczenie wieży lub koszar w dowolnym momencie gry."
"DOTA_HeroRole_Description_Initiator"	"Postać przystosowana do rozpoczynania potyczek drużynowych."
"DOTA_HeroGrid_OptionCategory_Role"	"Role:"
"DOTA_HeroGrid_OptionCategory_Attributes"	"Atrybuty:"
"DOTA_HeroGrid_OptionCategory_AttackType"	"Rodzaj ataku:"
"DOTA_HeroLoadout_PreviousHeroName"	"{s:previous_hero_name}"
"DOTA_HeroLoadout_NextHeroName"	"{s:next_hero_name}"
"DOTA_HeroLoadout_CurrentHeroName"	"{s:hero_name}"
"DOTA_HeroLoadout_AttackType"	"{s:hero_attack_type}"
"DOTA_HeroLoadout_HeroFilterName"	"Bohater"
"DOTA_HeroLoadout_Search"	"Szukaj przedmiotów dla: {s:hero_name}"
"DOTA_HeroCustomize_Title"	"Dostosuj bohatera"
"DOTA_HeroCustomize_OwnedItems"	"Posiadane przedmioty"
"DOTA_HeroCustomize_Slot"	"Slot"
"DOTA_HeroCustomize_SlotName"	"{s:slot_name}"
"DOTA_HeroCustomize_SlotEquippedItemName"	"{s:equipped_item_name}"
"DOTA_HeroCustomize_DefaultItemName"	"Domyślny przedmiot"
"DOTA_HeroCustomize_PreviewItemName"	"{s:preview_item_name}"
"DOTA_HeroCustomize_PreviewStyle"	"{s:preview_style_name}"
"DOTA_HeroCustomize_PreviewItemSlot"	"{s:preview_item_slot}"
"DOTA_HeroCustomize_Rarity"	"{s:preview_item_rarity}"
"DOTA_HeroCustomize_StyleLocked"	"Niespełniony warunek do założenia"
"DOTA_UIEconItem_StyleIndex"	"{i:style_index}"
"dota_ready_up_num_accepted"	"{i:num_accepted} / {i:total_players} zaakceptowało"
"returning_top_of_queue"	"Powrót do kolejki z wysokim priorytetem..."
"returning_to_lobby"	"Powrót do poczekalni w celu znalezienia większej liczby graczy..."
"GC_reconnecting"	"Przywracanie połączenia z koordynatorem gry Dota 2..."
"GC_nosteam"	"Brak połączenia ze Steam"
"GC_searching"	"Wyszukiwanie koordynatora gry Dota 2..."
"GC_noconnection"	"Brak połączenia z koordynatorem gry Dota 2."
"GC_connecting"	"Łączenie z koordynatorem gry Dota 2..."
"GC_connected"	"Połączono z koordynatorem gry Dota 2."
"GC_down"	"Koordynator gry Dota 2 jest tymczasowo niedostępny."
"GC_Network_Full"	"Koordynator gry Dota 2 jest obecnie pełny."
"GC_Queue_Position"	"Koordynator gry Dota 2 jest obecnie pełny. Miejsce w kolejce: {i:gc_queue_position}"
"GC_Queue_Wait_Time"	"Koordynator gry Dota 2 jest obecnie pełny. Miejsce w kolejce: {i:gc_queue_position}, szacowany czas oczekiwania: {s:gc_queue_wait_time}"
"GC_Wait_Time"	"Szacowany czas oczekiwania: %s1"
"GC_Wait_Time_Unknown"	"Nieznany"
"GC_suspended"	"Konto zostało zawieszone, ponieważ system Valve Anti-Cheat wykrył zewnętrzne narzędzia podłączone do Dota 2."
"dota_practice_vs_bots"	"Rozpocznij trening przeciw botom"
"dota_practice_vs_bots_desc"	"Zagraj mecz treningowy przeciw botom. Możesz bez przeszkód wyjść z gry w dowolnym momencie bez żadnych konsekwencji."
"dota_practice_vs_bots_difficulty"	"Trudność botów"
"dota_practice_vs_bots_team"	"W której drużynie zagrać?"
"DOTA_practice_vs_bots_team_radiant"	"Świetliści"
"DOTA_practice_vs_bots_team_dire"	"Mroczni"
"DOTA_practice_vs_bots_team_random"	"Losowa"
"DOTA_EmoticonUpsell"	"Emotikony można odblokować, kupując konkretne przedmioty dla bohaterów lub bilety na ligi."
"DOTA_CurrentTime"	"{t:t:current_time}"
"DOTA_MonthlyPlayers"	"{s:users_last_month}"
"DOTA_MonthlyPlayersLabel"	"Unikalnych graczy w ostatnim miesiącu"
"DOTA_CurrentPlayers"	"{s:current_users}"
"DOTA_CurrentPlayersLabel"	"Graczy obecnie w grze"
"DOTA_Search_NoResults"	"Brak wyników"
"DOTA_Search_ItemShortDescription"	"{s:item_slot} - <span class=\"ItemRarityColor\">{s:item_rarity}</span>"
"join_error_already_in_game"	"Nie można dołączyć do poczekalni treningowej, ponieważ jesteś już w trakcie gry."
"join_error_invalid_lobby"	"Poczekalnia już nie istnieje."
"join_error_incorrect_password"	"Nieprawidłowe hasło."
"join_error_access_denied"	"Brak dostępu."
"join_error_generic"	"
"
"join_error_in_team_party"	"Nie można dołączyć do poczekalni treningowej. Musisz rozwiązać zespół przed dołączaniem do gier treningowych."
"join_error_lobby_full"	"Poczekalnia jest pełna."
"join_error_timed_out"	"Przekroczono czas oczekiwania."
"DOTA_Friends_Ready_To_Play"	"Otwarte gry"
"DOTA_Friend_Finding_Match"	"Szukanie meczu..."
"DOTA_Friend_In_Match"	"W meczu"
"DOTA_Friend_Solo_Open_Party"	"{s:player_name} chce zagrać"
"DOTA_Friend_In_Party_Open"	"{s:player_name} jest w otwartym zespole"
"DOTA_Friend_Solo_Open_Party_Self"	"Szukasz członków zespołu"
"DOTA_Friend_In_Open_Party_Self"	"Jesteś w otwartym zespole"
"DOTA_Friends_In_Party_Open"	"{d:num_friends} znajomych w otwartym zespole"
"DOTA_Friend_Lobby_Mode_Self"	"Jesteś w poczekalni trybu {s:game_mode}"
"DOTA_Friend_Lobby_Mode_1_Friend"	"{s:player_name} w poczekalni trybu {s:game_mode}"
"DOTA_Friend_Lobby_Mode_N_Friends"	"{d:num_friends} znajomych w poczekalni trybu {s:game_mode}"
"DOTA_Friend_Lobby_Mode_Small"	"Poczekalnia trybu {s:game_mode}"
"DOTA_Friend_Lobby_Players"	"{d:player_count} / {d:max_player_count}"
"DOTA_Friend_Lobby_Join_Button"	"{s:join_button_text}"
"DOTA_Friend_Lobby_Friend_Count"	"+{d:extra_friend_count}"
"DOTA_Friend_Invite_To_Party"	"Zaproś do zespołu"
"DOTA_Friend_SuggestInviteToParty"	"Zasugeruj zaproszenie do zespołu"
"DOTA_Request_Join_Party"	"Poproś o dołączenie do zespołu"
"DOTA_Request_Merge_Parties"	"Poproś o połączenie zespołów"
"DOTA_Request_Merge_Parties_NotLeader"	"Przywódca zespołu może poprosić o połączenie zespołów."
"DOTA_Friend_PartyInvitePending"	"Oczekujące zaproszenie do zespołu"
"DOTA_Friend_PartyInvitePending_Leader"	"Oczekujące zaproszenie do zespołu<br/>Kliknij, by je anulować"
"DOTA_Friend_PartyMergeRequestPending"	"Oczekująca prośba o dołączenie do zespołu"
"DOTA_Friend_PartyMergeRequestPending_Leader"	"Oczekująca prośba o dołączenie do zespołu<br/>Kliknij, by ją anulować"
"DOTA_Friend_JoinParty"	"Dołącz do zespołu"
"DOTA_Friend_Watch"	"Oglądaj"
"DOTA_PartyVisTooltip_SoloTitleOpen"	"Chcę pograć"
"DOTA_PartyMerge_Error_Title"	"Dołączenie do zespołu/połączenie nieudane"
"DOTA_PartyMerge_Error_NOT_LEADER"	"Działania związane z zespołem może tylko wykonywać jej przywódca"
"DOTA_PartyMerge_Error_TOO_MANY_PLAYERS"	"Zespołów nie można połączyć, ponieważ mają za dużo graczy."
"DOTA_PartyMerge_Error_TOO_MANY_COACHES"	"Zespołów nie można połączyć, ponieważ mają za dużo trenerów."
"DOTA_PartyMerge_Error_ENGINE_MISMATCH"	"Zespołów nie można połączyć, ponieważ grają na różnych wersjach gry."
"DOTA_PartyMerge_Error_NO_SUCH_GROUP"	"Zespół już nie istnieje."
"DOTA_PartyMerge_Error_OTHER_GROUP_NOT_OPEN"	"Zespół nie przyjmuje próśb o połączenie/dołączenie."
"DOTA_Feed_Timestamp_Recently"	"W tej chwili"
"DOTA_Feed_Timestamp_MinutesAgo"	"{i:value} min temu"
"DOTA_Feed_Timestamp_HourAgo"	"{i:value} godz. temu"
"DOTA_Feed_Timestamp_HoursAgo"	"{i:value} godz. temu"
"DOTA_Feed_Timestamp_Yesterday"	"Wczoraj"
"DOTA_Feed_Timestamp_Date"	"{s:day} {s:month}"
"dota_lobby_type_general"	"Nierankingowy"
"dota_lobby_type_practice"	"Trening"
"dota_lobby_type_practice_game_mode_custom"	"Niestandardowa gra"
"dota_lobby_type_tournament"	"Turniej"
"dota_lobby_type_coop_bot"	"Koop. przeciw botom"
"dota_lobby_type_competitive"	"Rankingowy"
"dota_lobby_type_casual_1v1"	"Mecz 1v1"
"dota_lobby_unknown"	"Nieznany"
"DOTA_Lobby_No_Players_Title"	"BRAK GRACZY W DRUŻYNIE"
"DOTA_Lobby_No_Players_Desc"	"Drużyna Świetlistych lub Mrocznych musi posiadać przynajmniej jednego gracza."
"dota_match_result_won"	"Wygrana"
"dota_match_result_lost"	"Przegrana"
"dota_match_result_none"	"???"
"dota_social_feed_loading"	"Wczytywanie..."
"DOTA_LoadingPlayerUnknown"	"-"
"DOTA_LoadingPlayerLoading"	"Wczytywanie..."
"DOTA_LoadingPlayerFullyConnected"	"Gotowość"
"DOTA_LoadingPlayerFailed"	"Próba nieudana"
"LoadingScreenTimer"	"{t:d:countdown_timer_seconds}"
"HeroSelectionTimer"	"{i:timer_seconds}"
"LoadingScreenMapInfo"	"Mapa: {s:map_name}"
"LoadingScreenPlayersInfo"	"Graczy: {i:players_loaded}/{i:players_total}"
"LoadingScreenSpectatorsInfo"	"Widzów: {i:spectators_loaded}/{i:spectators_total}"
"custom_end_screen_victory_message"	"{s:winning_team_name} wygrywa!"
"custom_end_screen_legend_player"	"Gracz"
"custom_end_screen_legend_level"	"Poziom"
"custom_end_screen_legend_hero"	"Bohater"
"custom_end_screen_legend_kills"	"Za"
"custom_end_screen_legend_deaths"	"Zg"
"custom_end_screen_legend_assists"	"As"
"custom_end_screen_legend_items"	"Przedmioty"
"custom_end_screen_legend_gold"	"Złoto"
"custom_end_screen_legend_team_score"	"Wynik"
"custom_scoreboard_hero_name_and_desc"	"{s:hero_name} poz. {i:hero_level}"
"CustomEndScreenClose"	"Zamknij"
"DOTA_Armory_Category_Heroes"	"Bohaterowie"
"DOTA_Armory_Category_Companions"	"Towarzysze"
"DOTA_Armory_Category_Couriers"	"Kurierzy"
"DOTA_Armory_Category_Pets"	"Zwierzaki"
"DOTA_Armory_Category_World"	"Świat"
"DOTA_Armory_Category_Wards"	"Wardy"
"DOTA_Armory_Category_Weather"	"Efekty pogodowe"
"DOTA_Armory_Category_Effigies"	"Podobizny"
"DOTA_Armory_Category_Interface"	"Interfejs"
"DOTA_Armory_Category_Emoticons"	"Emotikony"
"DOTA_Armory_Category_LoadingScreens"	"Ekrany ładowania"
"DOTA_Armory_Category_HUDs"	"HUD-y"
"DOTA_Armory_Category_CursorPacks"	"Zestawy kursorów"
"DOTA_Armory_Category_Audio"	"Audio"
"DOTA_Armory_Category_VoicePacks"	"Zestawy głosów"
"DOTA_Armory_Category_AnnouncerPacks"	"Zestawy komentatorów"
"DOTA_Armory_Category_Music"	"Muzyka"
"DOTA_Armory_Category_All"	"Wszystko"
"DOTA_Armory_Category_Other"	"Inne"
"DOTA_Armory_Category_View"	"Widok kategorii"
"DOTA_Armory_Filter"	"Ustaw filtr"
"DOTA_Armory_SortBy"	"Sortuj wg:"
"DOTA_Armory_SortBy_Rarity"	"Rzadkość"
"DOTA_Armory_SortBy_Quality"	"Jakość"
"DOTA_Armory_SortBy_Name"	"Nazwa"
"DOTA_Armory_SortBy_Recent"	"Data otrzymania"
