"dota"
{
"DOTA_Accept"	"Aceitar"
"dota_chatwheel_message_Nice"	"Boa!"
"dota_chatwheel_message_Thanks"	"Obrigado(a)!"
"dota_chatwheel_message_Sorry"	"Desculpa"
"dota_chatwheel_message_No_Give_Up"	"Não desistam!"
"dota_chatwheel_message_Just_Happened"	"Isto aconteceu mesmo"
"dota_chatwheel_message_Game_Is_Hard"	"Está difícil"
"dota_chatwheel_message_New_Meta"	"New meta"
"dota_chatwheel_message_My_Bad"	"A culpa foi minha"
"dota_chatwheel_message_Regret"	"Arrependi-me de imediato da minha decisão"
"dota_chatwheel_message_Relax"	"Relaxa, estamos a ir bem"
"dota_chatwheel_message_MissingHero"	"%s1 está ausente!"
"dota_chatwheel_message_ReturnedHero"	"%s1 está de volta!"
"dota_chatwheel_message_GG"	"Bom jogo"
"dota_chatwheel_message_GGWP"	"Bom jogo, bem jogado"
"dota_chatwheel_message_All_GG"	"Bom jogo"
"dota_chatwheel_message_All_GGWP"	"Bom jogo, bem jogado"
"dota_chatwheel_message_What_To_Buy"	"O que devo comprar?"
"dota_chatwheel_message_Im_Retreating"	"Estou a recuar"
"dota_chatwheel_message_Space_Created"	"Espaço criado"
"dota_chatwheel_message_Whoops"	"Ups"
"dota_chatwheel_message_Tower_then_Back"	"Destruam a torre, depois recuem"
"dota_chatwheel_message_Barracks_then_Back"	"Destruam os quartéis, depois recuem"
"dota_chatwheel_message_Ward_Bottom_Rune"	"Coloquem ward na runa de baixo"
"dota_chatwheel_message_Ward_Top_Rune"	"Coloquem ward na runa de cima"
"dota_chatwheel_message_Zeus_Ult"	"Zeus, usa o Ultimate agora!"
"dota_settings_hotkeys"	"Atalhos"
"dota_settings_options"	"Opções"
"dota_settings_audio"	"Áudio"
"dota_settings_voice"	"Voz"
"dota_settings_voice_level"	"Volume atual do microfone"
"dota_settings_voice_steam_link"	"As definições dos dispositivos de gravação são as mesmas usadas nas <a href=\"event:DOTAShowSteamVoiceSettings()\">definições de voz do Steam</a>."
"dota_settings_volume"	"Volume"
"dota_settings_video"	"Vídeo"
"dota_settings_resetkeys"	"Repor teclas de atalho..."
"dota_settings_legacykeys"	"Usar teclas de atalho clássicas"
"dota_settings_abilities"	"Habilidades"
"dota_settings_abilities_hero"	"Herói"
"dota_settings_abilities_neutrals"	"Neutros"
"dota_settings_abilities_courier"	"Estafeta"
"dota_settings_abilities_primary1"	"1"
"dota_settings_abilities_primary2"	"2"
"dota_settings_abilities_primary3"	"3"
"dota_settings_abilities_secondary1"	"4"
"dota_settings_abilities_secondary2"	"5"
"dota_settings_abilities_neutral1"	"1"
"dota_settings_abilities_neutral2"	"2"
"dota_settings_abilities_neutral3"	"3"
"dota_settings_abilities_neutral4"	"4"
"dota_settings_abilities_courier1"	"1"
"dota_settings_abilities_courier2"	"2"
"dota_settings_abilities_courier3"	"3"
"dota_settings_abilities_courier4"	"4"
"dota_settings_abilities_courier5"	"5"
"dota_settings_abilities_courier6"	"6"
"dota_settings_abilities_ultimate"	"U"
"dota_settings_cast"	"Usar"
"dota_settings_autocast"	"Automático"
"dota_settings_quickcast"	"Uso rápido"
"dota_settings_mirror"	"Copiar atalhos do painel 'Herói'"
"dota_settings_abilitylearn"	"Aprender habilidade"
"dota_settings_upgradestats"	"Melhorar atributos"
"dota_settings_unitactions"	"Ações (Unidades)"
"dota_settings_attack"	"Mover e atacar / Forçar ataque"
"dota_settings_move"	"Mover"
"dota_settings_stop"	"Parar"
"dota_settings_holdposition"	"Manter posição"
"dota_settings_selecthero"	"Selecionar Herói"
"dota_settings_selectall"	"Selecionar todas as unidades"
"dota_settings_selectallothers"	"Selecionar todas as outras unidades"
"dota_settings_selectcourier"	"Selecionar estafeta"
"dota_settings_courierdeliver"	"Estafeta - Entregar Itens"
"dota_settings_courierhaste"	"Estafeta - Bónus de Velocidade"
"dota_settings_useactionitem"	"Item de ação"
"dota_settings_herotaunt"	"Item de provocação"
"dota_settings_items"	"Itens"
"dota_settings_openshop"	"Abrir loja"
"dota_settings_purchasequickbuy"	"Comprar - Rápido"
"dota_settings_purchasesticky"	"Comprar - Fixo"
"dota_settings_grabstashitems"	"Tirar itens da arca"
"dota_settings_camera"	"Câmara"
"dota_settings_cameraactions"	"Ações (câmara)"
"dota_settings_cameraup"	"Mover câmara para a frente"
"dota_settings_cameradown"	"Mover câmara para trás"
"dota_settings_cameraleft"	"Mover câmara para a esquerda"
"dota_settings_cameraright"	"Mover câmara para a direita"
"dota_settings_cameragrip"	"Arrastar câmara"
"dota_settings_recentevent"	"Mostrar evento recente"
"dota_settings_inspectheroinworld"	"Modo de exibição"
"dota_settings_chat"	"Chat"
"dota_settings_phrases"	"Frases"
"dota_settings_chatwheel_page"	"Chat Wheel"
"dota_settings_chatteam"	"Chat (equipa)"
"dota_settings_chatglobal"	"Chat (todos)"
"dota_settings_chatvoice_party"	"Voz (grupo)"
"dota_settings_chatvoice_team"	"Voz (equipa)"
"dota_settings_chatwheel_show"	"Chat Wheel"
"dota_settings_playeractions"	"Ações (jogador)"
"dota_settings_activateglyph"	"Ativar Glifo"
"dota_settings_scoreboardtoggle"	"Tabela de pontuações"
"dota_settings_pause"	"Pausar"
"dota_settings_screenshot"	"Capturar ecrã"
"dota_settings_console"	"Consola"
"dota_settings_controlgroups"	"Grupos de controlo"
"dota_settings_controlgroupsadditional"	"Mais grupos de controlo"
"dota_settings_controlgroupcycle"	"Alternar entre grupos"
"dota_settings_group1"	"Grupo 1"
"dota_settings_group2"	"Grupo 2"
"dota_settings_group3"	"Grupo 3"
"dota_settings_group4"	"Grupo 4"
"dota_settings_group5"	"Grupo 5"
"dota_settings_group6"	"Grupo 6"
"dota_settings_group7"	"Grupo 7"
"dota_settings_group8"	"Grupo 8"
"dota_settings_group9"	"Grupo 9"
"dota_settings_group10"	"Grupo 10"
"dota_settings_advancedpanel_goto"	"Opções avançadas"
"dota_settings_standardpanel_goto"	"Voltar"
"dota_settings_spectatorandreplay"	"Espectador/repetição"
"dota_settings_spectatorandreplay_pt2"	"Espectador/repetição (Cont.)"
"dota_settings_spectatorcameraup"	"Câmara de espectador p/ frente"
"dota_settings_spectatorcameradown"	"Câmara de espectador p/ trás"
"dota_settings_spectatorcameraleft"	"Câmara de espectador p/ esquerda"
"dota_settings_spectatorcameraright"	"Câmara de espectador p/ direita"
"dota_settings_spectatorcameragrip"	"Arrastar câmara de espectador"
"dota_settings_spectatorpause"	"Pausar (Espectador)"
"dota_settings_spectatorchat"	"Chat (Espectador)"
"dota_settings_spectatorscoreboard"	"Tabela de pontuações (Espectador)"
"dota_settings_spectatorbroadcastermenu"	"Abrir menu de comentador"
"dota_settings_spectatorincreasereplayspeed"	"Aumentar velocidade da repetição"
"dota_settings_spectatordecreasereplayspeed"	"Diminuir velocidade da repetição"
"dota_settings_spectatorstatsharvest"	"Estatísticas de ouro e XP"
"dota_settings_spectatorstatsitem"	"Estatísticas de itens"
"dota_settings_spectatorstatsgold"	"Gráfico de ouro"
"dota_settings_spectatorstatsxp"	"Gráfico de XP"
"dota_settings_spectatorstatsfantasy"	"Estatísticas do Dota de Sonho"
"dota_settings_spectatorfowboth"	"Névoa de guerra: Ambas as equipas"
"dota_settings_spectatorfowradient"	"Névoa de guerra: Radiant"
"dota_settings_spectatorfowdire"	"Névoa de guerra: Dire"
"dota_settings_statsdropdown"	"Estatísticas detalhadas"
"dota_settings_spectatordropdown_sort"	"Alterar ordem"
"dota_settings_spectatordropdown_close"	"Limpar categoria"
"dota_settings_spectatordropdown_kda"	"Vítimas/Mortes/Assistências"
"dota_settings_spectatordropdown_lasthits_denies"	"Golpes Finais/Negações"
"dota_settings_spectatordropdown_level"	"Nível do herói"
"dota_settings_spectatordropdown_xp_per_min"	"XP por minuto"
"dota_settings_spectatordropdown_gold"	"Ouro atual"
"dota_settings_spectatordropdown_totalgold"	"Valor líquido"
"dota_settings_spectatordropdown_gold_per_min"	"Ouro por minuto"
"dota_settings_spectatordropdown_buyback"	"Estado para reviver"
"dota_settings_spectatordropdown_fantasy"	"Pontos no Dota de Sonho"
"dota_settings_coaching"	"Treinador"
"dota_settings_spectatorcoach_viewtoggle"	"Alternar perspectiva de aprendiz"
"dota_settings_keyboardtemplate"	"Seleciona um esquema de teclado"
"dota_settings_or"	"Ou"
"dota_settings_cancel"	"Cancelar"
"dota_settings_apply"	"Aplicar"
"dota_settings_game"	"Jogo"
"dota_settings_autoattack"	"Ataque automático"
"dota_settings_attackafterspell"	"Ataque automático após habilidade"
"dota_settings_autopurchase"	"Compra automática de itens"
"dota_settings_autoselect"	"Selecionar unidades invocadas automaticamente"
"dota_settings_doubletapself"	"Premir duas vezes usa habilidade em ti"
"dota_settings_unifiedorders"	"Ordens unificadas de unidades"
"dota_settings_teleportrequireshalt"	"Teletransporte requer que estejas parado"
"dota_settings_herofinder"	"Manter premido ALT destaca o herói"
"dota_settings_alwaysshownames"	"Mostrar nomes dos jogadores por cima da vida"
"dota_settings_showhitpoints"	"Mostrar números sobre a barra de vida do jogador"
"dota_settings_forceshophotkeys"	"Loja usa sempre teclas de atalho"
"dota_settings_usebroadcastermenu"	"Usar estatísticas dos comentadores"
"dota_settings_colorblind"	"Modo daltónico"
"dota_settings_reducedflash"	"Efeitos de luz reduzidos"
"dota_settings_minimap"	"Minimapa"
"dota_settings_minimapsimplecolors"	"Usar cores simples no minimapa"
"dota_settings_minimaphidebackground"	"Ocultar fundo do minimapa"
"dota_settings_minimapshowheroicon"	"Mostrar ícones dos heróis no minimapa"
"dota_settings_minimapalwaysshowname"	"Nomes/Ícones sempre no minimapa"
"dota_settings_minimapflip"	"Mostrar minimapa na direita"
"dota_settings_cameradecel"	"Desaceleração da câmara"
"dota_settings_cameraspeed"	"Velocidade da câmara"
"dota_settings_camerareversegrip"	"Inverter arrasto da câmara"
"dota_settings_cameraedgepan"	"Deslocar câmara ao tocar borda"
"dota_settings_camerascreenshake"	"Permitir estremecimento do ecrã"
"dota_settings_cameraresetonspawn"	"Mover câmara ao reentrar"
"dota_settings_cameradeadcolorshift"	"Mudar cor da câmara enquanto morto"
"dota_settings_profile"	"Perfil"
"dota_settings_hideprofile"	"Ocultar perfis do Dota e do Steam"
"dota_settings_exposematchdata"	"Expor dados de partidas públicas"
"dota_settings_ignorenonfriendparties"	"Só amigos podem convidar para grupos"
"dota_settings_ignorenonfriendguilds"	"Só amigos podem convidar para clãs"
"dota_settings_allowtradeinvitesheader"	"Pedidos de troca de:"
"dota_settings_trade_guildandfriends"	"Membros de clã e amigos"
"dota_settings_trade_friends"	"Só amigos"
"dota_settings_trade_anyone"	"Qualquer pessoa"
"dota_settings_network"	"Rede"
"dota_settings_networkquality"	"Qualidade da rede"
"dota_settings_networkquality_low"	"Baixa"
"dota_settings_networkquality_high"	"Alta"
"dota_settings_usenativeresolution"	"Usar a resolução atual do meu monitor"
"dota_settings_customresolution"	"Usar definições avançadas"
"dota_settings_resolution"	"Resolução"
"dota_settings_rendering"	"Renderização"
"dota_settings_aspectratio"	"Proporção de imagem"
"dota_settings_aspectratio43"	"4:3"
"dota_settings_aspectratio169"	"16:9"
"dota_settings_aspectratio1610"	"16:10"
"dota_settings_resolution_size"	"Tamanho"
"dota_settings_resolution_display_mode"	"Modo de apresentação"
"dota_settings_fullscreen"	"Ecrã completo exclusivo"
"dota_settings_window"	"Janela"
"dota_settings_borderless"	"Janela sem bordas"
"dota_settings_videodefaults"	"Predefinições"
"dota_settings_basicvideosettings"	"Usar definições básicas"
"dota_settings_fastestvideo"	"Mais rápido"
"dota_settings_appearancevideo"	"Melhor aspeto"
"dota_settings_advancedvideosettings"	"Usar definições avançadas"
"dota_settings_antialiasing"	"Anti-Aliasing"
"dota_settings_specular"	"Especular"
"dota_settings_bloom"	"Bloom especular"
"dota_settings_waterquality"	"Qualidade da água elevada"
"dota_settings_fog"	"Névoa atmosférica"
"dota_settings_animateportrait"	"Animar retrato"
"dota_settings_additivelight"	"Passagem de luz aditiva"
"dota_settings_worldlight"	"Iluminação ambiente"
"dota_settings_ambientocclusion"	"Oclusão de ambiente"
"dota_settings_ambientcreatures"	"Criaturas ambiente"
"dota_settings_normal_maps"	"Normal maps"
"dota_settings_vsync"	"Sinc. vertical"
"dota_settings_renderquality"	"Qualidade da renderização do jogo"
"dota_settings_shadowquality"	"Qualidade das sombras"
"dota_settings_shadowquality_low"	"Baixa"
"dota_settings_shadowquality_med"	"Méd."
"dota_settings_shadowquality_high"	"Alta"
"dota_settings_texturequality"	"Qualidade das texturas"
"dota_settings_texturequality_low"	"Baixa"
"dota_settings_texturequality_med"	"Méd."
"dota_settings_texturequality_high"	"Alta"
"dota_settings_mastervolume"	"Volume geral"
"dota_settings_gamevolume"	"Sons do jogo"
"dota_settings_musicvolume"	"Música"
"dota_settings_voicevolume"	"Voz"
"dota_settings_gamevoicevolume"	"Diálogos de unidades"
"dota_settings_openmic"	"Ativar mic. aberto para comunicação com membros do grupo"
"dota_settings_openmicthreshold"	"Limiar do microfone aberto"
"dota_settings_audiodefaults"	"Predefinições"
"dota_settings_defaultaudio"	"Predefinição"
"dota_settings_sounddevice"	"Dispositivo de som:"
"dota_settings_speakerconfig"	"Configuração das colunas:"
"dota_settings_headphones"	"Auscultadores"
"dota_settings_2speakers"	"2 Colunas"
"dota_settings_4speakers"	"4 Colunas"
"dota_settings_5speakers"	"Sistema de som 5.1"
"dota_settings_7speakers"	"Sistema de som 7.1"
"dota_settings_captions"	"Usar legendas"
"dota_settings_playsoundinbackground"	"Som com outra janela ativa"
"dota_settings_chatsounds"	"Som de mensagem do chat"
"dota_settings_mutecobroadcasters"	"Silenciar co-comentadores"
"dota_settings_highqualityaudio"	"Áudio de alta qualidade"
"dota_settings_enhancestereo"	"Estéreo melhorado"
"dota_settings_unitspeeh"	"Diálogos de unidades"
"dota_settings_unitspeech_off"	"Desativados"
"dota_settings_unitspeech_events"	"Eventos"
"dota_settings_unitspeech_all"	"Todos"
"OS_Default_Device"	"Dispositivo Padrão"
"DOTA_Keybind_ARROW"	"Setas (Padrão)"
"DOTA_Keybind_WASD"	"WASD"
"DOTA_Keybind_MMO"	"MMO"
"DOTA_Keybind_LEGACY"	"Teclas clássicas"
"DOTA_Keybind_LOL"	"League of Legends"
"DOTA_Keybind_HON"	"Heroes of Newerth"
"DOTA_Keybind_SMITE"	"Smite"
"DOTA_Hotkeys_Tooltip_LearnAbility"	"Permite que aprendas ou melhores habilidades quando tiveres pontos de habilidade disponíveis."
"DOTA_Hotkeys_Tooltip_LearnStats"	"Adiciona dois pontos a cada um dos teus atributos quando tiveres pontos de habilidade disponíveis."
"DOTA_Hotkeys_Tooltip_HeroAttack"	"Move a unidade para o local indicado, atacando qualquer inimigo no caminho. Também permite atacar aliados negáveis."
"DOTA_Hotkeys_Tooltip_HeroMove"	"Move a unidade para o local indicado, ou fá-la seguir outra unidade sem atacá-la."
"DOTA_Hotkeys_Tooltip_HeroStop"	"Interrompe a tua ação no momento."
"DOTA_Hotkeys_Tooltip_HeroHold"	"Interrompe a tua ação no momento e mantém a tua posição."
"DOTA_Hotkeys_Tooltip_HeroSelect"	"Seleciona o teu herói."
"DOTA_Hotkeys_Tooltip_SelectAll"	"Seleciona todas as unidades sob o teu controlo."
"DOTA_Hotkeys_Tooltip_SelectAllOthers"	"Seleciona todas as outras unidades sob o teu controlo. (O teu herói não será selecionado.)"
"DOTA_Hotkeys_Tooltip_CourierSelect"	"Seleciona o estafeta."
"DOTA_Hotkeys_Tooltip_CourierDeliver"	"Faz com que o estafeta te entregue os itens da tua arca."
"DOTA_Hotkeys_Tooltip_CourierHaste"	"Ativa um bónus de velocidade no teu estafeta, quando disponível."
"DOTA_Hotkeys_Tooltip_UseActionItem"	"Usa o item de ação."
"DOTA_Hotkeys_Tooltip_HeroTaunt"	"Usa a provocação do teu herói, se alguma estiver equipada."
"DOTA_Hotkeys_Tooltip_ShopToggle"	"Abre o painel da loja."
"DOTA_Hotkeys_Tooltip_PurchaseQuickbuy"	"Compra o item seguinte na secção Compra Rápida, se possível."
"DOTA_Hotkeys_Tooltip_PurchaseSticky"	"Compra o item na zona Fixa, se possível."
"DOTA_Hotkeys_Tooltip_GrabStashItems"	"Transfere todos os itens da tua arca para o teu herói."
"DOTA_Hotkeys_Tooltip_RecentEvent"	"Move a câmara para o evento mais recente no mapa."
"DOTA_Hotkeys_Tooltip_InspectHeroInWorld"	"Serve para ver uma unidade de uma perspetiva mais próxima."
"DOTA_Hotkeys_Tooltip_ChatTeam"	"Envia uma mensagem a todos na tua equipa."
"DOTA_Hotkeys_Tooltip_ChatGlobal"	"Envia uma mensagem a todos na partida atual. (SHIFT + Atalho de conversar com equipa)"
"DOTA_Hotkeys_Tooltip_ChatVoiceParty"	"Usa o teu microfone para comunicares com todos os membros do grupo. Se tiveres o microfone aberto definido, isto também funcionará no painel do jogo."
"DOTA_Hotkeys_Tooltip_ChatVoiceTeam"	"Usa o teu microfone para comunicares com todos os membros do grupo."
"DOTA_Hotkeys_Tooltip_ChatWheel"	"Abre a Chat Wheel, uma \"roda de mensagens\", que podes usar para comunicares facilmente com frases comuns."
"DOTA_Hotkeys_Tooltip_CameraGrip"	"Mantém premida esta tecla e arrasta o mapa para moveres a câmara. Também associado ao botão do meio do rato."
"DOTA_Hotkeys_Tooltip_ActivateGlyph"	"Ativa um glifo de fortificação que torna invulneráveis os edifícios da tua equipa durante 5 segundos."
"DOTA_Hotkeys_Tooltip_ScoreboardToggle"	"Serve para abrir a tabela de pontuações durante a partida."
"DOTA_Hotkeys_Tooltip_Pause"	"Pausa ou retoma uma partida a decorrer."
"DOTA_Hotkeys_Tooltip_ScreenshotSettings"	"Tira uma captura de ecrã do momento atual da partida."
"DOTA_Hotkeys_Tooltip_Console"	"Abre a consola. (Apenas para utilizadores avançados)"
"DOTA_Hotkeys_Tooltip_ControlGroupCycle"	"Alterna o controlo de cada unidade de um grupo selecionado."
"DOTA_Hotkeys_Tooltip_Group"	"Seleciona um grupo de unidades predefinido para controlá-lo. Para definires um grupo de controlo, seleciona as unidades desejadas e mantém premido CTRL + uma destas teclas."
"DOTA_Hotkeys_Tooltip_Legacy"	"Isto irá usar todas as teclas associadas com o Dota 1. As teclas de habilidades serão diferentes para cada herói."
"DOTA_Hotkeys_Tooltip_Quickcast"	"O atalho rápido ativará a habilidade no local atual do cursor do rato assim que for pressionado."
"DOTA_Hotkeys_Tooltip_Autocast"	"O atalho automático permite que uses certas habilidades automaticamente assim que estiverem prontas."
"DOTA_Hotkeys_Tooltip_Cast"	"Os atalhos para usar habilidades de heróis."
"DOTA_Hotkeys_Tooltip_ItemCast"	"Os atalhos para usar um item no teu inventário."
"DOTA_Hotkeys_Tooltip_ItemQuickcast"	"O atalho rápido ativará o item no local atual do cursor assim que for pressionado."
"DOTA_Settings_Tooltip_Autoattack"	"Deslocar-se na direção de inimigos por perto e atacá-los automaticamente."
"DOTA_Settings_Tooltip_AutoattackAfterSpell"	"Se esta opção não for selecionada, o Herói ficará parado depois de usar um feitiço, à espera que uma ordem seja dada."
"DOTA_Settings_Tooltip_AutoPurchase"	"Compra o item seguinte na lista de itens sugeridos assim que tiveres ouro suficiente para pagá-lo."
"DOTA_Settings_Tooltip_AutoSelectSummons"	"Quando o Herói invocar novas unidades, estas serão adicionadas ao grupo de seleção."
"DOTA_Settings_Tooltip_DoubleTap"	"Clicar duas vezes numa habilidade/item ou premir duas vezes o atalho correspondente irá usá-los em ti, se possível."
"DOTA_Settings_Tooltip_UnifiedOrders"	"Manter CTRL premido ao dar uma ordem irá enviá-la para todas as unidades que controlas."
"DOTA_Settings_Tooltip_TeleportStop"	"Deslocar-se ou usar habilidades não cancelará um teletransporte (só se aplica a Teleport Scrolls ou Boots of Travel)."
"DOTA_Settings_Tooltip_BroadcasterStats"	"Exibir as estatísticas abertas pelo comentador enquanto estiveres a ver uma partida."
"DOTA_Settings_Tooltip_Deceleration"	"A velocidade com que a câmara pára depois de se mover. Números maiores resultam numa paragem mais rápida."
"DOTA_Settings_Tooltip_Screenshake"	"Alguns feitiços e stuns agitam a câmara."
"DOTA_Settings_Tooltip_CameraRespawn"	"Foca a câmara no teu Herói assim que ele reentrar em jogo."
"DOTA_Settings_Tooltip_HideProfile"	"O teu perfil do Dota 2 não será acessível a ninguém. O teu Perfil Steam não será acessível a partir do Dota 2."
"DOTA_Settings_Tooltip_ShareMatchData"	"Esta opção expõe dados das tuas partidas públicas a entidades de terceiros."
"DOTA_Settings_Tooltip_NetworkQuality"	"Se tiveres uma ligação à rede fraca, definir isto como \"Baixa\" pode melhorar o desempenho da tua rede."
"DOTA_Settings_Tooltip_MinimapSimple"	"As cores do minimapa são determinadas pela equipa em vez de individualmente."
"DOTA_Settings_Tooltip_MinimapDrawHeroes"	"Ao manter ALT premido, exibir um ícone do Herói no minimapa em vez do nome."
"DOTA_Settings_Tooltip_MinimapNamesIcon"	"Mostrar sempre o ícone ou o nome do Herói no minimapa, manter ALT premido irá mostrar X e O."
"DOTA_Settings_Tooltip_ShopHotkeys"	"Teclas de atalho na loja irão sobrepor-se a quaisquer teclas atribuídas a outras funções enquanto a loja estiver aberta."
"DOTA_Settings_LegacyKeysActive"	"Teclas clássicas do Dota 1 ativas. Para personalizares as teclas-atalho individualmente, desativa-as."
"DOTA_create_bot_practice_desc"	"Usa o matchmaking para encontrares companheiros de equipa e jogarem uma partida contra bots."
"DOTA_Lobby_BotDifficulty"	"Dificuldade: Bots"
"DOTA_Lobby_BotDifficulty_no_bot"	"Sem bots"
"DOTA_Lobby_BotDifficulty_passive"	"Passivos"
"DOTA_Lobby_BotDifficulty_easy"	"Fáceis"
"DOTA_Lobby_BotDifficulty_medium"	"Medianos"
"DOTA_Lobby_BotDifficulty_hard"	"Difíceis"
"DOTA_Lobby_BotDifficulty_unfair"	"Injustos"
"DOTA_Lobby_BotTeam"	"A tua equipa:"
"DOTA_create_bot_practice_solo"	"Solo"
"DOTA_create_bot_practice_solo_desc"	"Pratica sozinho contra bots numa partida local. Não usa matchmaking e podes sair a qualquer momento."
"DOTA_create_bot_practice_coop"	"Co-Op"
"DOTA_create_bot_practice_coop_desc"	"Usa o matchmaking para jogares com outros contra Bots. <font color='#dd6666'>AVISO:</font> Abandonar esta partida com Bots resultará numa penalidade."
"DOTA_Lobby_BotDifficulty_bot_passive"	"Bot passivo"
"DOTA_Lobby_BotDifficulty_bot_easy"	"Bot fácil"
"DOTA_Lobby_BotDifficulty_bot_medium"	"Bot mediano"
"DOTA_Lobby_BotDifficulty_bot_hard"	"Bot difícil"
"DOTA_Lobby_BotDifficulty_bot_unfair"	"Bot injusto"
"dota_lobby_title"	"{s:lobby_name}"
"dota_lobby_title_local_game"	"Lobby local"
"dota_lobby_title_default"	"Lobby"
"lobby_row_player_name"	"{s:player_name}"
"dota_lobby_row_game_name"	"{s:game_name}"
"dota_lobby_row_slots"	"{s:slots}"
"dota_lobby_row_game_mode"	"{s:game_mode}"
"dota_lobby_row_join"	"Entrar"
"dota_lobby_row_leave"	"Sair"
"dota_lobby_coaches_title"	"Treinadores"
"dota_lobby_browser_all_game_modes"	"Todos os modos"
"dota_lobby_browser_title"	"Procurar por lobbies"
"dota_lobby_browser_num_available"	"({d:lobbies_available} disponíveis)"
"dota_lobby_browser_no_lobbies"	"Nenhum lobby encontrado"
"dota_lobby_browser_no_matching_lobbies"	"Nenhum lobby corresponde à tua pesquisa"
"dota_lobby_browser_updating"	"A atualizar lista..."
"dota_lobby_browser_search_placeholder"	"Procurar por Lobbies"
"dota_lobby_browser_game_mode"	"Modo de Jogo"
"dota_lobby_browser_refresh"	"Atualizar"
"dota_lobby_browser_filter_title"	"Filtrar Lobbies"
"dota_lobby_submit_filter"	"OK"
"dota_popup_lobby_password_title"	"Palavra-passe do lobby"
"DOTA_AttackCapability_Melee"	"Melee"
"DOTA_AttackCapability_Ranged"	"Ranged"
"DOTA_Item_OnMarket"	"Mercado"
"DOTA_Items_DefaultSet"	"Conjunto padrão"
"DOTA_Items_SetEquipped_Label"	"Equipado:"
"DOTA_EquippedItem_Label"	"Equipado:"
"DOTA_PreviewingItem_Label"	"Prévia"
"DOTA_EquippedItem_Rarity"	"{s:equipped_econ_set_rarity}"
"DOTA_EquippedItem_SetName"	"{s:equipped_econ_set_name}"
"DOTA_EquippedItem_DefaultSet"	"Conjunto padrão"
"DOTA_EquippedItem_PartialSet"	"Conjunto parcial"
"DOTA_EquippedItem_Style"	"{i:equipped_econ_set_style_count} Estilo(s)"
"DOTA_EquippedItem_Button_Details"	"{s:equipped_details_button_text}"
"DOTA_EquippedItem_Customize"	"Personalizar"
"DOTA_EquippedItem_CustomSet"	"Conjunto personalizado"
"DOTA_EquippedItem_Equip"	"Equipar"
"DOTA_EquippedItem_Unpack_And_Equip"	"Abrir e equipar"
"DOTA_EquippedItem_Details"	"{s:equipped_econ_set_type_name} - Detalhes"
"DOTA_EquippedItem_Purchase_Button"	"Comprar"
"DOTA_EquippedItem_Marketplace_Button"	"Mercado"
"DOTA_EquippedItem_BundleName"	"No pacote \"{s:equipped_econ_set_bundle}\""
"DOTA_EquippedItem_FilterText"	"Prévia"
"DOTA_EquippedItem_SaleAmount"	"-{i:equipped_econ_set_sale_amount}%"
"DOTA_EquippedItem_RegularSetPrice"	"{s:equipped_econ_regular_set_price}"
"DOTA_EquippedItem_SetPrice"	"{s:equipped_econ_set_price}"
"DOTA_EquippedItem_TreasurePrice"	"{s:equipped_econ_treasure_price}"
"DOTA_HeroDemo_Button"	"Testar {s:econ_item_category_name}"
"DOTA_HeroDemo_Button_Tooltip"	"Inicia um modo de demonstração onde podes experimentar habilidades ou conjuntos de itens deste herói"
"DOTA_HeroDemo_Button_Return"	"Voltar ao teste"
"DOTA_HeroDemo_Button_Return_Tooltip"	"Volta ao modo de teste com o herói ou conjuntos de itens que selecionaste"
"DOTA_HeroDemo_Button_DBQuit"	"Sair do teste"
"DOTA_EquippedItem_Bundle"	"Pacote"
"DOTA_EquippedItem_ItemSet"	"Conjunto"
"DOTA_EquippedItem_Item"	"Item"
"DOTA_EconItemSet_Name"	"{s:econ_set_name}"
"DOTA_EconItemSet_Rarity"	"{s:econ_set_rarity}"
"DOTA_EconItemSet_Status"	"{s:econ_set_status}"
"DOTA_EconItemSet_Price"	"{s:econ_set_price}"
"DOTA_EconItemSet_SaleAmount"	"-{i:econ_sale_amount}%"
"DOTA_EconItemSet_DeveloperOnly"	"Confidencial"
"DOTA_EconItemSet_Tooltip_InBundle"	"Este conjunto está incluído num pacote"
"DOTA_EconItemSet_Tooltip_PartialSet"	"Só tens alguns itens do conjunto completo"
"DOTA_EconItemSet_Tooltip_MultipleStyles"	"Este conjunto contém vários estilos"
"DOTA_HeroRole_Carry"	"Carry"
"DOTA_HeroRole_Support"	"Support"
"DOTA_HeroRole_Nuker"	"Nuker"
"DOTA_HeroRole_Disabler"	"Disabler"
"DOTA_HeroRole_Jungler"	"Jungler"
"DOTA_HeroRole_Durable"	"Durable"
"DOTA_HeroRole_Escape"	"Escape"
"DOTA_HeroRole_LaneSupport"	"Lane Support"
"DOTA_HeroRole_Pusher"	"Pusher"
"DOTA_HeroRole_Initiator"	"Initiator"
"DOTA_HeroRole_Description_Carry"	"Torna-se mais útil no decorrer da partida se conseguir uma vantagem de ouro significativa."
"DOTA_HeroRole_Description_Support"	"Pode preocupar-se menos em acumular ouro e itens, e mais em usar as suas habilidades para dar vantagem à equipa."
"DOTA_HeroRole_Description_Nuker"	"Pode matar heróis inimigos rapidamente usando habilidades com cooldowns rápidos que causam muito dano."
"DOTA_HeroRole_Description_Disabler"	"Tem uma ou mais habilidades incapacitantes (que podem atordoar, silenciar, abrandar, etc.)."
