"dota"
{
"DOTA_Accept"	"Elfogad"
"DOTA_HeroRole_Description_Disabler"	"Egy vagy több varázslatának garantált bénítása van."
"DOTA_HeroRole_Description_Jungler"	"Hatásosan farmolhatja az erdőben a semleges creepeket a játék elején."
"DOTA_HeroRole_Description_Durable"	"Képes több ideig kitartani a csapatharcokban."
"DOTA_HeroRole_Description_Escape"	"Képes gyorsan elkerülni a halált."
"DOTA_HeroRole_Description_LaneSupport"	"Hasznos a játék elején, a vonalon, a csapatod végjátékosának (carry) védelmében, és segíti az aranyhoz jutását."
"DOTA_HeroRole_Description_Pusher"	"Gyorsan ostromolhatja és lerombolhatja a tornyokat és a barakkot a játék minden szakaszában."
"DOTA_HeroRole_Description_Initiator"	"Jó a csapatharcok indításában."
"DOTA_HeroGrid_OptionCategory_Role"	"Szerepek:"
"DOTA_HeroGrid_OptionCategory_Attributes"	"Tulajdonságok:"
"DOTA_HeroGrid_OptionCategory_AttackType"	"Támadás típusa:"
"DOTA_HeroLoadout_PreviousHeroName"	"{s:previous_hero_name}"
"DOTA_HeroLoadout_NextHeroName"	"{s:next_hero_name}"
"DOTA_HeroLoadout_CurrentHeroName"	"{s:hero_name}"
"DOTA_HeroLoadout_AttackType"	"{s:hero_attack_type}"
"DOTA_HeroLoadout_HeroFilterName"	"Hős"
"DOTA_HeroLoadout_Search"	"{s:hero_name} tárgyak keresése"
"DOTA_HeroCustomize_Title"	"Hős testreszabása"
"DOTA_HeroCustomize_OwnedItems"	"Birtokolt tárgyak"
"DOTA_HeroCustomize_Slot"	"Hely"
"DOTA_HeroCustomize_SlotName"	"{s:slot_name}"
"DOTA_HeroCustomize_SlotEquippedItemName"	"{s:equipped_item_name}"
"DOTA_HeroCustomize_DefaultItemName"	"Alap tárgy"
"DOTA_HeroCustomize_PreviewItemName"	"{s:preview_item_name}"
"DOTA_HeroCustomize_PreviewStyle"	"{s:preview_style_name}"
"DOTA_HeroCustomize_PreviewItemSlot"	"{s:preview_item_slot}"
"DOTA_HeroCustomize_Rarity"	"{s:preview_item_rarity}"
"DOTA_HeroCustomize_StyleLocked"	"Felszereléséhez előfeltétel kell"
"DOTA_UIEconItem_StyleIndex"	"{i:style_index}"
"dota_ready_up_num_accepted"	"{i:num_accepted} / {i:total_players} elfogadta"
"returning_top_of_queue"	"Visszatérés a játékkereséshez magas prioritással..."
"returning_to_lobby"	"Visszatérés a váróba több játékos kereséséhez..."
"GC_reconnecting"	"Kapcsolat visszaállítása a Dota 2 játékiránytóhoz..."
"GC_nosteam"	"Megszakadt a kapcsolat a Steammel"
"GC_searching"	"A Dota 2 játékirányító keresése..."
"GC_noconnection"	"Nem kapcsolódsz a Dota 2 játékirányítóhoz."
"GC_connecting"	"Kapcsolódás a Dota 2 játékirányítóhoz..."
"GC_connected"	"Csatlakozva a Dota 2 játékirányítóhoz."
"GC_down"	"A Dota 2 játékirányító jelenleg nem elérhető."
"GC_Network_Full"	"A Dota 2 játékirányító jelenleg tele van."
"GC_Queue_Position"	"A Dota 2 játékirányító jelenleg tele van. Várakozási pozíció: {i:gc_queue_position}"
"GC_Queue_Wait_Time"	"A Dota 2 játékirányító jelenleg tele van. Várakozási pozíció: {i:gc_queue_position}. Becsült várakozási idő: {s:gc_queue_wait_time}."
"GC_Wait_Time"	"Becsült várakozási idő: %s1"
"GC_Wait_Time_Unknown"	"ismeretlen"
"GC_suspended"	"Fiók felfüggesztve, miután a Valve Anti-Cheat rendszer a Dota 2-höz kapcsolt külső eszközöket észlelt."
"dota_practice_vs_bots"	"Botok elleni gyakorlás indítása"
"dota_practice_vs_bots_desc"	"Gyakorlómeccs botok ellen. Nem használ meccskeresést, és bármikor elhagyhatod a meccset."
"dota_practice_vs_bots_difficulty"	"Botok nehézsége"
"dota_practice_vs_bots_team"	"Melyik csapatként játszol?"
"DOTA_practice_vs_bots_team_radiant"	"Radiant"
"DOTA_practice_vs_bots_team_dire"	"Dire"
"DOTA_practice_vs_bots_team_random"	"Véletlenszerű"
"DOTA_EmoticonUpsell"	"A hangulatjelek meghatározott hőstárgyak vagy ligajegyek vásárlásával oldhatók fel."
"DOTA_CurrentTime"	"{t:t:current_time}"
"DOTA_MonthlyPlayers"	"{s:users_last_month}"
"DOTA_MonthlyPlayersLabel"	"egyedi játékos az elmúlt hónapban"
"DOTA_CurrentPlayers"	"{s:current_users}"
"DOTA_CurrentPlayersLabel"	"most játszó játékos"
"DOTA_Search_NoResults"	"Nincs találat"
"DOTA_Search_ItemShortDescription"	"<span class=\"ItemRarityColor\">{s:item_rarity}</span> {s:item_slot}"
"join_error_already_in_game"	"Nem lehet csatlakozni a gyakorló váróhoz, mivel már játékban vagy."
"join_error_invalid_lobby"	"A megadott váró már nem létezik."
"join_error_incorrect_password"	"Helytelen jelszó."
"join_error_access_denied"	"Hozzáférés megtagadva."
"join_error_generic"	"
"
"join_error_in_team_party"	"Nem sikerült csatlakozni a gyakorló váróhoz. Fel kell oszlatnod a csapat-társaságod a gyakorló játékokhoz csatlakozás előtt."
"join_error_lobby_full"	"A váró tele van."
"join_error_timed_out"	"Kérelem-időtúllépés."
"DOTA_Friends_Ready_To_Play"	"Nyílt játékok"
"DOTA_Friend_Finding_Match"	"Meccs keresése..."
"DOTA_Friend_In_Match"	"Meccsen"
"DOTA_Friend_Solo_Open_Party"	"{s:player_name} játszani szeretne"
"DOTA_Friend_In_Party_Open"	"{s:player_name} nyílt társaságban van"
"DOTA_Friend_Solo_Open_Party_Self"	"Társaságtagokat keresel"
"DOTA_Friend_In_Open_Party_Self"	"Nyílt társaságban vagy"
"DOTA_Friends_In_Party_Open"	"{d:num_friends} barát nyílt társaságban"
"DOTA_Friend_Lobby_Mode_Self"	"{s:game_mode} váróban vagy"
"DOTA_Friend_Lobby_Mode_1_Friend"	"{s:player_name} {s:game_mode} váróban van"
"DOTA_Friend_Lobby_Mode_N_Friends"	"{d:num_friends} barátod van {s:game_mode} váróban"
"DOTA_Friend_Lobby_Mode_Small"	"{s:game_mode} váró"
"DOTA_Friend_Lobby_Players"	"{d:player_count} / {d:max_player_count}"
"DOTA_Friend_Lobby_Join_Button"	"{s:join_button_text}"
"DOTA_Friend_Lobby_Friend_Count"	"+{d:extra_friend_count}"
"DOTA_Friend_Invite_To_Party"	"Társaságba hívás"
"DOTA_Friend_SuggestInviteToParty"	"Javaslás társaságba hívásra"
"DOTA_Request_Join_Party"	"Társasághoz csatlakozás kérése"
"DOTA_Request_Merge_Parties"	"Társaság-egyesítés kérése"
"DOTA_Request_Merge_Parties_NotLeader"	"A társaságvezető kérheti a társaságok egyesítését."
"DOTA_Friend_PartyInvitePending"	"Társaság-meghívó függőben"
"DOTA_Friend_PartyInvitePending_Leader"	"Társaság-meghívó függőben<br/>Kattints a meghívó elutasításához"
"DOTA_Friend_PartyMergeRequestPending"	"Társaságcsatlakozási kérelem függőben"
"DOTA_Friend_PartyMergeRequestPending_Leader"	"Társaságcsatlakozási kérelem függőben<br/>Kattints a kérelem visszavonásához"
"DOTA_Friend_JoinParty"	"Csatlakozás"
"DOTA_Friend_Watch"	"Nézés"
"DOTA_PartyVisTooltip_SoloTitleOpen"	"Játszani szeretne"
"DOTA_PartyMerge_Error_Title"	"Sikertelen társaságcsatlakozás/egyesítés"
"DOTA_PartyMerge_Error_NOT_LEADER"	"Társasági műveleteket csak a társaságvezető hajthat végre."
"DOTA_PartyMerge_Error_TOO_MANY_PLAYERS"	"A társaságok nem egyesíthetők, mert túl sok a játékos."
"DOTA_PartyMerge_Error_TOO_MANY_COACHES"	"A társaságok nem egyesíthetők, mert túl sok az edző."
"DOTA_PartyMerge_Error_ENGINE_MISMATCH"	"A társaságok nem egyesíthetők, mert a Dota különböző verzióját játsszák."
"DOTA_PartyMerge_Error_NO_SUCH_GROUP"	"A társaság már nem létezik."
"DOTA_PartyMerge_Error_OTHER_GROUP_NOT_OPEN"	"A társaság nem nyitott csatlakozás-/egyesítéskérelmekre."
"DOTA_Feed_Timestamp_Recently"	"Épp most"
"DOTA_Feed_Timestamp_MinutesAgo"	"{i:value} perccel ezelőtt"
"DOTA_Feed_Timestamp_HourAgo"	"{i:value} órával ezelőtt"
"DOTA_Feed_Timestamp_HoursAgo"	"{i:value} órával ezelőtt"
"DOTA_Feed_Timestamp_Yesterday"	"Tegnap"
"DOTA_Feed_Timestamp_Date"	"{s:month} {s:day}"
"dota_lobby_type_general"	"Rangsorolatlan"
"dota_lobby_type_practice"	"Gyakorló játék"
"dota_lobby_type_practice_game_mode_custom"	"Egyedi játék"
"dota_lobby_type_tournament"	"Bajnokság"
"dota_lobby_type_coop_bot"	"Együttműködő bot"
"dota_lobby_type_competitive"	"Rangsorolt meccs"
"dota_lobby_type_casual_1v1"	"1v1 meccs"
"dota_lobby_unknown"	"Ismeretlen"
"DOTA_Lobby_No_Players_Title"	"AZ EGYIK CSAPATBAN NINCS JÁTÉKOS"
"DOTA_Lobby_No_Players_Desc"	"Legalább egy játékosnak kell lennie a Radiant vagy a Dire oldalon."
"dota_match_result_won"	"Győzelem"
"dota_match_result_lost"	"Vereség"
"dota_match_result_none"	"???"
"dota_social_feed_loading"	"Betöltés..."
"DOTA_LoadingPlayerUnknown"	"-"
"DOTA_LoadingPlayerLoading"	"Betöltés..."
"DOTA_LoadingPlayerFullyConnected"	"Kész"
"DOTA_LoadingPlayerFailed"	"Sikertelen"
"LoadingScreenTimer"	"{t:d:countdown_timer_seconds}"
"HeroSelectionTimer"	"{i:timer_seconds}"
"LoadingScreenMapInfo"	"Pálya: {s:map_name}"
"LoadingScreenPlayersInfo"	"Játékosok: {i:players_loaded}/{i:players_total}"
"LoadingScreenSpectatorsInfo"	"Nézők: {i:spectators_loaded}/{i:spectators_total}"
"custom_end_screen_victory_message"	"{s:winning_team_name} győzelem!"
"custom_end_screen_legend_player"	"Játékos"
"custom_end_screen_legend_level"	"Szint"
"custom_end_screen_legend_hero"	"Hős"
"custom_end_screen_legend_kills"	"Ö"
"custom_end_screen_legend_deaths"	"H"
"custom_end_screen_legend_assists"	"S"
"custom_end_screen_legend_items"	"Tárgyak"
"custom_end_screen_legend_gold"	"Arany"
"custom_end_screen_legend_team_score"	"Pontszám"
"custom_scoreboard_hero_name_and_desc"	"{i:hero_level}. szintű {s:hero_name}"
"CustomEndScreenClose"	"Bezárás"
"DOTA_Armory_Category_Heroes"	"Hősök"
"DOTA_Armory_Category_Companions"	"Társak"
"DOTA_Armory_Category_Couriers"	"Futárok"
"DOTA_Armory_Category_Pets"	"Kisállatok"
"DOTA_Armory_Category_World"	"Világ"
"DOTA_Armory_Category_Wards"	"Wardok"
"DOTA_Armory_Category_Weather"	"Időjárás-effektek"
"DOTA_Armory_Category_Effigies"	"Képmások"
"DOTA_Armory_Category_Interface"	"Kezelőfelület"
"DOTA_Armory_Category_Emoticons"	"Hangulatjelek"
"DOTA_Armory_Category_LoadingScreens"	"Betöltőképernyők"
"DOTA_Armory_Category_HUDs"	"HUD-ok"
"DOTA_Armory_Category_CursorPacks"	"Kurzorcsomagok"
"DOTA_Armory_Category_Audio"	"Hang"
"DOTA_Armory_Category_VoicePacks"	"Hangcsomagok"
"DOTA_Armory_Category_AnnouncerPacks"	"Bemondó-csomagok"
"DOTA_Armory_Category_Music"	"Zene"
"DOTA_Armory_Category_All"	"Mind"
"DOTA_Armory_Category_Other"	"Egyéb"
"DOTA_Armory_Category_View"	"Kategorizált nézet"
"DOTA_Armory_Filter"	"Szűrő beállítása"
"DOTA_Armory_SortBy"	"Rendezés:"
"DOTA_Armory_SortBy_Rarity"	"Ritkaság szerint"
"DOTA_Armory_SortBy_Quality"	"Minőség szerint"
"DOTA_Armory_SortBy_Name"	"Név szerint"
"DOTA_Armory_SortBy_Recent"	"Megszerzés dátuma szerint"
"DOTA_Armory_SortBy_Sockets"	"Foglalat száma szerint"
"DOTA_Armory_Search"	"Keresés a Fegyvertárban"
"DOTA_Armory_ContextMenu_Preview"	"Tárgy előnézése"
"DOTA_Armory_ContextMenu_PreviewSet"	"Szett előnézése"
"DOTA_Armory_ContextMenu_Equip"	"Felszerel"
"DOTA_Armory_ContextMenu_Unequip"	"Levet"
"DOTA_Armory_ContextMenu_Socketing"	"Foglalatkészítés"
"DOTA_Armory_ContextMenu_GiftWrap"	"Tárgy becsomagolása"
"DOTA_Armory_ContextMenu_Delete"	"Törlés"
"dota_page_match_details_loading"	"Meccs betöltése..."
"dota_page_match_details_victory"	"Győztes: {s:winner}"
"dota_page_match_details_legend_player"	"Játékos"
"dota_page_match_details_legend_level"	"Szint"
"dota_page_match_details_legend_hero"	"Hős"
"dota_page_match_details_legend_kills"	"Ö"
"dota_page_match_details_legend_deaths"	"H"
"dota_page_match_details_legend_assists"	"S"
"dota_page_match_details_legend_items"	"Tárgyak"
"dota_page_match_details_legend_gold"	"Arany"
"dota_page_match_details_legend_last_hits"	"UT"
"dota_page_match_details_legend_denies"	"BÁ"
"dota_page_match_details_legend_gold_per_min"	"GPM"
"dota_page_match_details_legend_xp_per_min"	"XPM"
"dota_page_match_details_legend_winner_tooltip"	"Győztes csapat"
"dota_page_match_details_legend_kills_tooltip"	"Ölések"
"dota_page_match_details_legend_deaths_tooltip"	"Halálok"
"dota_page_match_details_legend_assists_tooltip"	"Segítések"
"dota_page_match_details_legend_last_hits_tooltip"	"Utolsó találatok creepeken"
"dota_page_match_details_legend_denies_tooltip"	"Creepbeáldozások"
"dota_page_match_details_legend_gold_per_min_tooltip"	"Percenkénti arany"
"dota_page_match_details_legend_xp_per_min_tooltip"	"Percenkénti tapasztalat"
"dota_page_match_details_header_league_name"	"Liganév"
"dota_page_match_details_header_custom_game_map_name"	"Pályanév"
"dota_page_match_details_header_match_id"	"Meccs azon."
"dota_page_match_details_header_game_mode"	"Játékmód"
"dota_page_match_details_header_duration"	"Időtartam"
"dota_page_match_details_header_timestamp"	"Meccs dátuma és ideje"
"dota_page_match_details_voting_votes"	"{i:num_votes} szavazat"
"dota_page_match_details_match_discussion"	"Meccsmegbeszélés"
"dota_page_match_details_comment_placeholder"	"Megjegyzés írása..."
"dota_page_match_details_comment_loading_comments"	"Megjegyzések betöltése..."
"dota_page_match_details_comment_no_comments"	"Nincsenek megjegyzések ehhez a meccshez"
"dota_page_match_details_replay_existence_unknown"	"Visszajátszás keresése..."
"dota_page_match_details_replay_existence_cdn_found"	"Visszajátszás letöltése"
"dota_page_match_details_replay_existence_not_found"	"A visszajátszás nem érhető el."
"dota_page_match_details_replay_existence_downloading"	"Letöltés..."
"dota_page_match_details_replay_existence_disk_found_replay"	"Visszajátszás megnézése"
"dota_page_match_details_replay_existence_disk_found_highlights"	"Kiemelt pillanatok megnézése"
"dota_page_match_details_replay_existence_wrong_engine"	"A Source 1-es visszajátszások nem érhetők el Source 2-ben."
"dota_profile_content_tab_activity_feed"	"Aktivitás-lista"
"dota_profile_content_tab_recent_games"	"Legutóbbi játékok"
"dota_profile_recent_games_option_show_practice_matches"	"Gyakorló meccsek mutatása"
"dota_profile_recent_game_header_timestamp"	"Dátum / idő"
"dota_profile_recent_game_header_hero_name"	"Játszott hős"
"dota_profile_recent_game_header_result"	"Eredmény"
"dota_profile_recent_game_header_duration"	"Hossz"
"dota_profile_recent_game_header_type"	"Típus"
"dota_profile_recent_game_result_win"	"Győzelem"
"dota_profile_recent_game_result_loss"	"Vereség"
"dota_profile_recent_game_result_abandon"	"Feladás"
"dota_profile_recent_game_icon_source1"	"S1"
"dota_profile_hero_with_index"	"{d:hero_index} {s:hero_name}"
"dota_profile_hero"	"{s:hero_name}"
"dota_replay_manager_error_not_found"	"Nem található visszajátszás a tartalomszolgáltató hálózaton."
"dota_replay_manager_error_existing_partial"	"Nem sikerült törölni a részleges visszajátszás fájlt."
"dota_replay_manager_error_creation_failure"	"Nem sikerült létrehozni a részleges visszajátszás fájlt."
"dota_replay_manager_error_disk_full"	"Nem sikerült lefoglalni a helyet a visszajátszás fájlnak."
"dota_replay_manager_error_chunk_failed"	"Hiba a visszajátszás fájl letöltésekor."
"dota_replay_manager_error_write_failure"	"Nem sikerül írni a részleges visszajátszás fájlba."
"dota_replay_manager_error_partial_compressed_open_failure"	"Nem sikerült megnyitni a tömörített visszajátszás fájlt."
"dota_replay_manager_error_partial_decompressed_open_failure"	"Nem sikerült megnyitni a kitömörített visszajátszás fájlt."
"dota_replay_manager_error_partial_decompression_failure"	"Nem sikerült kitömöríteni a visszajátszás fájlt."
"dota_replay_manager_error_partial_decompression_write_failure"	"Nem sikerült a kitömörített visszajátszás fájl írása."
"dota_page_match_details_replay_error_not_found"	"A visszajátszás nem található a lemezen."
"DOTA_tooltip_econ_item_name"	"{s:item_name}"
"DOTA_tooltip_econ_item_description"	"{s:item_description}"
"DOTA_tooltip_econ_item_set"	"Ennek része: <font color='#dddddd'>{s:item_set}</font>"
"DOTA_tooltip_econ_item_rarity_label"	"Ritkaság: "
"DOTA_tooltip_econ_item_rarity"	"{s:item_rarity}"
"DOTA_tooltip_econ_item_slot"	"Hely: {s:item_slot}"
"DOTA_tooltip_econ_item_gifter"	"{g:dota_persona:gifter_name}"
"DOTA_tooltip_econ_item_gift_received_date"	"Kapott: {t:T:gift_received_date_time}"
"DOTA_tooltip_econ_item_trade_restriction_permanent"	"Nem cserélhető"
"DOTA_tooltip_econ_item_trade_restriction_date"	"Nem cserélhető eddig: {t:T:tradable_after_date_time} {t:s:tradable_after_date_time}"
"DOTA_tooltip_econ_item_market_restriction_permanent"	"Nem értékesíthető"
"DOTA_tooltip_econ_item_gift_restriction_permanent"	"Nem ajándékozható"
"DOTA_tooltip_econ_item_gift_restriction_date"	"Nem ajándékozható eddig: {t:T:giftable_after_date_time} {t:s:giftable_after_date_time}"
"DOTA_tooltip_econ_item_gem_type"	"{s:gem_type}"
"DOTA_tooltip_econ_item_gem_strange_count"	"{d:strange_count}"
"DOTA_tooltip_econ_item_gem_description"	"{s:gem_description}"
"DOTA_tooltip_econ_item_partner"	"{s:partner}"
"DOTA_econ_item_details_item_name"	"{s:item_name}"
"DOTA_econ_item_details_item_creation_date"	"LÉTREHOZÁS DÁTUMA: {t:l:creation_date}"
"DOTA_econ_item_details_set_includes"	"A következőket tartalmazza:"
"DOTA_econ_item_details_item_set"	"Ennek része: <font color='#dddddd'>{s:item_set}</font>"
"DOTA_econ_item_details_rarity_label"	"Ritkaság: "
"DOTA_econ_item_details_item_rarity"	"{s:item_rarity}"
"DOTA_econ_item_details_item_slot"	"Hely: {s:item_slot}"
"DOTA_econ_item_details_item_description"	"{s:item_description}"
"DOTA_econ_item_details_gem_type"	"{s:gem_type}"
"DOTA_econ_item_details_gem_strange_count"	"{d:strange_count}"
"DOTA_econ_item_details_gem_description"	"{s:gem_description}"
"DOTA_Treasure_Name"	"{s:treasure_name}"
"DOTA_Treasure_Rarity"	"<span class=\"ItemRarityColor\">{s:treasure_rarity}</span> kincs"
"DOTA_Voice_Party"	"Beszédtársaság"
"custom_game_mismatch_title"	"Egyedi játék adatok nem egyeznek"
"custom_game_mismatch_desc"	"Az egyedi játék archívum nem egyezik meg a játékszerver és a kliens között."
"custom_game_team_select"	"Csapatválasztás"
"custom_game_team_select_timer"	"{i:countdown_timer_seconds}"
"custom_game_team_select_shuffle"	"Keverés"
"custom_game_team_select_auto_start"	"Automatikus indítás"
"custom_game_team_select_starting"	"Kezdés"
"custom_game_team_select_unassigned_players"	"Beosztatlan játékosok"
"custom_game_team_select_lock_start"	"Zárolás + indítás"
"custom_game_team_select_cancel_unlock"	"Mégse + feloldás"
"custom_game_team_select_join"	"Csatlakozás"
"custom_game_team_select_empty_slot"	"Üres hely"
"custom_game_team_select_auto_assign"	"Automata beosztás"
"custom_game_default_gameinfo_text"	"Nézz vissza később további információért erről az egyedi játékról!"
"CouldntFindCompendium"	"Nem sikerült az összefoglaló tesztfájl betöltése: {s:s1}"
"CompendiumPageError_Pages"	"Nem sikerült 'pages' tömböt találni az összefoglaló adatfájlban."
"CompendiumPageError_Template"	"Nem sikerült 'template' bejegyzést találni az összefoglaló '{s:s1}' oldalához. (oldalszám: {s:s2})"
"CompendiumPageError_Template2"	"Nem sikerült '{s:s1}' nevű sablont találni az összefoglaló '{s:s2}'. oldalán."
"CompendiumPageError_Image"	"Nem sikerült '{s:s1}' nevű képet találni az összefoglaló '{s:s2}'. oldalán."
"CompendiumPageError_Text"	"Nem sikerült '{s:s1}' nevű szövegtömböt találni az összefoglaló '{s:s2}'. oldalán."
"CompendiumPageError_Video"	"Nem sikerült '{s:s1}' nevű videót találni az összefoglaló '{s:s2}'. oldalán."
"CompendiumPageError_Scrollbar"	"Nem sikerült '{s:s1}' nevű görgetősávot találni az összefoglaló '{s:s2}'. oldalán."
"CompendiumPageError_Selection"	"Nem sikerült '{s:s1}' nevű választást találni az összefoglaló '{s:s2}'. oldalán."
"CompendiumPageError_PageNames"	"A(z) '{s:s1}' beágyazott oldalnak ugyanaz a neve, mint egy másik oldalnak. Az oldalneveknek egyedinek kell lenniük."
"CompendiumPageError_CustomText"	"Hiba az összefoglaló '{s:s2}'. oldalán levő '{s:s1}' szövegblokkban."
"CompendiumPageError_CustomImg"	"Hiba a(z) '{s:s1}' egyedi képblokkban."
"CompendiumPageError_CustomBar"	"Hiba a(z) '{s:s1}' egyedi folyamatsávban az összefoglaló '{s:s2}'. oldalán."
"CompendiumPageError_CustomEle"	"Nem sikerült példányosítani a(z) '{s:s1}' egyéni elemet az összefoglaló '{s:s2}'. oldalán."
"CompendiumPageError_CTFont"	"Az összefoglaló '{s:s2}'. oldalán megadott '{s:s1}' betűtípus érvénytelen. Érvényes betűtípusok:\\\ntext, textbold, title."
"CompendiumPageError_CTAlign"	"Az összefoglaló '{s:s2}'. oldalán megadott '{s:s1}' igazítás érvénytelen. Érvényes igazítások:\\\n left, right, center."
"CompendiumPageError_CTDepth"	"A(z) '{s:s1}' mélység érvénytelen. Az érvényes mélységek:\\\n front, back."
"CompendiumPageError_LinePos"	"A(z) '{s:s1}' sornak nincs 'start' és 'end' pozíciós blokkja."
"CompendiumPageError_CTPoints"	"Érvénytelen '{s:s1}' választási index a(z) '{s:s2}' egyéni szöveg 'points' részében."
"CompendiumPageError_CTPoints2"	"Érvénytelen '{s:s1}' választási index a(z) '{s:s2}' egyéni szöveg 'points' részében. Nem található ilyen indexű választás."
"CompendiumPageError_SelDesc"	"Nem sikerült 'description' kulcsot találni a(z) '{s:s1}' nevű választáshoz az összefoglaló '{s:s2}'. oldalán."
"CompendiumPageError_Points"	"Hiányzó (vagy nulla) 'points' van megadva a(z) '{s:s1}' választáshoz az összefoglaló '{s:s2}'. oldalán."
"CompendiumPageError_SelType"	"Hiányzó 'choice_type' a(z) '{s:s1}' választáshoz az összefoglaló '{s:s2}'. oldalán."
"CompendiumPageError_BarType"	"A(z) '{s:s1}' folyamatcsíknak hiányzik a 'data' eleme az összefoglaló '{s:s2}'. oldalán."
"CompendiumPageError_NoTime"	"Hiányzó vagy érvénytelen 'time' van megadva a(z) '{s:s2}' '{s:s1}' választásához."
"CompendiumPageError_ElementType"	"Hiányzó vagy érvénytelen 'elementtype' a(z) '{s:s1}' elem számára az összefoglaló '{s:s2}'. oldalán."
"CompendiumPageError_SelTimer"	"Ismeretlen '{s:s1}' nevű időzítő az összefoglaló '{s:s2}'. oldalán."
"CompendiumPageError_BadElement"	"Ismeretlen, '{s:s1}' nevű SF elem az összefoglaló '{s:s2}'. oldalán."
"CompendiumPageError_SelNoTimer"	"Nem található időzítő az összefoglaló '{s:s1}'. oldalán (van választása, amihez szükséges időzítő)."
"CompendiumPageError_SelUnknown"	"Érvénytelen 'choice_type' ('{s:s1}') a(z) '{s:s2}' választáshoz."
"CompendiumPageError_BarUnknown"	"Érvénytelen 'data' ('{s:s1}') a(z) '{s:s2}' választáshoz."
"CompendiumPageError_InvalidEquation"	"Érvénytelenül megadott egyenlet: '{s:s1}' ehhez: '{s:s2}'"
"CompendiumPageError_SelChoices"	"Hiányzó 'choices' tömb a(z) '{s:s1}' választáshoz az összefoglaló '{s:s2}'. oldalán."
"CompendiumPageError_NoHero"	"Nem sikerült '{s:s1}' hős-azonosítóval hőst találni a(z) '{s:s2}' választáshoz."
"CompendiumPageError_Unknown"	"Belső összefoglaló logikai hiba. Lépj kapcsolatba Valve-val a megoldáshoz."
"CompendiumPageError_ImageDL"	"Nem sikerült a(z) '{s:s1}' összefoglaló kép letöltésének indítása ({s:s2})."
"CompendiumPageError_ImageDLErr"	"Nem sikerült a(z) '%s' összefoglaló kép letöltése ({s:s2})."
"CompendiumPageError_BtnNoElem"	"Nem található 'selection_elements' blokk a(z) '{s:s1}' gombhoz az összefoglaló '{s:s2}'. oldalán."
"CompendiumPageError_BtnBadVal"	"A(z) '{s:s2}' gomb '{s:s1}' választási értéke nincs ennél a választási indexnél a választási listában."
"CompendiumPageError_BtnBadSel"	"A(z) '{s:s1}' elem 'selection_force_to' beállítása nincs a(z) '{s:s2}' választás választási listájában."
"CompendiumPageError_BtnSelIdx"	"Az összefoglaló '{s:s2}'. oldalán lévő '{s:s1}' gomb 'selection_index' értéke hiányzik vagy érvénytelen."
"CompendiumPageError_CmdSelIdx"	"A(z) '{s:s1}' elemnek az összefoglaló '{s:s2}' oldalán hiányzó vagy érvénytelen 'selection_index' vagy 'force_selection_index' parancsa van."
"CompendiumPageError_ImgSelIdx"	"Érvénytelen '{s:s1}' 'selection_index\\' a(z) '{s:s2}' képen."
"CompendiumPageError_ImgShowSelIdx"	"Érvénytelen '{s:s1}' 'show_selection_index' a(z) '{s:s2}' képen."
"CompendiumPageError_ImgSelVal"	"Érvénytelen '{s:s1}' választási választás a(z) '{s:s2}' kép 'show_selection_images' részében."
"CompendiumPageError_ImgBadStyle"	"Rossz '{s:s1}' képstílus a(z) '{s:s2}' képnél."
"CompendiumPageError_DynTxtSel"	"A(z) '{s:s1}' szöveg a(z) '{s:s2}' oldalon érvénytelen % selection_X %-t tartalmaz. Nincs előregisztrálva ilyen indexű választási lehetőség."
"CompendiumPageError_NoTxtList"	"Nem található '{s:s1}' nevű szöveglista a(z) '{s:s2}'. oldalon."
"CompendiumPageError_TOCPage"	"A(z) '{s:s1}' table_of_contents_page oldal nem létezik."
"CompendiumPageError_SelIndex"	"A(z) '{s:s1}' választásnak az összefoglaló '{s:s2}'. oldalán hiányzó vagy érvénytelen 'selection_index' értéke van."
"CompendiumPageError_SelUsed"	"A(z) '{s:s1}' választásnak az összefoglaló '{s:s2}'. oldalán nincs egyedi 'selection_index' értéke."
"CompendiumPageError_SelVal"	"Az összefoglaló '{s:s2}'. oldalán lévő '{s:s1}' menüben több ugyanolyan értékű lehetőség van."
"CompendiumPageError_SelValInv"	"Az összefoglaló '{s:s2}'. oldalán lévő '{s:s1}' menüben van egy <= 0 értékű lehetőség. A lehetőség-értékeknek nullánál nagyobbnak kell lenniük."
"CompendiumPageError_SelTTVal"	"Az összefoglaló '{s:s2}'. oldalán lévő '{s:s1}' választásnak a választási listájában nem szereplő értékkel rendelkező 'tooltip_data' bejegyzése van."
"CompendiumPageError_NoAnswer"	"A(z) '{s:s1}' választásnak az összefoglaló '{s:s2}'. oldalán nincs 'answer' vagy 'answers' kulcsa a 'result' részében."
"CompendiumPageError_MissAnswer"	"A(z) '{s:s1}' választásnak az összefoglaló '{s:s2}'. oldalán olyan 'answer' vagy 'answers' kulcsa van, amely egyetlen választási lehetőségének sem felel meg."
"CompendiumPageError_Timer"	"A(z) '{s:s1}' időzítőnek érvénytelen Unix-ideje van."
"CompendiumPageError_UnknownAction"	"A(z) '{s:s1}' objektum ismeretlen '{s:s2}' műveletre hivatkozik."
"CompendiumPageError_SameElement"	"A láthatósági rendszer több '{s:s1}' nevű elemet talált a(z) '{s:s2}' oldalon."
