"dota"
{
"DOTA_Accept"	"Приемане"
"DOTA_HeroRole_Description_Durable"	"Умее да издържа по-дълго в отборни битки."
"DOTA_HeroRole_Description_Escape"	"Умее бързо да избягва смъртта."
"DOTA_HeroRole_Description_LaneSupport"	"Полезен при защитата на отборното Carry в началото на играта, позволявайки му да фарми."
"DOTA_HeroRole_Description_Pusher"	"Може бързо да обсади и унищожи кули или бараки по всяко време на играта."
"DOTA_HeroRole_Description_Initiator"	"Добър в започването на отборна битка."
"DOTA_HeroGrid_OptionCategory_Role"	"Роли:"
"DOTA_HeroGrid_OptionCategory_Attributes"	"Атрибути:"
"DOTA_HeroGrid_OptionCategory_AttackType"	"Тип на атаката:"
"DOTA_HeroLoadout_PreviousHeroName"	"{s:previous_hero_name}"
"DOTA_HeroLoadout_NextHeroName"	"{s:next_hero_name}"
"DOTA_HeroLoadout_CurrentHeroName"	"{s:hero_name}"
"DOTA_HeroLoadout_AttackType"	"{s:hero_attack_type}"
"DOTA_HeroLoadout_HeroFilterName"	"Герой"
"DOTA_HeroLoadout_Search"	"Търсене на предмети за {s:hero_name}"
"DOTA_HeroCustomize_Title"	"Персонализиране на герой"
"DOTA_HeroCustomize_OwnedItems"	"Притежавани предмети"
"DOTA_HeroCustomize_Slot"	"Слот"
"DOTA_HeroCustomize_SlotName"	"{s:slot_name}"
"DOTA_HeroCustomize_SlotEquippedItemName"	"{s:equipped_item_name}"
"DOTA_HeroCustomize_DefaultItemName"	"Стандартен предмет"
"DOTA_HeroCustomize_PreviewItemName"	"{s:preview_item_name}"
"DOTA_HeroCustomize_PreviewStyle"	"{s:preview_style_name}"
"DOTA_HeroCustomize_PreviewItemSlot"	"{s:preview_item_slot}"
"DOTA_HeroCustomize_Rarity"	"{s:preview_item_rarity}"
"DOTA_HeroCustomize_StyleLocked"	"Необходима е предпоставка за екипиране"
"DOTA_UIEconItem_StyleIndex"	"{i:style_index}"
"dota_ready_up_num_accepted"	"{i:num_accepted} от {i:total_players} са приели"
"returning_top_of_queue"	"Връщане към търсене на мач с висок приоритет"
"returning_to_lobby"	"Връщане към лобито, за да се намерят още играчи…"
"GC_reconnecting"	"Възстановяване на връзката с игралния координатор на Dota 2…"
"GC_nosteam"	"Връзката към Steam бе загубена"
"GC_searching"	"Търсене за игралния координатор на Dota 2…"
"GC_noconnection"	"Не сте свързани към Dota 2 мрежата."
"GC_connecting"	"Свързване към игралния координатор на Dota 2…"
"GC_connected"	"Свързани сте към игралния координатор на Dota 2."
"GC_down"	"Игралният координатор на Dota 2 е временно извън линия."
"GC_Network_Full"	"В момента игралният координатор на Dota 2 е пълен."
"GC_Queue_Position"	"В момента игралният координатор на Dota 2 е пълен. Позиция в опашката: {i:gc_queue_position}"
"GC_Queue_Wait_Time"	"В момента игралният координатор на Dota 2 е пълен. Позиция в опашката: {i:gc_queue_position}, приблизително време за изчакване: {s:gc_queue_wait_time}"
"GC_Wait_Time"	"Приблизително време за изчакване: %s1"
"GC_Wait_Time_Unknown"	"Неизвестно"
"GC_suspended"	"Акаунтът е преустановен, след като Valve Anti-Cheat системата разкри външни инструменти, прикачени към Dota 2."
"dota_practice_vs_bots"	"Започнете тренировка срещу ботове"
"dota_practice_vs_bots_desc"	"Играйте тренировъчен мач срещу ботове. Това не използва търсенето на мачове и можете да напуснете мача по всяко време."
"dota_practice_vs_bots_difficulty"	"Трудност на бот"
"dota_practice_vs_bots_team"	"В кой отбор ще играете?"
"DOTA_practice_vs_bots_team_radiant"	"Radiant"
"DOTA_practice_vs_bots_team_dire"	"Dire"
"DOTA_practice_vs_bots_team_random"	"Произволен"
"DOTA_EmoticonUpsell"	"Емотиконите се отключват при покупката на определени предмети за герои или билети към лиги."
"DOTA_CurrentTime"	"{t:t:current_time}"
"DOTA_MonthlyPlayers"	"{s:users_last_month}"
"DOTA_MonthlyPlayersLabel"	"Уникални играчи през изминалия месец"
"DOTA_CurrentPlayers"	"{s:current_users}"
"DOTA_CurrentPlayersLabel"	"Активни играчи в момента"
"DOTA_Search_NoResults"	"Няма резултати"
"DOTA_Search_ItemShortDescription"	"<span class=\"ItemRarityColor\">{s:item_rarity}</span> {s:item_slot}"
"join_error_already_in_game"	"Неуспешно присъединяване към тренировъчното лоби, защото вече сте в игра."
"join_error_invalid_lobby"	"Лобито, което сте определили, вече не съществува."
"join_error_incorrect_password"	"Грешна парола."
"join_error_access_denied"	"Достъпът е отказан."
"join_error_generic"	"
"
"join_error_in_team_party"	"Неуспешно присъединяване към тренировъчното лоби. Трябва да разпуснете отборния си екип парти, преди да се присъедините в тренировъчни игри."
"join_error_lobby_full"	"Лобито е пълно."
"join_error_timed_out"	"Времето за заявката изтече."
"DOTA_Friends_Ready_To_Play"	"Отворени игри"
"DOTA_Friend_Finding_Match"	"Намиране на мач…"
"DOTA_Friend_In_Match"	"В мач"
"DOTA_Friend_Solo_Open_Party"	"{s:player_name} иска да играе"
"DOTA_Friend_In_Party_Open"	"{s:player_name} е в отворен екип"
"DOTA_Friend_Solo_Open_Party_Self"	"Търсите за екипни членове"
"DOTA_Friend_In_Open_Party_Self"	"Вие сте в отворен екип"
"DOTA_Friends_In_Party_Open"	"{d:num_friends} приятели в отворен екип"
"DOTA_Friend_Lobby_Mode_Self"	"Вие сте в лоби за {s:game_mode}"
"DOTA_Friend_Lobby_Mode_1_Friend"	"{s:player_name} в лоби за {s:game_mode}"
"DOTA_Friend_Lobby_Mode_N_Friends"	"{d:num_friends} приятели в лоби за {s:game_mode}"
"DOTA_Friend_Lobby_Mode_Small"	"Лоби за {s:game_mode}"
"DOTA_Friend_Lobby_Players"	"{d:player_count} / {d:max_player_count}"
"DOTA_Friend_Lobby_Join_Button"	"{s:join_button_text}"
"DOTA_Friend_Lobby_Friend_Count"	"+{d:extra_friend_count}"
"DOTA_Friend_Invite_To_Party"	"Покана в екип"
"DOTA_Friend_SuggestInviteToParty"	"Пускане на покана за екип"
"DOTA_Request_Join_Party"	"Заявка за присъединяване към екип"
"DOTA_Request_Merge_Parties"	"Заявка за сливане на екипите"
"DOTA_Request_Merge_Parties_NotLeader"	"Лидерът на екипа може да заяви сливане."
"DOTA_Friend_PartyInvitePending"	"Висяща екипна покана"
"DOTA_Friend_PartyInvitePending_Leader"	"Висяща екипна покана<br/>Кликнете, за да я откажете"
"DOTA_Friend_PartyMergeRequestPending"	"Висяща заявка за присъединяване към екип"
"DOTA_Friend_PartyMergeRequestPending_Leader"	"Висяща заявка за присъединяване към екип<br/>Кликнете, за да я отмените"
"DOTA_Friend_JoinParty"	"Присъединяване към екип"
"DOTA_Friend_Watch"	"Наблюдаване"
"DOTA_PartyVisTooltip_SoloTitleOpen"	"Искащ да играе"
"DOTA_PartyMerge_Error_Title"	"Присъединяването/сливането на екипа се провали"
"DOTA_PartyMerge_Error_NOT_LEADER"	"Операциите за екипа могат да бъдат изпълнявани само от неговия лидер"
"DOTA_PartyMerge_Error_TOO_MANY_PLAYERS"	"Екипите не могат да бъдат слети, защото има прекалено много играчи."
"DOTA_PartyMerge_Error_TOO_MANY_COACHES"	"Екипите не могат да бъдат слети, защото има прекалено много треньори."
"DOTA_PartyMerge_Error_ENGINE_MISMATCH"	"Екипите не могат да бъдат слети, защото играят различни версии на Dota"
"DOTA_PartyMerge_Error_NO_SUCH_GROUP"	"Екипът вече не съществува."
"DOTA_PartyMerge_Error_OTHER_GROUP_NOT_OPEN"	"Екипът не е отворен към заявки за присъединяване/сливане."
"DOTA_Feed_Timestamp_Recently"	"Току-що"
"DOTA_Feed_Timestamp_MinutesAgo"	"преди {i:value} минути"
"DOTA_Feed_Timestamp_HourAgo"	"преди {i:value} час"
"DOTA_Feed_Timestamp_HoursAgo"	"преди {i:value} часа"
"DOTA_Feed_Timestamp_Yesterday"	"Вчера"
"DOTA_Feed_Timestamp_Date"	"{s:day} {s:month}"
"dota_lobby_type_general"	"Без класиране"
"dota_lobby_type_practice"	"Тренировка"
"dota_lobby_type_practice_game_mode_custom"	"Потребителска игра"
"dota_lobby_type_tournament"	"Турнир"
"dota_lobby_type_coop_bot"	"Кооперативно с ботове"
"dota_lobby_type_competitive"	"С класиране"
"dota_lobby_type_casual_1v1"	"Мач 1 срещу 1"
"dota_lobby_unknown"	"Неизвестно"
"DOTA_Lobby_No_Players_Title"	"НЯМА ИГРАЧИ В ОТБОРА"
"DOTA_Lobby_No_Players_Desc"	"Трябва да имате поне един играч в отбора на Radiant или Dire."
"dota_match_result_won"	"Победиха"
"dota_match_result_lost"	"Загубени"
"dota_match_result_none"	"???"
"dota_social_feed_loading"	"Зареждане…"
"DOTA_LoadingPlayerUnknown"	"—"
"DOTA_LoadingPlayerLoading"	"Зареждане…"
"DOTA_LoadingPlayerFullyConnected"	"Готов"
"DOTA_LoadingPlayerFailed"	"Неуспешно"
"LoadingScreenTimer"	"{t:d:countdown_timer_seconds}"
"HeroSelectionTimer"	"{i:timer_seconds}"
"LoadingScreenMapInfo"	"Карта: {s:map_name}"
"LoadingScreenPlayersInfo"	"Играчи: {i:players_loaded} от {i:players_total}"
"LoadingScreenSpectatorsInfo"	"Наблюдатели: {i:spectators_loaded}/{i:spectators_total}"
"custom_end_screen_victory_message"	"Победа за {s:winning_team_name}!"
"custom_end_screen_legend_player"	"Играч"
"custom_end_screen_legend_level"	"Ниво"
"custom_end_screen_legend_hero"	"Герой"
"custom_end_screen_legend_kills"	"Уб."
"custom_end_screen_legend_deaths"	"Ум."
"custom_end_screen_legend_assists"	"А"
"custom_end_screen_legend_items"	"Предмети"
"custom_end_screen_legend_gold"	"Злато"
"custom_end_screen_legend_team_score"	"Резултат"
"custom_scoreboard_hero_name_and_desc"	"Ниво {i:hero_level} {s:hero_name}"
"CustomEndScreenClose"	"Затваряне"
"DOTA_Armory_Category_Heroes"	"Герои"
"DOTA_Armory_Category_Companions"	"Придружители"
"DOTA_Armory_Category_Couriers"	"Куриери"
"DOTA_Armory_Category_Pets"	"Питомници"
"DOTA_Armory_Category_World"	"Свят"
"DOTA_Armory_Category_Wards"	"Wards"
"DOTA_Armory_Category_Weather"	"Атмосферни ефекти"
"DOTA_Armory_Category_Effigies"	"Статуи"
"DOTA_Armory_Category_Interface"	"Интерфейс"
"DOTA_Armory_Category_Emoticons"	"Емотикони"
"DOTA_Armory_Category_LoadingScreens"	"Екрани при зареждане"
"DOTA_Armory_Category_HUDs"	"Интерфейси"
"DOTA_Armory_Category_CursorPacks"	"Пакети с курсори"
"DOTA_Armory_Category_Audio"	"Аудио"
"DOTA_Armory_Category_VoicePacks"	"Гласови пакети"
"DOTA_Armory_Category_AnnouncerPacks"	"Пакет за говорител"
"DOTA_Armory_Category_Music"	"Музика"
"DOTA_Armory_Category_All"	"Всички"
"DOTA_Armory_Category_Other"	"Други"
"DOTA_Armory_Category_View"	"Изглед по категория"
"DOTA_Armory_Filter"	"Задаване на филтър"
"DOTA_Armory_SortBy"	"Сортиране по:"
"DOTA_Armory_SortBy_Rarity"	"Рядкост"
"DOTA_Armory_SortBy_Quality"	"Качество"
"DOTA_Armory_SortBy_Name"	"Име"
"DOTA_Armory_SortBy_Recent"	"Дата на придобиване"
"DOTA_Armory_SortBy_Sockets"	"Брой гнезда"
"DOTA_Armory_Search"	"Търсене за предмети в „Оръжейната“"
"DOTA_Armory_ContextMenu_Preview"	"Подробности за предмета"
"DOTA_Armory_ContextMenu_PreviewSet"	"Преглеждане на пълния комплект"
"DOTA_Armory_ContextMenu_Equip"	"Екипиране на предмет"
"DOTA_Armory_ContextMenu_Unequip"	"Премахване на екипиран предмет"
"DOTA_Armory_ContextMenu_Socketing"	"Гнезда"
"DOTA_Armory_ContextMenu_GiftWrap"	"Подаръчно опакован предмет"
"DOTA_Armory_ContextMenu_Delete"	"Изтриване"
"dota_page_match_details_loading"	"Зареждане на мач…"
"dota_page_match_details_victory"	"Победител: {s:winner}"
"dota_page_match_details_legend_player"	"Играч"
"dota_page_match_details_legend_level"	"Ниво"
"dota_page_match_details_legend_hero"	"Герой"
"dota_page_match_details_legend_kills"	"Уб."
"dota_page_match_details_legend_deaths"	"Ум."
"dota_page_match_details_legend_assists"	"А"
"dota_page_match_details_legend_items"	"Предмети"
"dota_page_match_details_legend_gold"	"Злато"
"dota_page_match_details_legend_last_hits"	"ПУ"
"dota_page_match_details_legend_denies"	"ОУ"
"dota_page_match_details_legend_gold_per_min"	"ЗВМ"
"dota_page_match_details_legend_xp_per_min"	"ОВМ"
"dota_page_match_details_legend_winner_tooltip"	"Отборът победител"
"dota_page_match_details_legend_kills_tooltip"	"Убийства"
"dota_page_match_details_legend_deaths_tooltip"	"Умирания"
"dota_page_match_details_legend_assists_tooltip"	"Асистенции"
"dota_page_match_details_legend_last_hits_tooltip"	"Последни удари над крийпове"
"dota_page_match_details_legend_denies_tooltip"	"Отказвания на крийпове"
"dota_page_match_details_legend_gold_per_min_tooltip"	"Злато в минута"
"dota_page_match_details_legend_xp_per_min_tooltip"	"Опит в минута"
"dota_page_match_details_header_league_name"	"Име на лигата"
"dota_page_match_details_header_custom_game_map_name"	"Име на картата"
"dota_page_match_details_header_match_id"	"МАЧ №"
"dota_page_match_details_header_game_mode"	"Режим на игра"
"dota_page_match_details_header_duration"	"Времетраене"
"dota_page_match_details_header_timestamp"	"Дата / време на мача"
"dota_page_match_details_voting_votes"	"{i:num_votes} вота"
"dota_page_match_details_match_discussion"	"Дискусия за мача"
"dota_page_match_details_comment_placeholder"	"Напишете коментар…"
"dota_page_match_details_comment_loading_comments"	"Зареждане на коментарите…"
"dota_page_match_details_comment_no_comments"	"Няма публикувани коментари за този мач"
"dota_page_match_details_replay_existence_unknown"	"Търсене на повторение…"
"dota_page_match_details_replay_existence_cdn_found"	"Сваляне на повторение"
"dota_page_match_details_replay_existence_not_found"	"Повторението е недостъпно"
"dota_page_match_details_replay_existence_downloading"	"Сваляне…"
"dota_page_match_details_replay_existence_disk_found_replay"	"Гледане на повторението"
"dota_page_match_details_replay_existence_disk_found_highlights"	"Най-добри моменти"
"dota_page_match_details_replay_existence_wrong_engine"	"Повторенията от Source 1 са недостъпни в Source 2"
"dota_profile_content_tab_activity_feed"	"Табло за активност"
"dota_profile_content_tab_recent_games"	"Скорошни игри"
"dota_profile_recent_games_option_show_practice_matches"	"Показване на тренировъчните мачове"
"dota_profile_recent_game_header_timestamp"	"Дата / време"
"dota_profile_recent_game_header_hero_name"	"Игран герой"
"dota_profile_recent_game_header_result"	"Резултат"
"dota_profile_recent_game_header_duration"	"Времетраене"
"dota_profile_recent_game_header_type"	"Тип"
"dota_profile_recent_game_result_win"	"Победа"
"dota_profile_recent_game_result_loss"	"Загуба"
"dota_profile_recent_game_result_abandon"	"Изоставяне"
"dota_profile_recent_game_icon_source1"	"S1"
"dota_profile_hero_with_index"	"{d:hero_index} {s:hero_name}"
"dota_profile_hero"	"{s:hero_name}"
"dota_replay_manager_error_not_found"	"Неуспешно намиране на повторение в CDN."
"dota_replay_manager_error_existing_partial"	"Неуспешно изтриване на съществуващия частичен файл за повторението."
"dota_replay_manager_error_creation_failure"	"Неуспешно създаване на частичен файл за повторението."
"dota_replay_manager_error_disk_full"	"Неуспешно заделяне на пространство за частичен файл за повторението."
"dota_replay_manager_error_chunk_failed"	"Неуспех при свалянето на файла за повторение."
"dota_replay_manager_error_write_failure"	"Неуспешно записване към частичния файл за повторението."
"dota_replay_manager_error_partial_compressed_open_failure"	"Неуспешно отваряне на компресирания файл за повторението."
"dota_replay_manager_error_partial_decompressed_open_failure"	"Неуспешно отваряне на декомпресирания файл за повторението."
"dota_replay_manager_error_partial_decompression_failure"	"Неуспех при декомпресията на файла за повторението."
"dota_replay_manager_error_partial_decompression_write_failure"	"Неуспешно запазване на декомпресирания файл за повторение."
"dota_page_match_details_replay_error_not_found"	"Няма открито повторение на диска."
"DOTA_tooltip_econ_item_name"	"{s:item_name}"
"DOTA_tooltip_econ_item_description"	"{s:item_description}"
"DOTA_tooltip_econ_item_set"	"Част от: <font color='#dddddd'>{s:item_set}</font>"
"DOTA_tooltip_econ_item_rarity_label"	"Рядкост: "
"DOTA_tooltip_econ_item_rarity"	"{s:item_rarity}"
"DOTA_tooltip_econ_item_slot"	"Слот: {s:item_slot}"
"DOTA_tooltip_econ_item_gifter"	"{g:dota_persona:gifter_name}"
"DOTA_tooltip_econ_item_gift_received_date"	"Получен на: {t:T:gift_received_date_time}"
"DOTA_tooltip_econ_item_trade_restriction_permanent"	"Не може да се търгува или продава"
"DOTA_tooltip_econ_item_trade_restriction_date"	"Може да се търгува и продава след: {t:s:tradable_after_date_time}"
"DOTA_tooltip_econ_item_market_restriction_permanent"	"Не може да се продава"
"DOTA_tooltip_econ_item_gift_restriction_permanent"	"Не може да бъде подаряван"
"DOTA_tooltip_econ_item_gift_restriction_date"	"Не може да бъде подаряван до: {t:T:giftable_after_date_time} {t:s:giftable_after_date_time}"
"DOTA_tooltip_econ_item_gem_type"	"{s:gem_type}"
"DOTA_tooltip_econ_item_gem_strange_count"	"{d:strange_count}"
"DOTA_tooltip_econ_item_gem_description"	"{s:gem_description}"
"DOTA_tooltip_econ_item_partner"	"{s:partner}"
"DOTA_econ_item_details_item_name"	"{s:item_name}"
"DOTA_econ_item_details_set_includes"	"Включва следните:"
"DOTA_econ_item_details_item_set"	"Част от: <font color='#dddddd'>{s:item_set}</font>"
"DOTA_econ_item_details_rarity_label"	"Рядкост: "
"DOTA_econ_item_details_item_rarity"	"{s:item_rarity}"
"DOTA_econ_item_details_item_slot"	"Слот: {s:item_slot}"
"DOTA_econ_item_details_item_description"	"{s:item_description}"
"DOTA_econ_item_details_gem_type"	"{s:gem_type}"
"DOTA_econ_item_details_gem_strange_count"	"{d:strange_count}"
"DOTA_econ_item_details_gem_description"	"{s:gem_description}"
"DOTA_Treasure_Name"	"{s:treasure_name}"
"DOTA_Treasure_Rarity"	"<span class=\"ItemRarityColor\">{s:treasure_rarity}</span> съкровище"
"DOTA_Voice_Party"	"Гласов чат в екипа"
"custom_game_mismatch_title"	"Несъответствие на данните за потребителската игра"
"custom_game_mismatch_desc"	"Има несъответствие в архива между сървъра и клиента за потребителската игра."
"custom_game_team_select"	"Избиране на отбор"
"custom_game_team_select_timer"	"{i:countdown_timer_seconds}"
"custom_game_team_select_shuffle"	"Разбъркване"
"custom_game_team_select_auto_start"	"Автоматично стартиране"
"custom_game_team_select_starting"	"Стартиране"
"custom_game_team_select_unassigned_players"	"Неопределени играчи"
"custom_game_team_select_lock_start"	"Заключване и стартиране"
"custom_game_team_select_cancel_unlock"	"Отказване и отключване"
"custom_game_team_select_join"	"Присъединяване"
"custom_game_team_select_empty_slot"	"Празен слот"
"custom_game_team_select_auto_assign"	"Автоматично определяне"
"custom_game_default_gameinfo_text"	"Проверете пак скоро за още информация относно тази потребителска игра!"
"CouldntFindCompendium"	"Не може да бъде зареден тестовият файл на Compendium: {s:s1}"
"CompendiumPageError_Pages"	"Неуспешно намиране на блок „pages“ във файла за данни на Compendium."
"CompendiumPageError_Template"	"Неуспешно намиране на стойност „template“ за Compendium страница „{s:s1}“ (страница номер {s:s2})"
"CompendiumPageError_Template2"	"Неуспешно намиране на шаблон наречен „{s:s1}“ в Compendium страница „{s:s2}“"
"CompendiumPageError_Image"	"Неуспешно намиране на изображение наречено „{s:s1}“ в Compendium страница „{s:s2}“"
"CompendiumPageError_Text"	"Неуспешно намиране на блок от текст наречен „{s:s1}“ в Compendium страница „{s:s2}“"
"CompendiumPageError_Video"	"Неуспешно намиране на видео наречено „{s:s1}“ в Compendium страница „{s:s2}“"
"CompendiumPageError_Scrollbar"	"Неуспешно намиране на скролбар наречен „{s:s1}“ в Compendium страница „{s:s2}“"
"CompendiumPageError_Selection"	"Неуспешно намиране на сбирка наречена „{s:s1}“ в Compendium страница „{s:s2}“"
"CompendiumPageError_PageNames"	"Вградената страница „{s:s1}“ използва същото име като някоя друга. Имената на страниците трябва да са уникални."
"CompendiumPageError_CustomText"	"Грешка в потребителски текстов блок „{s:s1}“ на Compendium страница „{s:s2}“"
"CompendiumPageError_CustomImg"	"Грешка в потребителски блок за изображение „{s:s1}“"
"CompendiumPageError_CustomBar"	"Грешка в потребителски блок с лента за напредък „{s:s1}“ на Compendium страница „{s:s2}“"
"CompendiumPageError_CustomEle"	"Неуспешно привеждане на потребителски елемент „{s:s1}“ в Compendium страница „{s:s2}“"
"CompendiumPageError_CTFont"	"Невалиден шрифт „{s:s1}“, зададен в Compendium страница „{s:s2}“. Валидни шрифтове:\ntext, textbold, title"
"CompendiumPageError_CTAlign"	"Невалидно подравняване „{s:s1}“, зададено в Compendium страница „{s:s2}“. Валидни подравнявания:\nleft, right, center"
"CompendiumPageError_CTDepth"	"Невалидна дълбочина „{s:s1}“. Валидни дълбочини:\nfront, back"
"CompendiumPageError_LinePos"	"Редът „{s:s1}“ нямам както „start“ така и „end“ блокове за местоположение."
"CompendiumPageError_CTPoints"	"Невалиден индекс на подбор „{s:s1}“ в секцията „points“ за потребителски текст „{s:s2}“."
"CompendiumPageError_CTPoints2"	"Невалиден индекс на подбор „{s:s1}“ в секцията „points“ за потребителски текст „{s:s2}“. Няма намерен подбор в този индекс."
"CompendiumPageError_SelDesc"	"Неуспешно намиране на ключ „description“ „{s:s1}“ в Compendium страница „{s:s2}“"
"CompendiumPageError_Points"	"Липсващи (или нула) определени „points“ за подбора „{s:s1}“ в Compendium страница „{s:s2}“"
"CompendiumPageError_SelType"	"Липсва „choice_type“ за подбора „{s:s1}“ в Compendium страница „{s:s2}“"
"CompendiumPageError_BarType"	"Липсваща „data“ към лентата за напредък „{s:s1}“ в Compendium страница „{s:s2}“"
"CompendiumPageError_NoTime"	"Липсващо или невалидно определено „time“ за подбора „{s:s1}“ в „{s:s2}“"
"CompendiumPageError_ElementType"	"Липсващ или невалиден „elementtype“ за елемента „{s:s1}“ в Compendium страница „{s:s2}“"
"CompendiumPageError_SelTimer"	"Неизвестен брояч наречен „{s:s1}“ в Compendium страница „{s:s2}“"
"CompendiumPageError_BadElement"	"Неизвестен SF елемент „{s:s1}“ в Compendium страница „{s:s2}“"
"CompendiumPageError_SelNoTimer"	"Няма брояч в Compendium страница „{s:s1}“ (има подбори, които се нуждаят от брояч)"
"CompendiumPageError_SelUnknown"	"Невалиден „choice_type“ от „{s:s1}“ за подбора „{s:s2}“"
"CompendiumPageError_BarUnknown"	"Невалидна „data“ от „{s:s1}“ за подбора „{s:s2}“"
"CompendiumPageError_InvalidEquation"	"Невалидно зададено уравнение: „{s:s1}“ за „{s:s2}“"
"CompendiumPageError_SelChoices"	"Липсващ блок „choices“ за подбора „{s:s1}“ в Compendium страница „{s:s2}“"
"CompendiumPageError_NoHero"	"Неуспешно намиране на герой с ID от „{s:s1}“ за подбора „{s:s2}“"
"CompendiumPageError_Unknown"	"Вътрешна логическа грешка на Compendium. Свържете се с Valve за решение на това."
"CompendiumPageError_ImageDL"	"Неуспешно стартиране на свалянето за Compendium изображение „{s:s1}“ ({s:s2})"
"CompendiumPageError_ImageDLErr"	"Неуспешно сваляне на Compendium изображение „%s“ ({s:s2})"
"CompendiumPageError_BtnNoElem"	"Няма намерен блок „selection_elements“ за бутона „{s:s1}“ в Compendium страница „{s:s2}“"
"CompendiumPageError_BtnBadVal"	"Подборът със стойност „{s:s1}“ в бутон „{s:s2}“ не е измежду изборите от списъка за този индекс"
"CompendiumPageError_BtnBadSel"	"Настройката „selection_force_to“ в елемент „{s:s1}“ не е измежду изборите от списъка за подбора „{s:s2}“"
"CompendiumPageError_BtnSelIdx"	"Бутонът „{s:s1}“ в Compendium страница „{s:s2}“ има липсващ или невалиден „selection_index“"
"CompendiumPageError_CmdSelIdx"	"Елементът „{s:s1}“ в Compendium страница „{s:s2}“ има липсваща или невалидна команда „selection_index“ или „force_selection_index“"
"CompendiumPageError_ImgSelIdx"	"Невалиден „selection_index“ от „{s:s1}“ в изображение „{s:s2}“."
"CompendiumPageError_ImgShowSelIdx"	"Невалиден „show_selection_index“ от „{s:s1}“ в изображение „{s:s2}“."
"CompendiumPageError_ImgSelVal"	"Невалиден избор за подбор „{s:s1}“ в раздела „show_selection_images“ от изображение „{s:s2}“."
"CompendiumPageError_ImgBadStyle"	"Лош стил „{s:s1}“ за изображение „{s:s2}“."
"CompendiumPageError_DynTxtSel"	"Текстът „{s:s1}“ на страница „{s:s2}“ съдържа невалиден % selection_X %. Няма предварително регистриран подбор с този индекс."
"CompendiumPageError_NoTxtList"	"Неуспешно намиране на textlist наречен „{s:s1}“ в страница „{s:s1}“"
"CompendiumPageError_TOCPage"	"Страницата table_of_contents_page „{s:s1}“, не съществува."
"CompendiumPageError_SelIndex"	"Подборът „{s:s1}“ в Compendium страница „{s:s2}“ има липсващ или невалиден „selection_index“"
"CompendiumPageError_SelUsed"	"Подборът „{s:s1}“ в Compendium страница „{s:s2}“ няма уникален „selection_index“"
"CompendiumPageError_SelVal"	"Подборът „{s:s1}“ в Compendium страница „{s:s2}“ има избори с идентични стойности"
"CompendiumPageError_SelValInv"	"Подборът „{s:s1}“ в Compendium страница „{s:s2}“ има избор със стойност <= 0. Стойностите за избор трябва да бъдат по-големи от 0."
"CompendiumPageError_SelTTVal"	"Подборът „{s:s1}“ в Compendium страница „{s:s2}“ има „tooltip_data“ елемент със стойност, която не е в списъка с избори."
"CompendiumPageError_NoAnswer"	"Подборът „{s:s1}“ в Compendium страница „{s:s2}“ няма ключ „answer“ или „answers“ в секцията „result“."
"CompendiumPageError_MissAnswer"	"Подборът „{s:s1}“ в Compendium страница „{s:s2}“ има ключ „answer“ или „answers“, който е несъответстващ на никой от изборите."
"CompendiumPageError_Timer"	"Броячът „{s:s1}“ има невалиден времеви период"
"CompendiumPageError_UnknownAction"	"Обектът „{s:s1}“ се отнася към неизвестно действие „{s:s2}“"
"CompendiumPageError_SameElement"	"Системата за видимост намери множество елементи наречени „{s:s1}“ на страница „{s:s2}“"
"CompendiumPageError_DupeKey"	"Блокът с ключови стойности „{s:s1}“ съдържа множество такива с еднакво наименование „{s:s2}“."
"CompendiumError_Template"	"Неуспешно намиране на шаблон наречен „{s:s1}“"
"CompendiumError_DupeTemplate"	"Намерени множество шаблони наречени „{s:s1}“"
"CompendiumError_NoDefines"	"Шаблонът „{s:s1}“ изисква „defines“, но инстанцията „{s:s2}“ му няма блок „defines“."
"CompendiumError_MissingDef"	"Изведената инстанция „{s:s1}“ не съдържа „define“, наречен „{s:s2}“. Но шаблонът, от който се извежда, го изисква."
"CompendiumError_BadDef"	"Изведената инстанция „{s:s1}“ съдържа изисквания „define“, наречен „{s:s2}“, но не започва с „%def“, което е необходимо."
"CompendiumError_FailedPanoramaGen"	"Неуспешно генериране на панорамно оформление за страница „{s:s1}“."
"CompendiumError_FailedXMLWrite"	"Неуспешно запазване на XML за страница „{s:s1}“ към файл наречен „{s:s2}“."
"CompendiumError_FailedCSSWrite"	"Неуспешно запазване на CSS за страница „{s:s1}“ към файл наречен „{s:s2}“."
"DOTA_GlobalItems_Companions"	"Придружители"
"DOTA_GlobalItems_Couriers"	"Куриери"
"DOTA_GlobalItems_Pets"	"Питомници"
"DOTA_GlobalItems_World"	"Свят"
"DOTA_GlobalItems_Wards"	"Wards"
"DOTA_GlobalItems_Effigies"	"Статуи"
"DOTA_GlobalItems_Weather"	"Атмосферни ефекти"
"DOTA_GlobalItems_Interface"	"Интерфейс"
"DOTA_GlobalItems_Emoticons"	"Емотикони"
"DOTA_GlobalItems_LoadingScreens"	"Екрани при зареждане"
"DOTA_GlobalItems_HUDs"	"Интерфейси"
"DOTA_GlobalItems_Audio"	"Аудио"
"DOTA_GlobalItems_Announcers"	"Пакет за говорител"
"DOTA_GlobalItems_Music"	"Музика"
"DOTA_Search"	"Търсене"
"DOTA_Start"	"Стартиране"
