"dota"
{
"DOTA_Accept"	"Αποδοχή"
"DOTA_Hotkeys_Tooltip_Cast"	"Συντομεύσεις για εκτέλεση ικανότητας Ήρωα."
"DOTA_Hotkeys_Tooltip_ItemCast"	"Πλήκτρα χρήσης αντικειμένων."
"DOTA_Hotkeys_Tooltip_ItemQuickcast"	"Ένα αντικείμενο με άμεση εκτέλεση ενεργοποιείται μόλις πατηθεί το πλήκτρο στην τρέχουσα κατεύθυνση του κέρσορα."
"DOTA_Settings_Tooltip_Autoattack"	"Κινείται αυτόματα για να επιτεθεί σε κοντινούς εχθρούς."
"DOTA_Settings_Tooltip_AutoattackAfterSpell"	"Αν αποεπιλεγεί, ο Ήρωας θα μείνει ακίνητος αφού χρησιμοποιήσει ένα ξόρκι, αναμένοντας την επόμενη εντολή."
"DOTA_Settings_Tooltip_AutoPurchase"	"Αγορά του επόμενου αντικειμένου στη λίστα προτεινόμενων αντικειμένων όταν μπορείτε να το αγοράσετε."
"DOTA_Settings_Tooltip_AutoSelectSummons"	"Όταν καλούνται νέες μονάδες από τον Ήρωα, προσθέτονται στην ομάδα ελέγχου μονάδων."
"DOTA_Settings_Tooltip_DoubleTap"	"Με διπλό πάτημα σε ικανότητα ή αντικείμενο, το εκτελεί στον εαυτό σας όταν είναι δυνατό."
"DOTA_Settings_Tooltip_UnifiedOrders"	"Κρατώντας πατημένο το CTRL όταν δίνετε μια εντολή, θα εκτελεσθεί από όλες τις μονάδες που ελέγχετε."
"DOTA_Settings_Tooltip_TeleportStop"	"Η κίνηση ή η εκτέλεση ικανότητας δε θα σταματήσει μια τηλεμεταφορά σε εξέλιξη. Εφαρμόζεται μόνο σε Town Portal Scroll ή Boots of Travel."
"DOTA_Settings_Tooltip_BroadcasterStats"	"Όταν παρακολουθείτε ένα παιχνίδι, θα εμφανίζονται τα στατιστικά που χρησιμοποιεί ο εκφωνητής."
"DOTA_Settings_Tooltip_Deceleration"	"Η ταχύτητα με την οποία ηρεμεί η κάμερα αφού σταματήσει να κουνιέται. Μεγαλύτερη τιμή σημαίνει ταχύτερο σταμάτημα."
"DOTA_Settings_Tooltip_Screenshake"	"Μερικές ικανότητες και σαστίσματα μπορούν να ταρακουνήσουν την κάμερα."
"DOTA_Settings_Tooltip_CameraRespawn"	"Επανεστιάζει την κάμερα στον ήρωά σας μόλις αναβιώνει."
"DOTA_Settings_Tooltip_HideProfile"	"Το προφίλ Dota 2 σας δεν θα είναι προσβάσιμο από κανέναν. Το προφίλ Steam σας δεν θα είναι προσβάσιμο από το Dota 2."
"DOTA_Settings_Tooltip_ShareMatchData"	"Επιτρέπει να εμφανίζονται τα στοιχεία από τα δημόσια παιχνίδια σας σε τρίτους."
"DOTA_Settings_Tooltip_NetworkQuality"	"Αν έχετε ασθενή σύνδεση στο δίκτυο, η ρύθμιση σε «ΧΑΜΗΛΗ» μπορεί να βοηθεί την απόδοση του δικτύου σας."
"DOTA_Settings_Tooltip_MinimapSimple"	"Τα χρώματα στο χάρτη καθορίζονται από την ομάδα και όχι από κάθε παίκτη ατομικά."
"DOTA_Settings_Tooltip_MinimapDrawHeroes"	"Κρατώντας πατημένο το ALT, θα εμφανίζεται το εικονίδιο του Ήρωα στο χάρτη, αντί για το όνομα του Ήρωα."
"DOTA_Settings_Tooltip_MinimapNamesIcon"	"Πάντα εμφάνιση εικονιδίου ή ονόματος Ήρωα στο χάρτη, με κρατημένο ALT θα εμφανίζονται προσωρινά X και O."
"DOTA_Settings_Tooltip_ShopHotkeys"	"Τα πλήκτρα συντόμευσης της αγοράς θα παρακάμπτουν άλλες λειτουργίες που τους έχουν ανατεθεί όταν είναι ανοικτή η καρτέλα αγοράς."
"DOTA_Settings_LegacyKeysActive"	"Τα παραδοσιακά πλήκτρα του Dota 1 είναι ενεργοποιημένα. Για να προσαρμόσετε συγκεκριμένα πλήκτρα συντόμευσης, πρώτα απενεργοποιήστε τα παραδοσιακά πλήκτρα."
"DOTA_create_bot_practice_desc"	"Ξεκινήστε ένα παιχνίδι με bot. Μπορείτε να βρείτε κι άλλους συμπαίκτες μέσω matchmaking ή να γεμίσετε τις άδειες θέσεις της ομάδας σας με bot."
"DOTA_Lobby_BotDifficulty"	"Δυσκολία Bot"
"DOTA_Lobby_BotDifficulty_no_bot"	"Χωρίς Bot"
"DOTA_Lobby_BotDifficulty_passive"	"Ελάχιστη"
"DOTA_Lobby_BotDifficulty_easy"	"Χαμηλή"
"DOTA_Lobby_BotDifficulty_medium"	"Μέτρια"
"DOTA_Lobby_BotDifficulty_hard"	"Υψηλή"
"DOTA_Lobby_BotDifficulty_unfair"	"Μέγιστη"
"DOTA_Lobby_BotTeam"	"Επιλογή ομάδας"
"DOTA_create_bot_practice_solo"	"Solo"
"DOTA_create_bot_practice_coop"	"Co-Op"
"dota_lobby_title"	"{s:lobby_name}"
"dota_lobby_title_local_game"	"Τοπικό λόμπι"
"dota_lobby_title_default"	"Λόμπι"
"lobby_row_player_name"	"{s:player_name}"
"dota_lobby_row_game_name"	"{s:game_name}"
"dota_lobby_row_slots"	"{s:slots}"
"dota_lobby_row_game_mode"	"{s:game_mode}"
"dota_lobby_row_join"	"Σύνδεση"
"dota_lobby_row_leave"	"Αποχώρηση"
"dota_lobby_coaches_title"	"ΚΑΘΟΔΗΓΗΤΕΣ"
"dota_lobby_browser_title"	"ΠΕΡΙΗΓΗΣΗ ΣΤΑ DOTA ΛΟΜΠΙ"
"dota_lobby_browser_num_available"	"( {d:lobbies_available} διαθέσιμα )"
"dota_lobby_browser_no_lobbies"	"Δε βρέθηκαν λόμπι"
"dota_lobby_browser_no_matching_lobbies"	"Δε βρέθηκαν λόμπι που να ταιριάζουν στην αναζήτησή σας"
"dota_lobby_browser_updating"	"Ανανέωση λίστας λόμπι..."
"dota_lobby_browser_search_placeholder"	"Αναζήτηση λόμπι"
"dota_lobby_browser_game_mode"	"Τύπος παιχνιδιού"
"dota_lobby_browser_refresh"	"Ανανέωση"
"dota_lobby_browser_filter_title"	"ΦΙΛΤΡΑ ΛΟΜΠΙ"
"dota_lobby_submit_filter"	"ΥΠΟΒΟΛΗ"
"dota_popup_lobby_password_title"	"Εισαγωγή κωδικού λόμπι"
"DOTA_AttackCapability_Melee"	"Eξ επαφής"
"DOTA_AttackCapability_Ranged"	"Μακρινή επίθεση"
"DOTA_Item_OnMarket"	"Αγορά"
"DOTA_Items_DefaultSet"	"Προεπιλεγμένο σετ"
"DOTA_Items_SetEquipped_Label"	"Εξοπλισμένο"
"DOTA_EquippedItem_Label"	"Εξοπλισμένο"
"DOTA_PreviewingItem_Label"	"Προεπισκόπηση"
"DOTA_EquippedItem_Rarity"	"{s:equipped_econ_set_rarity}"
"DOTA_EquippedItem_SetName"	"{s:equipped_econ_set_name}"
"DOTA_EquippedItem_DefaultSet"	"Προεπιλεγμένο σετ"
"DOTA_EquippedItem_PartialSet"	"Μερικό σετ"
"DOTA_EquippedItem_Style"	"{i:equipped_econ_set_style_count} στυλ"
"DOTA_EquippedItem_Button_Details"	"{s:equipped_details_button_text}"
"DOTA_EquippedItem_Customize"	"Προσαρμογή"
"DOTA_EquippedItem_CustomSet"	"Προσαρμοσμένο πακέτο"
"DOTA_EquippedItem_Equip"	"Εξόπλιση"
"DOTA_EquippedItem_Unpack_And_Equip"	"Άνοιγμα και εξόπλιση"
"DOTA_EquippedItem_Details"	"{s:equipped_econ_set_type_name} Λεπτομέρειες"
"DOTA_EquippedItem_Purchase_Button"	"Αγορά"
"DOTA_EquippedItem_Marketplace_Button"	"Αγορά"
"DOTA_EquippedItem_BundleName"	"Στο πακέτο «{s:equipped_econ_set_bundle}»"
"DOTA_EquippedItem_FilterText"	"Προεπισκόπηση"
"DOTA_EquippedItem_SaleAmount"	"-{i:equipped_econ_set_sale_amount}%"
"DOTA_EquippedItem_RegularSetPrice"	"{s:equipped_econ_regular_set_price}"
"DOTA_EquippedItem_SetPrice"	"{s:equipped_econ_set_price}"
"DOTA_EquippedItem_TreasurePrice"	"{s:equipped_econ_treasure_price}"
"DOTA_HeroDemo_Button_DBQuit"	"Έξοδος Demo"
"DOTA_EquippedItem_Bundle"	"Πακέτο"
"DOTA_EquippedItem_ItemSet"	"Σετ"
"DOTA_EquippedItem_Item"	"Αντικείμενο"
"DOTA_EconItemSet_Name"	"{s:econ_set_name}"
"DOTA_EconItemSet_Rarity"	"{s:econ_set_rarity}"
"DOTA_EconItemSet_Status"	"{s:econ_set_status}"
"DOTA_EconItemSet_Price"	"{s:econ_set_price}"
"DOTA_EconItemSet_SaleAmount"	"-{i:econ_sale_amount}%"
"DOTA_EconItemSet_DeveloperOnly"	"Όχι δημόσιο"
"DOTA_EconItemSet_Tooltip_InBundle"	"Αυτό το σετ περιλαμβάνεται σε ένα πακέτο"
"DOTA_EconItemSet_Tooltip_PartialSet"	"Αυτό περιέχει μόνο ένα μέρος του πλήρους σετ αντικειμένων"
"DOTA_EconItemSet_Tooltip_MultipleStyles"	"Έχει πολλαπλά στυλ"
"DOTA_HeroRole_Carry"	"Carry"
"DOTA_HeroRole_Support"	"Support"
"DOTA_HeroRole_Nuker"	"Nuker"
"DOTA_HeroRole_Disabler"	"Disabler"
"DOTA_HeroRole_Jungler"	"Jungler"
"DOTA_HeroRole_Durable"	"Durable"
"DOTA_HeroRole_Escape"	"Escape"
"DOTA_HeroRole_LaneSupport"	"Lane Support"
"DOTA_HeroRole_Pusher"	"Pusher"
"DOTA_HeroRole_Initiator"	"Initiator"
"DOTA_HeroRole_Description_Carry"	"Θα γίνει πιο χρήσιμος αργότερα στο παιχνίδι αν κερδίσει ένα σημαντικό προβάδισμα χρυσού."
"DOTA_HeroRole_Description_Support"	"Μπορεί να εστιάσει λιγότερο στη συλλογή χρυσού και αντικειμένων και περισσότερο στη χρήση των ικανοτήτων του για να κερδίσει προβάδισμα η ομάδα του."
"DOTA_HeroRole_Description_Nuker"	"Μπορεί να σκοτώσει γρήγορα εχθρικούς ήρωες χρησιμοποιώντας ξόρκια υψηλής ζημιάς με μικρή επαναφόρτιση."
"DOTA_HeroRole_Description_Disabler"	"Έχει μια σίγουρη καταστολή για ένα ή παραπάνω ξόρκια του."
"DOTA_HeroRole_Description_Durable"	"Έχει την ικανότητα να διαρκεί περισσότερο στις ομαδικές μάχες."
"DOTA_HeroRole_Description_Escape"	"Έχει την ικανότητα να αποφεύγει γρήγορα τον θάνατο."
"DOTA_HeroRole_Description_Pusher"	"Μπορεί να πολιορκήσει και να καταστρέψει πύργους και στρατώνες γρήγορα σε κάθε στιγμή του παιχνιδιού."
"DOTA_HeroRole_Description_Initiator"	"Καλός στο να ξεκινάει μια ομαδική μάχη."
"DOTA_HeroGrid_OptionCategory_Role"	"Ρόλοι:"
"DOTA_HeroGrid_OptionCategory_Attributes"	"Χαρακτηριστικά:"
"DOTA_HeroGrid_OptionCategory_AttackType"	"Είδος επίθεσης:"
"DOTA_HeroLoadout_PreviousHeroName"	"{s:previous_hero_name}"
"DOTA_HeroLoadout_NextHeroName"	"{s:next_hero_name}"
"DOTA_HeroLoadout_CurrentHeroName"	"{s:hero_name}"
"DOTA_HeroLoadout_AttackType"	"{s:hero_attack_type}"
"DOTA_HeroLoadout_HeroFilterName"	"Ήρωας"
"DOTA_HeroLoadout_Search"	"Αναζήτηση για αντικείμενα του {s:hero_name}"
"DOTA_HeroCustomize_Title"	"Προσαρμογή ήρωα"
"DOTA_HeroCustomize_OwnedItems"	"Αντικείμενα στην κατοχή"
"DOTA_HeroCustomize_Slot"	"Θέση"
"DOTA_HeroCustomize_SlotName"	"{s:slot_name}"
"DOTA_HeroCustomize_SlotEquippedItemName"	"{s:equipped_item_name}"
"DOTA_HeroCustomize_DefaultItemName"	"Προεπιλεγμένο αντικείμενο"
"DOTA_HeroCustomize_PreviewItemName"	"{s:preview_item_name}"
"DOTA_HeroCustomize_PreviewStyle"	"{s:preview_style_name}"
"DOTA_HeroCustomize_PreviewItemSlot"	"{s:preview_item_slot}"
"DOTA_HeroCustomize_Rarity"	"{s:preview_item_rarity}"
"DOTA_UIEconItem_StyleIndex"	"{i:style_index}"
"dota_ready_up_num_accepted"	"{i:num_accepted} / {i:total_players} αποδέχθηκαν"
"returning_top_of_queue"	"Επιστροφή στην εύρεση παιχνιδιού με υψηλή προτεραιότητα"
"returning_to_lobby"	"Επιστροφή στο λόμπι για εύρεση περισσότερων παικτών..."
"GC_reconnecting"	"ΕΠΑΝΑΣΥΝΔΕΣΗ ΣΤΟ ΔΙΚΤΥΟ DOTA 2..."
"GC_nosteam"	"Χωρίς σύνδεση στο Steam"
"GC_searching"	"ΑΝΑΖΗΤΗΣΗ ΓΙΑ ΔΙΚΤΥΟ DOTA 2..."
"GC_noconnection"	"Χωρίς σύνδεση στο δίκτυο Dota 2."
"GC_connecting"	"Σύνδεση στο δίκτυο του Dota 2..."
"GC_connected"	"Επιτυχής σύνδεση στο δίκτυο Dota 2."
"GC_down"	"Δίκτυο Dota 2 προσωρινά ανενεργό."
"GC_Network_Full"	"Το δίκτυο του Dota 2 είναι προσωρινά γεμάτο."
"GC_Queue_Position"	"Ο συντονιστής παιχνιδιών Dota 2 είναι γεμάτος. Θέση στη σειρά: {i:gc_queue_position}"
"GC_Wait_Time"	"Προβλεπόμενος χρόνος αναμονής: %s1"
"GC_Wait_Time_Unknown"	"Άγνωστος"
"dota_practice_vs_bots_difficulty"	"Δυσκολία bot"
"DOTA_practice_vs_bots_team_radiant"	"Radiant"
"DOTA_practice_vs_bots_team_dire"	"Dire"
"DOTA_practice_vs_bots_team_random"	"Τυχαία"
"DOTA_EmoticonUpsell"	"Τα Emoticon ξεκλειδώνονται με την αγορά συγκεκριμένων αντικειμένων ηρώων ή εισιτηρίων πρωταθλήματος."
"DOTA_CurrentTime"	"{t:t:current_time}"
"DOTA_MonthlyPlayers"	"{s:users_last_month}"
"DOTA_MonthlyPlayersLabel"	"ΜΟΝΑΔΙΚΟΙ ΠΑΙΚΤΕΣ ΤΟΝ ΠΡΟΗΓΟΥΜΕΝΟ ΜΗΝΑ"
"DOTA_CurrentPlayers"	"{s:current_users}"
"DOTA_CurrentPlayersLabel"	"ΠΑΙΚΤΕΣ ΣΤΟ ΠΑΙΧΝΙΔΙ ΤΩΡΑ"
"DOTA_Search_NoResults"	"Χωρίς αποτέλεσματα"
"DOTA_Search_ItemShortDescription"	"<span class=\"ItemRarityColor\">{s:item_rarity}</span> {s:item_slot}"
"join_error_already_in_game"	"Αδυναμία σύνδεσης στο παιχνίδι, καθώς είστε ήδη σε ένα άλλο παιχνίδι."
"join_error_invalid_lobby"	"Αδυναμία σύνδεσης στο παιχνίδι. Το συγκεκριμένο παιχνίδι δεν υπάρχει πλέον."
"join_error_incorrect_password"	"Λανθασμένος κωδικός."
"join_error_access_denied"	"Πρόσβαση απορρίφθηκε."
"join_error_generic"	" "
"join_error_in_team_party"	"Αδύνατη η είσοδος στο παιχνίδι εξάσκησης. Πρέπει να καταργήσετε την παρέα ομάδας πριν εισέλθετε σε παιχνίδια εξάσκησης."
"join_error_lobby_full"	"Το λόμπι είναι γεμάτο."
"DOTA_Friends_Ready_To_Play"	"Ανοικτά παιχνίδια"
"DOTA_Friend_Finding_Match"	"Εύρεση αγώνα..."
"DOTA_Friend_In_Match"	"Σε αγώνα"
"DOTA_Friend_Solo_Open_Party"	"Ο {s:player_name} αναζητεί παιχνίδι"
"DOTA_Friend_In_Party_Open"	"Ο {s:player_name} είναι σε ανοικτή παρέα"
"DOTA_Friend_Solo_Open_Party_Self"	"Αναζητείτε μέλη παρέας"
"DOTA_Friend_In_Open_Party_Self"	"Είστε σε μια ανοικτή παρέα"
"DOTA_Friends_In_Party_Open"	"{d:num_friends} φίλοι σε ανοικτή παρέα"
"DOTA_Friend_Lobby_Mode_Self"	"Είστε σε λόμπι {s:game_mode}"
"DOTA_Friend_Lobby_Mode_1_Friend"	"{s:player_name} σε λόμπι {s:game_mode}"
"DOTA_Friend_Lobby_Mode_N_Friends"	"{d:num_friends} φίλοι σε λόμπι {s:game_mode}"
"DOTA_Friend_Lobby_Mode_Small"	"Λόμπι {s:game_mode}"
"DOTA_Friend_Lobby_Players"	"{d:player_count} / {d:max_player_count}"
"DOTA_Friend_Lobby_Join_Button"	"{s:join_button_text}"
"DOTA_Friend_Lobby_Friend_Count"	"+{d:extra_friend_count}"
"DOTA_Friend_Invite_To_Party"	"Πρόσκληση σε παρέα"
"DOTA_Friend_SuggestInviteToParty"	"Πρόταση πρόσκλησης σε παρέα"
"DOTA_Request_Join_Party"	"Αίτημα σύνδεσης σε παρέα"
"DOTA_Request_Merge_Parties"	"Αίτημα συγχώνευσης παρεών"
"DOTA_Friend_PartyInvitePending"	"Εκκρεμής πρόσκληση παρέας"
"DOTA_Friend_PartyInvitePending_Leader"	"Εκκρεμής πρόσκληση παρέας<br/>Πατήστε για να την ακυρώσετε"
"DOTA_Friend_PartyMergeRequestPending"	"Εκκρεμές αίτημα συμμετοχής σε παρέα"
"DOTA_Friend_PartyMergeRequestPending_Leader"	"Εκκρεμές αίτημα συμμετοχής σε παρέα<br/>Πατήστε για να το ακυρώσετε"
"DOTA_Friend_JoinParty"	"Συμμετοχή σε παρέα"
"DOTA_Friend_Watch"	"Παρακολούθηση"
"DOTA_PartyVisTooltip_SoloTitleOpen"	"Αναζητεί παιχνίδι"
"DOTA_PartyMerge_Error_TOO_MANY_PLAYERS"	"Οι παρέες δεν μπορούν να ενωθούν επειδή υπάρχουν πάρα πολλοί παίκτες."
"DOTA_PartyMerge_Error_NO_SUCH_GROUP"	"Η παρέα δεν υπάρχει πλέον."
"DOTA_Feed_Timestamp_Recently"	"Μόλις τώρα"
"DOTA_Feed_Timestamp_MinutesAgo"	"{i:value} λεπτά πριν"
"DOTA_Feed_Timestamp_HourAgo"	"{i:value} ώρα πριν"
"DOTA_Feed_Timestamp_HoursAgo"	"{i:value} ώρες πριν"
"DOTA_Feed_Timestamp_Yesterday"	"Χθες"
"DOTA_Feed_Timestamp_Date"	"{s:day} {s:month}"
"dota_lobby_type_practice"	"Εξάσκηση"
"dota_lobby_type_practice_game_mode_custom"	"Προσαρμοσμένο παιχνίδι"
"dota_lobby_type_tournament"	"Παιχνίδι διοργάνωσης"
"dota_lobby_type_coop_bot"	"Παιχνίδι με Bot"
"dota_lobby_type_competitive"	"Παιχνίδι κατάταξης"
"dota_lobby_type_casual_1v1"	"Αγώνας 1v1"
"dota_lobby_unknown"	"Άγνωστο"
"DOTA_Lobby_No_Players_Title"	"ΔΕΝ ΥΠΑΡΧΟΥΝ ΠΑΙΚΤΕΣ ΣΕ ΜΙΑ ΟΜΑΔΑ."
"DOTA_Lobby_No_Players_Desc"	"Πρέπει να έχετε τουλάχιστον έναν παίκτη είτε στην ομάδα Radiant είτε στην ομάδα Dire."
"dota_match_result_won"	"Νίκη"
"dota_match_result_lost"	"Ήττα"
"dota_match_result_none"	";;;"
"dota_social_feed_loading"	"Φόρτωση..."
"DOTA_LoadingPlayerUnknown"	"-"
"DOTA_LoadingPlayerLoading"	"Φόρτωση..."
"DOTA_LoadingPlayerFullyConnected"	"Έτοιμος"
"DOTA_LoadingPlayerFailed"	"Αποτυχία"
"LoadingScreenTimer"	"{t:d:countdown_timer_seconds}"
"HeroSelectionTimer"	"{i:timer_seconds}"
"LoadingScreenMapInfo"	"Χάρτης: {s:map_name}"
"LoadingScreenPlayersInfo"	"Παίκτες: {i:players_loaded}/{i:players_total}"
"LoadingScreenSpectatorsInfo"	"Θεατές: {i:spectators_loaded}/{i:spectators_total}"
"custom_end_screen_victory_message"	"{s:winning_team_name} Νίκη!"
"custom_end_screen_legend_player"	"Παίκτης"
"custom_end_screen_legend_level"	"Επίπεδο"
"custom_end_screen_legend_hero"	"Ήρωας"
"custom_end_screen_legend_kills"	"Σ"
"custom_end_screen_legend_deaths"	"Θ"
"custom_end_screen_legend_assists"	"Β"
"custom_end_screen_legend_items"	"Αντικείμενα"
"custom_end_screen_legend_gold"	"Χρυσός"
"custom_end_screen_legend_team_score"	"Βαθμολογία"
"custom_scoreboard_hero_name_and_desc"	"{s:hero_name} Επίπεδο {i:hero_level}"
"CustomEndScreenClose"	"Κλείσιμο"
"DOTA_Armory_Category_Heroes"	"Ήρωες"
"DOTA_Armory_Category_Couriers"	"Μεταφορείς"
"DOTA_Armory_Category_World"	"Κόσμος"
"DOTA_Armory_Category_Wards"	"Ward"
"DOTA_Armory_Category_Interface"	"Διεπαφή"
"DOTA_Armory_Category_Emoticons"	"Emoticon"
"DOTA_Armory_Category_LoadingScreens"	"Εικόνες φόρτωσης"
"DOTA_Armory_Category_HUDs"	"HUD"
"DOTA_Armory_Category_CursorPacks"	"Πακέτα κερσόρων"
"DOTA_Armory_Category_Audio"	"Ήχος"
"DOTA_Armory_Category_AnnouncerPacks"	"Πακέτα εκφωνητή"
"DOTA_Armory_Category_Music"	"Μουσική"
"DOTA_Armory_Category_All"	"Όλα"
"DOTA_Armory_Category_Other"	"Άλλο"
"DOTA_Armory_Filter"	"Ρύθμιση φίλτρου"
"DOTA_Armory_SortBy"	"Ταξινόμηση ανά:"
"DOTA_Armory_SortBy_Rarity"	"Σπανιότητα"
"DOTA_Armory_SortBy_Quality"	"Ποιότητα"
"DOTA_Armory_SortBy_Name"	"Όνομα"
"DOTA_Armory_SortBy_Recent"	"Ημερομηνία απόκτησης"
"DOTA_Armory_SortBy_Sockets"	"Αριθμός υποδοχών"
"DOTA_Armory_Search"	"Αναζήτηση για αντικείμενα οπλοστασίου"
"DOTA_Armory_ContextMenu_Preview"	"Προεπισκόπηση αντικειμένου"
"DOTA_Armory_ContextMenu_PreviewSet"	"Προεπισκόπηση σετ"
"DOTA_Armory_ContextMenu_Equip"	"Εξόπλιση"
"DOTA_Armory_ContextMenu_Unequip"	"Αφαίρεση"
"DOTA_Armory_ContextMenu_Socketing"	"Υποδοχές"
"DOTA_Armory_ContextMenu_Delete"	"Διαγραφή"
"dota_page_match_details_loading"	"Φόρτωση παιχνιδιού..."
"dota_page_match_details_victory"	"Νικητής: {s:winner}"
"dota_page_match_details_legend_player"	"Παίκτης"
"dota_page_match_details_legend_level"	"Επίπεδο"
"dota_page_match_details_legend_hero"	"Ήρωας"
"dota_page_match_details_legend_kills"	"Σ"
"dota_page_match_details_legend_deaths"	"Θ"
"dota_page_match_details_legend_assists"	"Β"
"dota_page_match_details_legend_items"	"Αντικείμενα"
"dota_page_match_details_legend_gold"	"Χρυσός"
"dota_page_match_details_legend_gold_per_min"	"Χ/Λ"
"dota_page_match_details_legend_xp_per_min"	"Ε/Λ"
"dota_page_match_details_legend_winner_tooltip"	"Νικητήρια ομάδα"
"dota_page_match_details_legend_kills_tooltip"	"Σκοτωμοί"
"dota_page_match_details_legend_deaths_tooltip"	"Θάνατοι"
"dota_page_match_details_legend_assists_tooltip"	"Βοήθειες"
"dota_page_match_details_legend_last_hits_tooltip"	"Τελικές επιθέσεις μονάδων"
"dota_page_match_details_legend_denies_tooltip"	"Αρνήσεις μονάδων"
"dota_page_match_details_legend_gold_per_min_tooltip"	"Χρυσός ανά λεπτό"
"dota_page_match_details_legend_xp_per_min_tooltip"	"Εμπειρία ανά λεπτό"
"dota_page_match_details_header_league_name"	"Όνομα πρωταθλήματος"
"dota_page_match_details_header_custom_game_map_name"	"Όνομα χάρτη"
"dota_page_match_details_header_match_id"	"ID ΑΓΩΝΑ"
"dota_page_match_details_header_game_mode"	"ΤΥΠΟΣ"
"dota_page_match_details_header_duration"	"ΔΙΑΡΚΕΙΑ"
"dota_page_match_details_header_timestamp"	"ΗΜΕΡΟΜΗΝΙΑ / ΩΡΑ ΑΓΩΝΑ"
"dota_page_match_details_voting_votes"	"{i:num_votes} ψήφοι"
"dota_page_match_details_match_discussion"	"Συζήτηση αγώνα"
"dota_page_match_details_comment_placeholder"	"Γράψτε ένα σχόλιο..."
"dota_page_match_details_comment_loading_comments"	"Φόρτωση σχολίων..."
"dota_page_match_details_comment_no_comments"	"Δεν έχουν αναρτηθεί σχόλια για αυτόν τον αγώνα"
"dota_page_match_details_replay_existence_unknown"	"Αναζήτηση για επανάληψη..."
"dota_page_match_details_replay_existence_cdn_found"	"Λήψη επανάληψης"
"dota_page_match_details_replay_existence_not_found"	"Επανάληψη μη διαθέσιμη"
"dota_page_match_details_replay_existence_downloading"	"Γίνεται λήψη..."
"dota_page_match_details_replay_existence_disk_found_replay"	"Παρακολούθηση επανάληψης"
"dota_page_match_details_replay_existence_disk_found_highlights"	"Παρακολούθηση στιγμιοτύπων"
"dota_page_match_details_replay_existence_wrong_engine"	"Οι επαναλήψεις της Source 1 δεν είναι διαθέσιμες στη Source 2"
"dota_profile_content_tab_activity_feed"	"ΔΡΑΣΤΗΡΙΟΤΗΤΑ"
"dota_profile_content_tab_recent_games"	"ΠΡΟΣΦΑΤΑ ΠΑΙΧΝΙΔΙΑ"
"dota_profile_recent_games_option_show_practice_matches"	"Εμφάνιση αγώνων εξάσκησης"
"dota_profile_recent_game_header_timestamp"	"ΗΜΕΡΟΜΗΝΙΑ / ΩΡΑ"
"dota_profile_recent_game_header_hero_name"	"ΗΡΩΑΣ"
"dota_profile_recent_game_header_result"	"ΑΠΟΤΕΛΕΣΜΑ"
"dota_profile_recent_game_header_duration"	"Διάρκεια"
"dota_profile_recent_game_header_type"	"ΤΥΠΟΣ"
"dota_profile_recent_game_result_win"	"Νίκη"
"dota_profile_recent_game_result_loss"	"Ήττα"
"dota_profile_recent_game_result_abandon"	"Εγκατάλειψη"
"dota_profile_recent_game_icon_source1"	"S1"
"dota_profile_hero_with_index"	"{d:hero_index} {s:hero_name}"
"dota_profile_hero"	"{s:hero_name}"
"dota_replay_manager_error_not_found"	"Δεν ήταν δυνατή η εύρεση της επανάληψης στο CDN."
"dota_replay_manager_error_disk_full"	"Αδυναμία δέσμευσης χώρου για το αρχείο επανάληψης."
"dota_replay_manager_error_chunk_failed"	"Αδυναμία λήψης αρχείου επανάληψης."
"dota_replay_manager_error_partial_compressed_open_failure"	"Αδυναμία ανοίγματος συμπιεσμένου αρχείου επανάληψης."
"dota_replay_manager_error_partial_decompressed_open_failure"	"Αδυναμία ανοίγματος αποσυμπιεσμένου αρχείου επανάληψης."
"dota_page_match_details_replay_error_not_found"	"Η επανάληψη δε βρέθηκε στο δίσκο."
"DOTA_tooltip_econ_item_name"	"{s:item_name}"
"DOTA_tooltip_econ_item_description"	"{s:item_description}"
"DOTA_tooltip_econ_item_set"	"Μέρος του: <font color='#dddddd'>{s:item_set}</font>"
"DOTA_tooltip_econ_item_rarity_label"	"Σπανιότητα: "
"DOTA_tooltip_econ_item_rarity"	"{s:item_rarity}"
"DOTA_tooltip_econ_item_slot"	"Υποδοχή: {s:item_slot}"
"DOTA_tooltip_econ_item_gifter"	"{g:dota_persona:gifter_name}"
"DOTA_tooltip_econ_item_gift_received_date"	"Παραλήφθηκε: {t:T:gift_received_date_time}"
"DOTA_tooltip_econ_item_trade_restriction_permanent"	"Μη ανταλλάξιμο"
"DOTA_tooltip_econ_item_trade_restriction_date"	"Μη ανταλλάξιμο μέχρι: {t:T:tradable_after_date_time} {t:s:tradable_after_date_time}"
"DOTA_tooltip_econ_item_market_restriction_permanent"	"Μη εμπορεύσιμο"
"DOTA_tooltip_econ_item_gift_restriction_permanent"	"Δεν μπορεί να δωρηθεί"
"DOTA_tooltip_econ_item_gift_restriction_date"	"Δεν μπορεί να δωρηθεί πριν από: {t:T:giftable_after_date_time} {t:s:giftable_after_date_time}"
"DOTA_tooltip_econ_item_gem_type"	"{s:gem_type}"
"DOTA_tooltip_econ_item_gem_strange_count"	"{d:strange_count}"
"DOTA_tooltip_econ_item_gem_description"	"{s:gem_description}"
"DOTA_tooltip_econ_item_partner"	"{s:partner}"
