"lang"
{ 
	"Language" "finnish" 
<br><br>Yrittäessään selvittää universumin saloja hän löysikin luonnosta itsestään salaoven: Salaisen temppelin sisäänkäynnin. Älyköt oven takana olivat odottaneet häntä. Niiden löytöhetkellä paljastamansa salaisuudet eivät olleet mitään verrattuna siihen, mitä Lanayalle luvattiin, jos hän jatkaisi niiden palveluksessa. Lanaya vannoi suojelevansa salaisuuksia, mutta mikä tärkeintä, palvelemalla Salaista temppeliä hän saisi tyydyttää ainaisen ymmärryksen janonsa. Jokaisen eliminoimansa vihollisen silmissä hänelle avautui uusi palanen mysteeriä."

				"npc_dota_hero_viper_bio"														"Pahansuopa Viper oli vain tyytyväinen, kun sadistinen velho pyydysti hänet lemmikseen. Velhon ansiosta hän pääsi pois Alamailta, missä hänen lajinsa oli elänyt miljoonia vuosia sen jälkeen, kun maankuoren valuminen sulki Alakäärmeet hohtaviin luolastoihin. Viper teeskenteli jonkin aikaa alentuvaista vankia ja toivoi oppivansa kaiken mahdollisen velhon harjoittamasta mustasta magiasta. Mutta pian Viper ymmärsi, että harva velhon taika oli yhtä tappava kuin hänen omat ikiaikaiset myrkkynsä. Hän syövytti häkkinsä kalterit hapollaan, luikerteli vapauteen, sylkäisi myrkkyä velhon silmiin ja nousi ilmoille kertomaan maailmalle sen uudesta hallitsijasta."

				"npc_dota_hero_luna_bio"														"Kuinka hänelle kävikin näin? Muinoin hän oli tasankojen vitsaus, sotureiden ja petojen armoton johtaja, ja kylvi kauhua sinne, minne ikinä menikään. Nyt hän oli kaukana kotoaan, puolihulluna nälästä ja kuukausien vaeltamisesta, ja hänen armeijansa on kuolleena tai vielä pahempaa. Kun hän seisoi muinaisen metsän reunalla, kiiltävä silmäpari vakoili häntä oksien takaa. Jokin kaunis ja tappava haki lounastaan kuihtuneessa hämärässä. Ääneti se kääntyi pois ja lähti. Raivo sai hänet valtaansa. Ruosteensyömä tikari kourassaan hän ryntäsi pedon perään, määränpäänään saada edes hippunen kunniastaan takaisin, mutta hänen määränpäänsä ei niin vain jäänyt kiinni. Kolmesti hän sai pedon syrjäytettyä nurkkaan, ja kolmesti hän syöksyi sen kimppuun vain huomatakseen sen kadonneen syvemmälle metsän pimeyteen. Mutta täysikuun valaistessa metsää, pedon jälkiä oli helppo jäljittää. 
<br><br>Saapuessaan kukkulan huipulle, pedon massiivinen kissamainen olemus näkyi kuunvalossa odottavan häntä. Kun soturinainen valmisteli tikariaan, peto ärjähti ja syöksyi hänen kimppuun. Kuolema näyttäisi viimeinkin ottavan hänet syleilyynsä tässä oudossa paikassa. Hän seisoi rentona, valmiina kuolemaan. Vain liikahdus, ja peto nappasi tikarin hänen kädestään ja katosi metsän pimeyteen. Pian pimeä, huppuinen olemus saapui. Kunnianarvoisalla äänellä se paljasti, että Selemene, Kuun jumalatar, oli valinnut hänet, opastanut ja koetellut häntä. Tietämättään hän oli selvinnyt Pimeän Kuun ja Yöhopean metsien muinaisista rituaaleista. 
<br><br>Hänelle annettiin kaksi vaihtoehtoa: liity Pimeän Kuun joukkoihin ja vanno palvelevasi Selemeneä, tai poistu, äläkä koskaan palaa takaisin. Hän ei empinyt lainkaan. Omaksuen synninpäästönsä, hän unohti verisen menneisyytensä ja aloitti uuden aikakauden, ollen Luna, Pimeän Kuun pahamaineinen Kuuratsastaja, Yöhopean metsien armoton ja lojaali suojelija."

				"npc_dota_hero_dragon_knight_bio"												"Jahdattuaan legendaarista Muinaisliskoa vuosikauksia ritari Davion pettyi nähdessään vihollisensa: kammoksuttu Slyrak oli jo vanha ja hauras. Sen siivet olivat riekaleiset, jäljellä olevat suomut suomuhomeessa, torahampaat melkein poiskuluneet, eikä siitä ollut enää syöksemään kummoistakaan tulta. 
<br><br>Ritari Davion tajusi, ettei lohikäärmeen taposta saisi kunniaa, ja aikoi kääntyä pois ja jättää vanhan vihollisensa kuolemaan rauhassa. Sitten hän kuitenkin kuuli äänen. Slyrak kuiskasi pyynnön, että Davion soisi hänen kuolla kunniakkaasti taistelussa. Davion suostui pyyntöön ja sai armollisuudestaan käsittämättömän palkkion. Kun Davion upotti miekkansa Slyrakin rintaan, lohikäärme lävisti Davionin kurkun kynnellä. Veret sekoittuivat, ja Slyrak luovutti ritarille veressään voimansa ja vuosisataiset viisautensa. Lohikäärmeen kuolema sinetöi kaksikon siteen ja synnytti Lohikäärmeritarin. Muinainen Lohikäärmeritari Davionissa uinuva voima herää, kun hän kutsuu sitä. Tai ehkä kutsujana onkin lohikäärme..."

				"npc_dota_hero_dark_seer_bio"													"Hämärännäkijä Ish'Kafel, loistava strategi, ei tarvitse teräviä aseita päihittääkseen vihollisensa, vaan luottaa vahvan mielensä voimaan. Hänen kykynsä piilee taidossa kääntää taistelu omaksi edukseen. Hämärännäkijä on kotoisin paikasta, josta hän puhuu maana muurin takana. Tässä maailmassa hän on muukalainen, soturi toisesta todellisuudesta. 
<br><br>Hämärännäkijä oli aikanaan kunnioitettu suuri kenraali kansansa keskuudessa ja jumalkuningas Damathryxin uljas puolustaja. Hämärännäkijän armeijan tuhoksi oli koitumassa rajasodan viimeisinä päivinä valtavan joukon hyökkäys. Varman tappion edessä hän tarttui viimeiseen oljenkorteen ja johti vihollisjoukot muurien väliseen sokkeloon. Viimeisellä minuutilla, juuri ennen vangitsemistaan, hän livahti toiselle puolelle ja sulki muurit ikiajoiksi pimeän energian purkauksella. Kun pöly laskeutui, hän tiesi pelastaneensa kansansa, mutta löysi itsensä uudesta maailmasta vailla minkäänlaista paluukeinoa. Hän aikoo todistaa arvonsa strategina ja suurimpana taktikkona, jonka tämä outo, uusi maailma on koskaan nähnyt."

				"npc_dota_hero_clinkz_bio"														"Vuotavien vaarojen juurella sijaitsee metsäinen paikka nimeltä Hoven, jossa mustat lammikot keräävät ylämaailmasta valuvan veren ja kuningasmaagi Sutherex hallitsee hyväntahtoisesti. Clinkz, aikoinaan Hovenin maiden ylpeä puolustaja, tunnettiin mahtavista jousitaidoistaan. Kuningasmaagin kolmantenasadantena vuotena paholainen Maraxiform nousi kuudennesta helvetistä tuhoamaan metsän. Estääkseen tämän kuningasmaagi langetti murtamattoman loitsun: paholaisen surmaajaa odottaisi ikuinen elämä.
<br><br>Clinkz, tietämättä kyseisestä loitsusta, syöksyi taisteluun puolustaakseen maitaan paholaiselta. Clinkz ajoi Maraxiformin takaisin itse kuudennen helvetin porteille, jossa he ryhtyivät suureen taistoon. Clinkzin ladatessa viimeistä nuoltaan, pahasti haavoittunut paholainen syöksi purkauksen helvetin tulta. Tuli purkaantui nuolen osuessa Maraxiformiin, sytyttäen mustat lammikot tuleen ja polttaen Clinkzin elävältä juuri paholaisen kuollessa. Tästä johtuen maagin asettama loitsu astui voimaan heti, pelastaen Clinkzin tältä tulikuumalta kuolemalta ja jättäen hänet kuolevaan tilaan, jossa hän koostuu vain luista ja raivosta, kantaen helvetin henkäystä mukanaan ikuisuuteen."

				"npc_dota_hero_enchantress_bio"													"Aiushtha vaikuttaa viattomalta, huolettomalta metsien olennolta, ja vaikka tämä onkin ehdottoman totta, tämä on tuskin hänen tarinansa tiivistelmä. Hän ymmärtää hyvin luonnollisen maailman kärsimyksen. Hän on vaeltanut kauas, matkannut sekä ankeitten että kirkkaitten metsien läpi, joka ilmastossa ja joka vuodenaikana, keräten ystäviä, kertoen uutisia, tuoden naurua ja parantaen kaikkialla, minne hän meneekin. Sillä sotien repimässä maailmassa metsiä kaadetaan laivoja ja piirityskoneita varten, jopa rauhan paikoissa metsää kaadetaan kotien rakennusaineeksi ja polttoaineeksi lukemattomiin tulisijoihin. 
<br><br>Aiushtha kuulee pienten otusten pyynnöt, hiljaisen väestön, joka tarvitsee vihreää varjoa ja lehväkatoksen pärjätäkseen. Hän kuuntelee niitä, joita kukaan muu ei kuuntele. Hän kantaa kertomuksia metsästä maailmalle, uskoen, että hänen oma intonsakin on jonkinlainen lumous, että hän pystyy itse täyttämään lupauksen viheriöivästä tulevaisuudesta."

				"npc_dota_hero_omniknight_bio"													"Purist Thunderwrath oli kokenut ja lannistumattomasti taisteleva ritari, joka oli vannoutunut ritarikuntaan, jossa hän kasvoi aina aseenkantajasta kunniakkaaksi vanhemmaksi ritariksi asti. Hän oli kuluttanut koko elämänsä Kaikkitietävyyden, Kaikkinäkevän silmän palveluksessa. He taistelivat pyhää sotaa, ja niin vannoutunut Thunderwrath oli tähän, että hän ei koskaan edes kyseenalaistanut sen tarkoitusta, kunhan vain jaksoi taistella. Mutta vuosien varrella vanhemmat ritarit kuolivat ja heidät haudattiin tien sivuun. Veriveljiensä kaatuessa Kaikkitietävyyttä kunnioittamattomille olennoille ja aseenkantajiensa hävitessä tuhon ja kulkutautien tieltä, Thunderwrath alkoi kyseenalaistamaan valansa merkitystä – koko ristiretkien merkitystä. 
<br><br>Meditoituaan pitkään ja syvään hän jätti armeijan ja lähti matkalle takaisin Emauracusin rinteille, haastaakseen Kaikkitietävyyden papit. Yksikään ritari ei ollut kyseenalaistanut heitä ennen, ja tästä johtuen he yrittivät heittää hänet uhrikaivoon. Mutta Purist ei liikkunut. Katsoessaan pappeihin, hän alkoi hehkua pyhää valoa ja he tajusivat, että Kaikkitietävyys oli päättänyt paljastaa itsensä hänelle. Ylipappi otti hänet mukaansa matkalle syvimpään, pyhääkin pyhempään holviin, jossa he eivät odottaneet mitään abstraktia näkemystä tai siitä saatavaa viisautta, eivätkä kummallisia riimuja, joiden tulkitseminen vaatisi lähestulkoon mielenvikaa, vaan tätä ikiaikaista olentoa itseään. Se ei ollut vain virunut näiden kivien sisällä miljardeja vuosia; ei, se oli luonut ne. 
<br><br>Kaikkitietävyys oli luonut koko planeetan ympärilleen suojaksi avaruuden vaaroilta. Tästä johtuen Kaikkinäkevä silmä sanoi luoneensa maailman, ja nähtyään tämän kaiken, Purist ei epäillyt enää sanaakaan. Ehkä Kaikkitietävyys on valehtelija, vangittuna syvälle kiviin, eikä sittenkään maailman luoja, mutta Omniritari ei enää koskaan kyseenalaistanut uskoaan. Hänen tavoitteellaan oli vihdoinkin jokin tarkoitus. Ja siitä ei ole kysymystäkään, etteivätkö hänen voimansa, joilla hän vahvistaa sekä itseään että ystäviään, olisi aitoja."

				"npc_dota_hero_huskar_bio"										"Selviydyttyään pyhän Nothlin maailman tuskista Huskar avasi silmänsä nähdäkseen tuhlailevaisen varjopappi Dazzlen työstävän voimakasta loitsua hänen yllään. Dezunin veljeskunnan muinaisten riittien vastaisesti Huskarin henki oli pelastettu ikuisuudesta. Mutta kuten kaikki Nothlin kohtaavat huomaavat, hänkin huomasi muuttuneensa peruuttamattomasti. Enää hän ei ollut kuolevaisen ruumiin armoilla, hänen sydänverestään tuli uskomattoman voiman lähde; jokainen vuotanut pisara palasi kymmenkertaisena kiivaan, polttavan voiman kanssa. Tämä uusi lahja kuitenkin raivostutti Huskaria, sillä hänen pelastuksensa Nothlista myötä Dazzle oli evännyt häneltä paikan jumalten joukossa. Häneltä oli evätty oma, pyhä uhrauksensa. 
<br><br>Aikanaan veljeskunnan vanhimmat pyrkivät laajentamaan vaikutusvaltaansa, ja he sopivat, että Huskarista tulisi hirmuinen työväline heidän sotaretkellään. Tuleminen pelkäksi aseeksi veljeskunnalle, joka epäsi häneltä hänen synnyinoikeutensa, suututti Huskaria vielä lisää. Kun sodan ensimmäinen hehku ilmestyi horisonttiin, hän pakeni esi-isiensä kodista löytääkseen uusia liittolaisia, etsien koko ajan asiaa, joka olisi kelvollinen vapauttamaan voiman, jonka hänen täydellinen uhrauksensa voisi tuoda."

				"npc_dota_hero_night_stalker_bio"												"Yövaanija Balanarista ei ole kirjoitettua tietoa, ainoastaan tarinoita. Kaikkien rotujen ja kulttuurien tarustoihin sisältyy muinaisia kertomuksia mahdottomasta ajasta ennen auringonvaloa ja päiväsaikaa, jolloin yö hallitsi yksin ja maailma oli yön otusten päällystämä – otusten kuten Yövaanija. 
<br><br>Sanotaan, että ensimmäisen päivän auringonnousun aikaan joka ikinen yön otus menehtyi. Jokainen, lukuun ottamatta yhtä. Balanarin, pahan ruumiillistuman, pahantahtoisuus tuottaa hänelle itselleen mielihyvää. Hän loi painajaiset ja mörön. Niin kauan kun on ollut lapsosia, on hän pelotellut niitä. Tämä on rooli, josta hän nauttii, eikä se ole edes näyttelyä. Hän todella väijyy pahaa-aavistamattomia, puolustuskyvyttömiä, heitä jotka ovat poikenneet liian kauas valaistuilta teiltä, tai kieltäytyneet kuuntelemasta yhteisönsä varoituksia. Yövaanija on elävä todiste siitä, että jokaisen lapsen pahin painajainen... on totta."

				"npc_dota_hero_broodmother_bio"													"Satojen vuosien ajan Emolukki Black Arachnia vaani pimeissä laavaputkissa Pyrotheos-vuoren alapuolella, kasvattaen miljoonia pieniä hämähäkkejä turvassa ennen kuin lähetti ne etsimään saalista yläpuolisesta maailmasta. Myöhemmin, Ahneuden visiiri Ptholopthales rakensi magnetiittimonumenttinsa tämän kuolleen tulivuoren rinteelle tietäen, että sen magneettista rikkautta havittelevien tulisi kulkea hämähäkkien täyttämien luolastojen läpi. 
<br><br>Tuhannen vuoden rauhan jälkeen Black Arachnia huomasi tulleensa säännöllisesti varkaiden ja ritarien hyökkäämäksi. Näistä jokainen oli toki maukas, mutta he eivät juurikaan auttaneet hänen jälkikasvunsa kasvatusta. Kyllästyneenä häiriköistä Black Arachnia vieraili Ptholopthaleksen luona. Kun tämä ei suostunut keskustelemaan asiasta, Arachnia kietoi hänet silkkiin ja teki hänestä erityisen syntymäpäiväaterian. 
<br><br>Valitettavasti magneettisen mestarin puutos vain rohkaisi uusia häiriköitä. Kun eräs hänen lapsistaan tuli kömpelön seikkailijan tallomaksi, Arachnia sai tarpeekseen. Hän nousi maan pinnalle ja kuulutti aikomuksestaan tyhjentää maailmasta kaikki mahdolliset häiriköt, viimeisimmätkin sankarit, jos siihen oli tarvetta, kunnes hän voisi taas hoitaa pikkuisiaan rauhassa turvallisessa ja terveellisessä ympäristössä."

				"npc_dota_hero_bounty_hunter_bio"												"Kukaan ei ole varma, mitkä jahdattujen kertomista tarinoista palkkionmetsästäjä Gondarista ovat totta. Kuiskaten he kertovat, kuinka hänet hylättiin jo pentuna ja miten hän oppi jahtaustaitonsa pelkästään selviytymällä omillaan. Toisten mukaan hän oli sotaorpo, jonka suuri metsästäjä Soruq koulutti metsällä käyttämään veistä. Jotkut taas väittävät, että Gondar oli katulapsi, joka kasvatettiin varkaiden ja ryöväreiden killassa, jossa hän myös oppi piiloutumaan ja johtamaan muita harhaan. Leiritulien äärellä erämaassa jahdatut kertovat huhuja Gondarin teoista, peläten joka sekunti aina vain enemmän: sanotaan, että se oli juuri hän joka jäljitti hullun kuningas Goffin vuosia hänen piiloutumisensa jälkeen, tuoden hänen päänsä ja valtikkansa todisteena. Juuri hän, joka soluttautui Highseatin kapinallisleireihin ja tappoi legendaarisen varkaan, Valkoviitan. Ja juuri hän, joka surmasi metsästäjä Soruqin, jota syytettiin prinssin tulihaukan murhaamisesta. Gondarin kyvyistä kertovat tarinat kasvavat kerta kerralta, kertoen aina vain uskomattomammista teoista. Metsästetyt tietävät, että oikealla hinnalla voi löytää kenet vain. Oikealla hinnalla mahtavampienkin tulee piilotella varjoissa."

				"npc_dota_hero_weaver_bio"											"Luomakunnan kudos vaatii jatkuvaa huoltoa, ettei se riekaloidu. Jos se purkautuu, kokonaiset maailmat häviävät. On kutojien työ pitää kudos tiukkana, korjata repeytyneet kohdat todellisuuden verkossa. He myös puolustavat kudosta mönkiäisiltä, jotka nakertavat ja munivat rispaantuneille alueille. Munista kuoriutuneet mönkijät voivat nopeasti ahmia kokonaisen maailmankaikkeuden, jos kutojat antavat katseensa harhailla. Skitskurr oli mestarikutoja, jonka vastuulla oli estää pienen alueen kudoksen kuluminen ja kauhtuminen. Mutta työ ei ollut hänelle tarpeeksi. Häntä häiritsi, että alkuperäinen luomistyö oli jo menneisyyttä. Kangaspuut olivat tehneet tehtävänsä ja jatkaneet matkaa. Pelkän ylläpitämisen sijaan hän tahtoi luoda – kutoa itse suunnittelemansa maailman. Hän aloitti pienillä muutoksilla, mutta luomisen viehätys oli koukuttavaa. Hänestä tuli rohkeampi ja hän tohti jopa muuttaa alkuperäistä kudosta.
				<br><br>Vartijat tulivat sakset kourassa, napsivat Skitskurrin luoman maailman kosmisesta kudelmasta, kutoivat sen uudelleen – ilman Skitskurrin tuotoksia. Hän tajusi olevansa yksin, erillään omistaan, mikä olisi ollut raastavaa kelle tahansa muulle kutojalle. Mutta Skitskurr riemuitsi, sillä nyt hän oli vapaa. Vapaa luomaan maailman itselleen, aloittamaan alusta. Tarvittavat raaka-aineet olivat käsien ulottuvilla. Hänen piti vain repiä vanha maailma saumoistaan."

				"npc_dota_hero_jakiro_bio"											"Jopa maagisten petojen joukossa kaksipäinen lohikäärme on kummajainen. Jakiro on yhtäläisesti tulta ja jäätä sekä viekkautta ja raivoa. Se liitää yli tuhkien ja jäätiköiden peittämien taistelukenttien ja tuhoaa kaikki, jotka tohtivat nousta sitä vastaan. Pyreksilohikäärmeiden pesueet koostuvat aina kahdesta poikasesta. Rotu tunnetaan raakuudesta, ja vastasyntyneet lohikäärmeet yrittävät tappaa sisaruksensa pesässään. Vain vahvimmat selviytyvät, ja pyreksilohikäärmeiden suku säilyttää piirteensä. Luonnonoikun vuoksi Jakiro-kummajainen kuoriutui yhdestä munasta. Jakirossa yhdistyvät pyreksilohikäärmeiden rodun kaikki kyvyt. Hirviömäisen kehon vankeina ovat sekä jään että tulen voimat, eikä yksikään vihollinen ole turvassa."

				"npc_dota_hero_batrider_bio"										"Yama Raskavin viidakon otusten välillä ei ole minkäänlaista harmoniaa. Pieninkin heikkouden merkki tarkoittaa välitöntä kuolemaa. Riderin kerrotaan olleen vain nuori poika, joka käytti silppumyllyä sukunsa maatilalla, kun valtava morde-lepakko nappasi hänet mukaansa etsiessään suupalaa. Pojalla oli kuitenkin parempi idea: hän kiemurteli irti kaappaajansa otteesta, hyppäsi otuksen selkään ja pakotti sen laskeutumaan työkaluillaan hakkaamalla. Pakkolaskusta selvittyään, lentämisen jännityksen lumoissa, hän tajusi löytäneensä kutsumuksensa. 
<br><br>Poika kasvoi ja palasi joka kesä sukunsa tilalle ja vietti aikaansa aarniometsässä. Hän toivoi joutuvansa jonkin kitaan tai kaatuvansa pahasti, jotta saisi kokea uudelleen uhkaavan kuoleman tuoman jännityksen. Vuodet vierivät ja into vain kasvoi. Hän tutki villinä rehottavaa metsää ja tunkeutui joka retkellään entistä syvemmälle, kunnes törmäsi metsän ytimessä sijaitseviin luoliin. Huhu kertoo, että sinä paahtavan kuumana kesäiltana Riderilla  oli mukanaan vain narua, rohkaisuryyppy ja palava tahto päästä lentoon. Sitten hän sukelsi luolastoon..."

				"npc_dota_hero_chen_bio"											"Hazhadalin jumalattomilla erämailla syntynyt Chen tuli taysi-ikäiseksi lainsuojattomien, aavikon polttavassa kuumuudessa niukasti pärjäävien heimojen parissa. Käyttäen muinaista eläintenlumoamistemppua, Chenin kansa kasvatti kestävää aavikkolocuthia, kitukasvuista kaivavaa lohikäärmelajia, joka sulattaa aavikon hiekat lasisiksi putkiksi, jonne puolivuotuiset sateet kerääntyivät. Aina nälkäkuoleman ja kuivumisen partaalla, taistellen naapureitaan ja toisiaan vastaan, Chenin klaani eräänä päivänä vahingossa väijytti väärän karavaanin. 
<br><br>Seuranneessa verisessä taistelussa Chenin klaani oli alakynnessä. Foldin haarniskoidut ritarit päihittivät helposti lumotut locuthit, jotka hyökkäsivät ja kuolivat aalloissa. Lohikäärmeittensä kuoltua, heimolaiset pian seurasivat. Chen kamppaili, viilsi, kynsi ja kuoli – melkein. Päihitettynä, polvillaan, hän kohtasi teloituksensa nöyrästi, tarjoten kaulaansa terälle. Liikuttuneena Chenin selkeästä rohkeudesta, teloittaja pysäytti miekkansa. Miekan sijaan, Chenille annettiin valinta: kuolema tai käännytys. Chen seurasi uskoa raivolla. Hän liittyi Foldiin ja ansaitsi haarniskansa yksi verinen käännytys kerrallaan. Nyt, käännytetyn fanaattisuudella ja eläintenlumousvoimansa huipussaan, Chen etsii vääräuskoisia ja esittelee heille heidän viimeiset palkkionsa."

				"npc_dota_hero_spectre_bio"						"Samoin kuin liian korkea energiataso pyrkii alenemaan, Mercurialina tunnettu Spectre, voimakkaasta ja rajusta energiasta luotu olento, huomaa kokevansa vastustamatonta vetoa fyysisen maailman konflikteihin. Vaikka hänen normaalia aavemaista muotoansa eivät aistien rajat koskekaan, fyysisessä kehossaan hän menettää osan itseään – joskaan ei tarkoituksella. Taistelun tiimellyksessä hänen identiteettinsä pirstoutuu ja muotoutuu uudelleen, jolloin hän alkaa tiedostaa asioita. Hän tajuaa olevansa Kummitus Mercurial, ja kaikki hänen Haamunsa ovat vain varjoja oikeasta Kummituksesta. Taistelussa selviytyminen vaatii keskittymistä ja pakottaa todellisen minän esiin. Taistelun päätteeksi, voiton tai tappion hetkellä hän nousee materian yläpuolelle ja palaa ikuiseen muotoonsa."

				"npc_dota_hero_doom_bringer_bio"						"Hän, joka on liekeissä muttei koskaan tuhoudu, syö muttei koskaan tule kylläiseksi, tappaa ja on kaikkien lakien tuolla puolen – Lucifer tuo tuhoa kaikille, jotka uskaltavat asettua hänen eteensä. Hän kantaa sieluja tulisen miekkansa kärjessä. Hän on Langennut, aikoinaan suosittu kenraali maailmasta valon takaa, karkotettu uhmakkuuden synnin vuoksi: hän ei polvistunut. Kuusi kertaa hänen nimensä soitettiin Vashundolin suurella kellolla. 
<br><br>Kuusi ja kuusikymmentä kertaa hänen siipensä polttomerkittiin, kunnes jäljelle jäivät vain savuavat tyngät. Ilman siipiään hän pakeni valosta, johon hänet oli kahlittu, ja putosi kirkuen maahan. Kraatteri maassa, Kadotettu paratiisi. Nyt hän hyökkää ilman armoa, ilman motiivia, ainoana elävänä olentona, joka kykenee liikkumaan vapaasti seitsemän pimeän valtakunnan välillä. Väistämättömien tarpeiden riivaamana ja käsittämättömien lahjojen vääristämänä Doom kantaa mukanaan omaa helvettiä missä sitten liikkuukin. Uhmakas loppuun asti. Ennen pitkää maailma tulee olemaan Tuhon oma."

				"npc_dota_hero_ancient_apparition_bio"											"Kaldr on muinainen ilmestys, kuvajainen aikain takaa. Hän syntyi hyisessä, ikuisessa tyhjyydessä, joka edelsi itse universumia ja odottaa sen loppua. Kaldr oli, on nyt ja tulee aina olemaan valtavista voimistaan huolimatta vain himmeä, haalistunut heijastuma todellisesta, ikuisesta Kaldrista. Sanotaan, että kosmoksen kulkiessa kohti loppuaan Kaldrin voimat vain kasvavat. Ancient Apparition nuortuu ja vahvistuu, kun iäisyys hiljalleen hiipuu. Hänen jäinen otteensa pysäyttää kaiken ja hänen kuvansa heittää hirvittävän valon, jota ei kestä yksikään elollinen. Apparition ei ole enää pelkkä ilmestys!"

				"npc_dota_hero_ursa_bio"													   	"Soturi Ulfsaar on karhuheimon hurjin jäsen, suojelevainen maataan ja väkeään kohtaan. Pitkien talvien aikana, kun äidit nukkuvat ja hoitavat pentujaan, urokset vartioivat maanpäällistä maata väsymättöminä, valppaina muinaisten tapojen puolustajina. Kuultuaan vaisuja, mutta yleistyviä huhuja pahuuden leviämisestä Ulfsaar lähti villien kotimetsiensä rajojen ulkopuolelle löytääkseen ja tuhotakseen pahuuden lähteen, ennen kuin se vaarantaisi hänen kansansa. Hän on ylpeä otus, joka on täysin luotettava, uskollinen liittolainen ja vartija, jolla on uljas, ylpeä sielu."

				"npc_dota_hero_gyrocopter_bio"												"Palveltuaan koko ikänsä Aurel oli saanut tarpeekseen sodista, kapinoista ja vallankumouksista. Parin kunniamitalin ja suuren eläkkeensä lisäksi vanhalla insinöörillä oli palveluksestaan poistuessaan jotain paljon mielenkiintoisempaakin: maailman ensimmäisen koneellisen lentolaitteen, gyrokopterin, keskeneräiset ja unohdetut piirustukset. Trooppiselle Tuhkasaaristolle eläköitymään siirtyneellä Aurelilla ei ollut muuta kuin rahaa ja aikaa, joten hän alkoi rakentaa laitettaan. 
<br><br>Kun vuodet kuluivat ja epäonnistuneet koekappaleet kasaantuivat, hän alkoi empiä, oliko koneellinen lentäminen edes mahdollista. Vuosikymmenen ja päivän kuluttua ensimmäisestä eläkepäivästä, eräänä aurinkoisena iltapäivänä, Aurel istui närkästyksissään ja epäonnistumista odotellessaan viimeisimmässä koekappaleessaan, jossa näkyivät raskaan työn ja intohimon jäljet. Hän veti käynnistysjohdostaan ja reaktionomaisesti veti kätensä pään suojaksi, odottaen väistämätöntä räjähdystä. Aurelin suureksi yllätykseksi koje alkoi nousta ilmaan ja muutaman paniikinomaisen säädön jälkeen tasasi lentoratansa. Tunnin kuluttua hän jo syöksähteli ja kaarteli tuulenpuuskien läpi, kilpaili lokkien kanssa ja ihaili lentämisen henkeäsalpaavaa ihmettä. 
<br><br>Auringon laskiessa hän kääntyi takaisin kohti työpajaansa, mutta ei ehtinyt edes suorittaa käännöstään loppuun, kun lentävä kanuunankuulan läpäisi peräsimen. Aurel irrottautui laitteestaan, ui lähimpään rantaan ja kirosi laivan, jonka kanuunankuula oli tehnyt hänen laitteestaan romukopan. Päiviä myöhemmin Aurel palasi työpajalleen ja aloitti uuden gyrokopterin rakentamisen. Gyrokopterin, joka kykenisi kantamaan paljon raskaampaa, vaarallisempaa lastia..."

				"npc_dota_hero_spirit_breaker_bio"											"Barathrum Sisunmurtaja on hallitseva ja voimakas, ankara ja elementaalinen olento, joka päätti siirtyä materiaaliseen maailmaan osallistuakseen tapahtumiin, jotka aiheuttavat seurauksia hänen asuttamassaan elementaalisessa maailmassa. Päästäkseen materiaaliseen maailmaan hän otti muodon, joka palvelee häntä kaikissa tilanteissa, sekä meidän maailmassamme että sen ulkopuolella. Hänen fyysinen muotonsa ammentaa tämän maailman voimista, yhdistäen härän ja kädellisten ominaisuuksia – sarvet, kaviot ja kädet – jotka kuvastavat hänen todellista voimaansa, vauhtiaan ja oveluuttaan. Barathrumilla on rengas nenässään muistutuksena siitä, että hän palvelee salaista mestaria ja että maailma, jossa hän työskentelee, on vain varjo oikeasta maailmasta."

				"npc_dota_hero_alchemist_bio"												"Kemian pyhän tieteen tutkiminen oli Mustanhautojien suvussa perinteenä, mutta kukaan ei ollut yhtä luova, innokas ja huimapäinen kuin nuori Razzil. Aikuisikään päästyään Razzil kuitenkin hylkäsi suvun perinteen ja yritti luoda kultaa alkemian avulla.
				<br><br>Maineeltaan röyhkeä Razzil julisti muuttavansa kokonaisen vuoren kullaksi. 20 vuotta tutkimusta ja valmistelua päättyivät lopulta kertakaikkiseen epäonnistumiseen, ja Razzil päätyi telkien taa kokeilunsa aiheuttaman tuhon takia. Razzilia eivät vastoinkäymiset pysäyttäneet, vaan hän yritti pakoa, jotta saisi jatkaa tutkimustaan. 
				<br><br>Razzilin uusi sellitoveri oli raakalaismainen jätti, ja hän tajusi tilaisuutensa koittaneen. Hän sai käännettyä pedon pään, ja tämä lupasi, ettei pistelisi häntä poskeensa. Razzil ryhtyi hauduttamaan jätille juomaksi uutetta, jonka raaka-aineet löytyivät sellin seinien homeesta ja sammaleesta. Viikkoa myöhemmin uute oli valmis. Juotuaan sitä jätti sai ennennäkemättömän raivokohtauksen, katkoi kalterit ja teki selvää niin seinistä kuin vartijoistakin. 
				<br><br>Paennut parivaljakko huomasi olevansa eksyksissä metsässä. Kaikki ympärillä oli raunioina, mutta kukaan ei näyttänyt seuraavan heitä. Uutteen vaikutuksen laannuttua jätti vaikutti rauhalliselta, onnelliselta ja jopa innokkaalta. Parivaljakko päätti toimia yhdessä ja lähti keräämään materiaaleja, jotta Razzil pääsisi jatkamaan alkemistisia kokeitaan."

